artist_kr,artist_slug,title,medium,dimensions,date,auction_house,sale_name,lot,price,estimate,url
"김창열","kim-tschang-yeul","RÉCURRENCES, 1992","Lithograph","83 x 60 cm","2021년 4월 23일","SBI Art Auction","Modern and Contemporary Art","Lot 102","JPY ¥2,645,000 • US$24,494","JPY ¥350,000–¥550,000 (est)","/auction-result/6507575"
"타카시 무라카미","takashi-murakami","Untitled, 2019","acrylic and platinum leaf on canvas mounted on wood panel","150 x 140 cm. (59 x 55 1/8 in.)","2026년 3월 29일","Phillips • Hong Kong","Modern & Contemporary Art Evening Sale","Lot 14","","HK$2,200,000–HK$3,500,000 (est)","/auction-result/7310896"
"타카시 무라카미","takashi-murakami","And Then x 6 (Platinum & White: The Superflat Method), 2012","acrylic and platinum leaf on canvas mounted on board","100.5 x 100.0 cm","2026년 3월 28일","Christie's","Live Auction 23846 21st Century Day Sale","Lot 232","","HK$1,200,000–HK$2,200,000 (est)","/auction-result/7310781"
"타카시 무라카미","takashi-murakami","A Sketch of Anywhere Door (Dokodemo Door) and an Excellent Day, 2019","acrylic, platinum leaf and gold leaf on canvas mounted on aluminum frame","180.0 x 180.0 cm","2026년 3월 27일","Christie's","Live Auction 23844 20th/21st Century Evening Sale","Lot 29","HK$5,715,000 • US$730,278","HK$4,000,000–HK$6,000,000 (est)","/auction-result/7310648"
"타카시 무라카미","takashi-murakami","Dob Jagged, 2018","Acrylic and platinum leaf on canvas mounted on wood panel","150.0 x 150.0 x 5.0 cm","2026년 3월 15일","SBI Art Auction","Bloom Now","Lot 122","","JPY ¥25,000,000–¥35,000,000 (est)","/auction-result/7309699"
"타카시 무라카미","takashi-murakami","And Then (x 4), 2011","Five offset lithographs printed in colours","68.0 x 67.8 cm","2026년 3월 12일","Bonhams","Limited Editions","Lot 113","","€2,000–€3,000 (est)","/auction-result/7309858"
"타카시 무라카미","takashi-murakami","Zero one, skull flower blue et Circus, 2013","Three colours offsets lithograph on wove paper","68.3 x 52.4 cm","2026년 3월 12일","Bonhams","Limited Editions","Lot 114","","€1,800–€2,200 (est)","/auction-result/7309857"
"타카시 무라카미","takashi-murakami","An Homage to IKB 1957 B, An homage to Yves Klein et an homage to Monopink 1960 B, 2012","Three colours offsets lithograph on wove paper","73.4 x 53.0 cm","2026년 3월 12일","Bonhams","Limited Editions","Lot 115","","€2,000–€3,000 (est)","/auction-result/7309856"
"타카시 무라카미","takashi-murakami","And Then and Then and Then and Then and Then, 1996","Offset lithograph printed in colors","49.9 x 49.9 cm","2026년 3월 12일","Bonhams","Limited Editions","Lot 116","","€800–€1,200 (est)","/auction-result/7309855"
"타카시 무라카미","takashi-murakami","Para-Kiti Dob, 2001","Offset lithograph printed in colors","49.9 x 49.9 cm","2026년 3월 12일","Bonhams","Limited Editions","Lot 117","","€800–€1,200 (est)","/auction-result/7309854"
"타카시 무라카미","takashi-murakami","Flower of Joy - Violet, 2007","acrylic and platinum leaf on canvas mounted on board","40.0 x 40.0 x 5.1 cm","2026년 3월 7일","Christie's","Live Auction 24182 Post-War and Contemporary Art Day Sale","Lot 613","Bought In","£50,000–£70,000 (est)","/auction-result/7308919"
"타카시 무라카미","takashi-murakami","Murakami.Flower #8321 Many-layered Flower, 2022","acrylic on canvas, mounted on aluminum frame","23 3/4 x 23 3/4 in. (60.3 x 60.3 cm)","2026년 2월 28일","Phillips • New York","Modern & Contemporary Art","Lot 86","US$96,750","US$80,000–US$120,000 (est)","/auction-result/7305683"
"타카시 무라카미","takashi-murakami","SUPERFLAT Monogram: Panda & His Friends, 2005","lithograph and screenprint in colors on somerset wove paper","77.7 x 77.8 cm","2026년 2월 27일","Sotheby's","Contemporary Discoveries","Lot 710","US$14,080","US$5,000–US$7,000 (est)","/auction-result/7307433"
"타카시 무라카미","takashi-murakami","Sphere (Black), 2003","screenprint in colors on excell watercolor paper","69.9 x 69.7 cm","2026년 2월 27일","Sotheby's","Contemporary Discoveries","Lot 711","US$4,096","US$5,000–US$7,000 (est)","/auction-result/7307432"
"타카시 무라카미","takashi-murakami","Sphere (White), 2003","screenprint in colors on excell watercolor paper","70.0 x 69.6 cm","2026년 2월 27일","Sotheby's","Contemporary Discoveries","Lot 712","US$3,840","US$5,000–US$7,000 (est)","/auction-result/7307431"
"타카시 무라카미","takashi-murakami","Project Ko², 1999","painted plastic and wood model","49.0 x 15.0 cm","2026년 2월 12일","Sotheby's","Contemporary Discoveries","Lot 359","€3,810 • US$4,524","€3,000–€4,000 (est)","/auction-result/7305850"
"타카시 무라카미","takashi-murakami","Melting DOB D","Offset lithograph in colors, on Mitsubishi Art Post paper, the full sheet.","S. 26 3/4 x 26 3/4 in. (67.9 x 67.9 cm)","2026년 2월 10일","Phillips • New York","Editions & Works on Paper: Online Auction, including Made in L.A.: Property from the Collections of Master Printer Jean Milant and Cirrus Editions","Lot 301","US$1,032","US$500–US$1,000 (est)","/auction-result/7305568"
"타카시 무라카미","takashi-murakami","And then, and then and then and then and then; and And Then x 727 (Vermillion: Shu)","Two offset lithographs in colors, on smooth wove paper, the full sheets.","both S. 19 5/8 x 19 5/8 in. (49.8 x 49.8 cm)","2026년 2월 10일","Phillips • New York","Editions & Works on Paper: Online Auction, including Made in L.A.: Property from the Collections of Master Printer Jean Milant and Cirrus Editions","Lot 300","US$3,096","US$2,500–US$3,500 (est)","/auction-result/7305567"
"타카시 무라카미","takashi-murakami","And Then x 6 (White: The Superflat Method, Blue & Yellow Ears); and DOB in Pure White Robe (Navy & Vermilion)","Two offset lithographs in colors, on smooth wove paper, the full sheets.","both S. 19 5/8 x 19 5/8 in. (49.8 x 49.8 cm)","2026년 2월 10일","Phillips • New York","Editions & Works on Paper: Online Auction, including Made in L.A.: Property from the Collections of Master Printer Jean Milant and Cirrus Editions","Lot 299","US$2,064","US$2,500–US$3,500 (est)","/auction-result/7305566"
"타카시 무라카미","takashi-murakami","And then, and then and then and then and then; and And then, and then and then and then and then/Lemon Pepper","Two offset lithographs in colors, on smooth wove paper, the full sheets.","both S. 19 5/8 x 19 5/8 in. (49.8 x 49.8 cm)","2026년 2월 10일","Phillips • New York","Editions & Works on Paper: Online Auction, including Made in L.A.: Property from the Collections of Master Printer Jean Milant and Cirrus Editions","Lot 298","US$3,612","US$2,500–US$3,500 (est)","/auction-result/7305565"
"타카시 무라카미","takashi-murakami","Burying My Face In The Field of Flower; Beyond the Dimensions; and Multiverse, Flowers","Three offset lithographs in colors, on smooth wove paper, the full sheets.","all S. 27 7/8 in. (71 cm) diameter","2026년 2월 10일","Phillips • New York","Editions & Works on Paper: Online Auction, including Made in L.A.: Property from the Collections of Master Printer Jean Milant and Cirrus Editions","Lot 297","US$5,160","US$1,500–US$2,500 (est)","/auction-result/7305564"
"타카시 무라카미","takashi-murakami","Oval (Peter Norton Christmas Project 2000), 2000","Polychrome plastic multiple containing a mini CD.","10 1/4 x 7 1/4 x 7 1/4 in. (26 x 18.4 x 18.4 cm)","2026년 2월 10일","Phillips • New York","Editions & Works on Paper: Online Auction, including Made in L.A.: Property from the Collections of Master Printer Jean Milant and Cirrus Editions","Lot 296","US$968","US$1,500–US$2,500 (est)","/auction-result/7305563"
"타카시 무라카미","takashi-murakami","Black Flowers Round (TM/KK For BLM)","Screenprint with spray paint, on wove paper, the full sheet.","S. 27 1/2 x 27 1/2 in. (69.9 x 69.9 cm)","2026년 2월 7일","Phillips • New York","Editions & Works on Paper","Lot 56","US$3,096","US$1,500–US$2,500 (est)","/auction-result/7304597"
"타카시 무라카미","takashi-murakami","Puuuu","Archival pigment print and screenprint in colours with glitter varnish, on wove paper, with full margins.","I. 30.3 x 23.4 cm (11 7/8 x 9 1/4 in.) S. 42 x 42 cm (16 1/2 x 16 1/2 in.)","2026년 1월 29일","Phillips • London","Contemporary Editions: Online Auction","Lot 238","£2,193 • US$3,028","£1,000–£1,500 (est)","/auction-result/7304069"
"타카시 무라카미","takashi-murakami","Korpokkur in the Forest","Offset lithograph in colours, on smooth wove paper, the full sheet.","S. 76.8 x 92.4 cm (30 1/4 x 36 3/8 in.)","2026년 1월 29일","Phillips • London","Contemporary Editions: Online Auction","Lot 237","£3,354 • US$4,631","£2,000–£3,000 (est)","/auction-result/7304068"
"타카시 무라카미","takashi-murakami","Doraemon in My Memory","Offset lithograph in colours, on smooth wove paper, the full sheet.","S. 50.3 x 102 cm (19 3/4 x 40 1/8 in.)","2026년 1월 29일","Phillips • London","Contemporary Editions: Online Auction","Lot 236","£2,064 • US$2,850","£2,000–£3,000 (est)","/auction-result/7304067"
"타카시 무라카미","takashi-murakami","When I Close My Eyes, I See Shangri-la; Blue Flower & Skulls; This Merciless World; and Signal","Four offset lithographs in colours, on smooth wove paper, the full sheets.","three S. 68.9 x 53 cm (27 1/8 x 20 7/8 in.) one S. 68 x 68 cm (26 3/4 x 26 3/4 in.)","2026년 1월 29일","Phillips • London","Contemporary Editions: Online Auction","Lot 235","£2,451 • US$3,385","£2,000–£3,000 (est)","/auction-result/7304066"
"타카시 무라카미","takashi-murakami","Hey! You! Do You Feel What I Feel?; Space Show; Festival Flower Decoration; and Happy x A Trillion Times: Flower","Four offset lithographs in colours, on smooth wove paper, the full sheets.","three S. 71 cm (27 7/8 in.) diameter one S. 46 cm (18 1/8 in.) diameter","2026년 1월 29일","Phillips • London","Contemporary Editions: Online Auction","Lot 234","£3,870 • US$5,344","£2,000–£3,000 (est)","/auction-result/7304065"
"타카시 무라카미","takashi-murakami","Time Bokan: three prints; and Acupuncture Painting: two prints","Five offset lithographs in colours, on smooth wove paper, the full sheets.","Time Bokan all S. 50 x 50 cm (19 5/8 x 19 5/8 in.) Acupuncture Painting all S. 50.5 x 50 cm (19 7/8 x 19 5/8 in.)","2026년 1월 29일","Phillips • London","Contemporary Editions: Online Auction","Lot 233","£1,290 • US$1,781","£1,000–£1,500 (est)","/auction-result/7304064"
"타카시 무라카미","takashi-murakami","With Baby Flower","Screenprint in colours with cold-stamped gold and silver foil, on wove paper, with full margins.","I. 77.8 x 25 cm (30 5/8 x 9 7/8 in.) S. 89.7 x 37 cm (35 3/8 x 14 5/8 in.)","2026년 1월 24일","Phillips • London","Evening & Day Editions","Lot 163","£7,740 • US$10,561","£3,000–£5,000 (est)","/auction-result/7298936"
"타카시 무라카미","takashi-murakami","Stand Up","Screenprint in colours with cold-stamped gold and silver foil, on wove paper, with full margins.","I. 77.5 x 25 cm (30 1/2 x 9 7/8 in.) S. 89.7 x 37 cm (35 3/8 x 14 5/8 in.)","2026년 1월 24일","Phillips • London","Evening & Day Editions","Lot 162","£10,320 • US$14,082","£3,000–£5,000 (est)","/auction-result/7298935"
"타카시 무라카미","takashi-murakami","Dob Dob, 1996","vinyl chloride and helium","307.3 x 713.7 x 325.1 cm","2025년 12월 16일","Phillips","Modern & Contemporary Art: Online Auction, New York","Lot 23","US$77,400","US$20,000–US$30,000 (est)","/auction-result/7300493"
"타카시 무라카미","takashi-murakami","Murakami.Flower #2481 Super Zombie, 2022","acrylic on canvas","60.3 x 60.3 cm","2025년 12월 16일","Christie's","First Open | Post-War & Contemporary Art","Lot 17","US$40,640","US$60,000–US$80,000 (est)","/auction-result/7300342"
"타카시 무라카미","takashi-murakami","""Charge into the Center of Consciousness"", 1962","offset print in color with cold foil stamping and high-gloss varnish on lightweight cardboard","70.0 cm","2025년 12월 15일","Dorotheum","Modern and Contemporary Prints","Lot 30","€1,836 • US$2,155","","/auction-result/7299956"
"타카시 무라카미","takashi-murakami","Oval (Peter Norton Christmas Project 2000), 2000","Polychrome plastic, mini CD","26.7 x 18.4 x 18.4 cm. (10 1/2 x 7 1/4 x 7 1/4 in.)","2025년 12월 11일","Phillips • Hong Kong","Modern & Contemporary Art: Online Auction, Hong Kong","Lot 62","Bought In","HK$10,000–HK$20,000 (est)","/auction-result/7298148"
"타카시 무라카미","takashi-murakami","Ensō: Beyond the Universe of Total Darkness, 2016","acrylic on Kraft paper","work 84 x 70 cm. (33 1/8 x 27 1/2 in.) frame 89.2 x 74.5 cm. (35 1/8 x 29 3/8 in.)","2025년 12월 11일","Phillips • Hong Kong","Modern & Contemporary Art: Online Auction, Hong Kong","Lot 21","Bought In","HK$300,000–HK$500,000 (est)","/auction-result/7298107"
"타카시 무라카미","takashi-murakami","Doraemon: Thank You ; Mr. Fujiko F. Fujio and Doraemon are in the Field of Flowers; & Many Things Await Beyond Anywhere Door (Dokodemo Door), 2018","three offset lithographs","64.5 x 56.0 cm","2025년 12월 11일","Poly Auction","Modern and Contemporary","Lot 114","HK$24,000 • US$3,085","HK$20,000–HK$40,000 (est)","/auction-result/7299892"
"타카시 무라카미","takashi-murakami","Magician, 1996","acrylic on board","31.0 x 27.3 cm","2025년 11월 28일","Christie's","20th/21st Century Online","Lot 3","HK$508,000 • US$65,308","HK$300,000–HK$500,000 (est)","/auction-result/7296189"
"타카시 무라카미","takashi-murakami","Untitled (Mr. Dob - Yellow), 2020","FRP, urethane paint, stainless steel and wood","83.0 x 68.0 x 38.0 cm","2025년 11월 27일","Sotheby's","Modern & Contemporary Discoveries","Lot 1215","HK$330,200 • US$42,455","HK$260,000–HK$400,000 (est)","/auction-result/7299137"
"타카시 무라카미","takashi-murakami","Cherry","Screenprint in colours, on wove paper, with full margins.","I. 60 x 60 cm (23 5/8 x 23 5/8 in.) S. 63 x 63 cm (24 3/4 x 24 3/4 in.)","2025년 11월 25일","Phillips • Hong Kong","Editions","Lot 72","Bought In","HK$60,000–HK$80,000 (est)","/auction-result/7294188"
"타카시 무라카미","takashi-murakami","Flower Smile; Open Your Hands Wide, Embrance Happiness!; and Flowers in Heaven","Three offset lithographs in colours, on smooth wove paper, the full sheets.","Flower Smile S. 49.8 x 49.8 cm (19 5/8 x 19 5/8 in.) Open Your Hands Wide, Embrance Happiness!; and Flowers in Heaven S. 68 x 68 cm (26 3/4 x 26 3/4 in.)","2025년 11월 24일","Phillips • Hong Kong","Editions Online: No Reserve","Lot 160","HK$51,600 • US$6,631","HK$10,000–HK$15,000 (est)","/auction-result/7294254"
"타카시 무라카미","takashi-murakami","With Reverence, I Lay Myself Before You - Karin - Chrysanthemum; and Kansei (trade name of Rinpa-school Edo Painter Ogata Kōrin, literal meaning: ""Voice of the Mountain Stream"")","Two offset lithographs in colours, on smooth wove paper, the full sheets.","both S. 71 cm (27 7/8 in.) diam.","2025년 11월 24일","Phillips • Hong Kong","Editions Online: No Reserve","Lot 159","HK$9,675 • US$1,243","HK$8,000–HK$12,000 (est)","/auction-result/7294253"
"타카시 무라카미","takashi-murakami","Flower Ball (3D) Red Cliff; and Flower Ball (3D) Margaret","Two offset lithographs in colours, on smooth wove paper, the full sheets.","both S. 71 cm (27 7/8 in.) diam.","2025년 11월 24일","Phillips • Hong Kong","Editions Online: No Reserve","Lot 158","HK$28,380 • US$3,647","HK$8,000–HK$12,000 (est)","/auction-result/7294252"
"타카시 무라카미","takashi-murakami","And then x 6 White: The Superflat Method, Blue & Yellow Ears,; And then x 6 Marine Blue: The Superflat Method; And then x 6 Red; And then x 6 Vermilliom:The Superflat Method; And then x 727 Ultramarine: GUNJO","Five offset lithographs in colours, on smooth wove paper, the full sheets.","all S. 50 x 50 cm (19 5/8 x 19 5/8 in.)","2025년 11월 24일","Phillips • Hong Kong","Editions Online: No Reserve","Lot 157","HK$45,150 • US$5,802","HK$20,000–HK$30,000 (est)","/auction-result/7294251"
"타카시 무라카미","takashi-murakami","Cube; Cube 2; and Cosmos","Three offset lithographs in colours, on smooth wove paper, the full sheets.","all S. 60 x 60 cm (23 5/8 x 23 5/8 in.)","2025년 11월 24일","Phillips • Hong Kong","Editions Online: No Reserve","Lot 156","HK$12,255 • US$1,575","HK$10,000–HK$15,000 (est)","/auction-result/7294250"
"타카시 무라카미","takashi-murakami","!N-CHA!; DOB Totem Pole; and Jellyfish Eyes Cream","Three offset lithographs in colours, on smooth wove paper, the full sheets.","all S. 49.8 x 49.8 cm (19 5/8 x 19 5/8 in.)","2025년 11월 24일","Phillips • Hong Kong","Editions Online: No Reserve","Lot 155","HK$9,675 • US$1,243","HK$10,000–HK$15,000 (est)","/auction-result/7294249"
"타카시 무라카미","takashi-murakami","Superflat Colorful Monogram","Screenprint in colours, on wove paper, with full margins.","I. 20 x 7.4 cm (7 7/8 x 2 7/8 in.) S. 30 x 17.4 cm (11 3/4 x 6 7/8 in.)","2025년 11월 24일","Phillips • Hong Kong","Editions Online: No Reserve","Lot 154","HK$30,960 • US$3,978","HK$18,000–HK$28,000 (est)","/auction-result/7294248"
"타카시 무라카미","takashi-murakami","Longing for Zao Wou-Ki's Flower Paintings; and Homage to Basket of Flowers by Song Dynasty Artist Li Song","Two offset lithographs in colours, on smooth wove paper, the full sheets.","Zao Wou Ki's Longing for Flower Paintings: 65 x 54.4 cm (25 5/8 x 21 3/8 in.) Homage to Basket of Flowers by Song Dynaty Artist Li Song: 60 x 60 cm (23 5/8 x 23 5/8 in.)","2025년 11월 24일","Phillips • Hong Kong","Editions Online: No Reserve","Lot 153","HK$30,960 • US$3,978","HK$15,000–HK$20,000 (est)","/auction-result/7294247"
"타카시 무라카미","takashi-murakami","Miss Ko² (Project Ko²), 1997","fiberglass, iron, acrylic and oil paint","182.9 x 63.5 x 76.2 cm","2025년 11월 19일","Christie's","Live Auction 23484 21st Century Evening Sale Featuring Works from the Edlis | Neeson Collection","Lot 40 B","US$2,759,000","US$1,800,000–US$2,500,000 (est)","/auction-result/7293473"
"타카시 무라카미","takashi-murakami","Murakami.Flower #6006 Patch, 2022","acrylic on canvas","60.0 x 60.0 cm","2025년 11월 19일","Sotheby's","Contemporary Day Auction","Lot 612","US$63,500","US$60,000–US$80,000 (est)","/auction-result/7293359"
"타카시 무라카미","takashi-murakami","Untitled (DOB and Flower Drawing)","Black marker drawing, on wove paper book page from <em>The Octopus Eats It's Own Leg</em> exhibition catalogue for the Modern Art Museum of Fort Worth, Texas, with the artist's printed name in gold.","11 1/4 x 9 1/2 in. (28.6 x 24.1 cm)","2025년 10월 22일","Phillips • New York","Editions & Works on Paper","Lot 437","US$1,548","US$800–US$1,200 (est)","/auction-result/7289959"
"김종학","kim-chong-hak","Landscape of Mt. Seoraksan, 2004","acrylic on canvas","53.5 x 72.5 cm. (21 1/8 x 28 1/2 in.)","2025년 5월 27일","Phillips • Hong Kong","Modern & Contemporary Art: Evening & Day Sale","Lot 96","HK$241,300 • US$30,791","HK$120,000–HK$160,000 (est)","/auction-result/7264150"
"김종학","kim-chong-hak","MT. SEORAK IN WINTER, 2001","oil on canvas","91 × 116.5 cm","2017년 5월 28일","Christie's • Convention Hall","Asian Contemporary Art (Day Sale)","Lot 157","HK$587,500 • US$75,761","HK$450,000–HK$550,000 (est)","/auction-result/681"
"김종학","kim-chong-hak","Landscape, 1998","oil on canvas","43.51 x 51.99 cm","2016년 3월 16일","Seoul Auction • Seoul","139th Art Auction","Lot 72","KRW ₩22,000,000 • US$18,515","KRW ₩18,000,000–₩30,000,000 (est)","/auction-result/1994146"
"김종학","kim-chong-hak","Still life, 1998","acrylic on canvas","53.01 x 72.69 cm","2016년 3월 9일","K Auction • Seoul","Spring Auction","Lot 19","KRW ₩23,000,000 • US$18,991","KRW ₩25,000,000–₩50,000,000 (est)","/auction-result/1583310"
"김종학","kim-chong-hak","Summer landscape, 1997","acrylic on canvas","45.49 x 37.9 cm","2016년 3월 9일","K Auction • Seoul","Spring Auction","Lot 20","KRW ₩18,000,000 • US$14,862","KRW ₩18,000,000–₩30,000,000 (est)","/auction-result/1583309"
"김종학","kim-chong-hak","Lillies by the stream, 1992","oil on canvas","130.3 x 162.2 cm","2016년 3월 9일","K Auction • Seoul","Spring Auction","Lot 60","KRW ₩95,000,000 • US$78,441","KRW ₩90,000,000–₩200,000,000 (est)","/auction-result/1583308"
"김종학","kim-chong-hak","Landscape of Mt. Seorak","acrylic on wood tray","16.51 x 23.01 cm","2016년 3월 9일","K Auction • Seoul","Spring Auction","Lot 18","KRW ₩10,000,000 • US$8,256","KRW ₩9,000,000–₩18,000,000 (est)","/auction-result/1583307"
"김종학","kim-chong-hak","Landscape of Mt. Seorak, 1999","oil on canvas","89.99 x 208.51 cm","2016년 3월 9일","K Auction • Seoul","Spring Auction","Lot 61","KRW ₩150,000,000 • US$123,854","KRW ₩150,000,000–₩300,000,000 (est)","/auction-result/1583306"
"김종학","kim-chong-hak","Landscape of Mt. Seorak, 1992","acrylic on canvas","80.29 x 130.3 cm","2016년 3월 9일","K Auction • Seoul","Spring Auction","Lot 24","KRW ₩70,000,000 • US$57,798","KRW ₩70,000,000–₩180,000,000 (est)","/auction-result/1583305"
"김종학","kim-chong-hak","Landscape, 2009","acrylic on canvas","53.01 x 65.1 cm","2015년 12월 16일","Seoul Auction • Seoul","138th Modern and Contemporary Art Auction","Lot 191","Bought In","KRW ₩40,000,000–₩60,000,000 (est)","/auction-result/1657267"
"김종학","kim-chong-hak","Summer landscape","acrylic on wooden tray","19.99 x 29.01 cm","2015년 12월 15일","K Auction • Seoul","Winter Auction","Lot 15","KRW ₩11,500,000 • US$9,731","KRW ₩10,000,000–₩16,000,000 (est)","/auction-result/997033"
"김종학","kim-chong-hak","Landscape of Mt. Seorak","acrylic on canvas","97 x 130.3 cm","2015년 12월 15일","K Auction • Seoul","Winter Auction","Lot 74","KRW ₩70,000,000 • US$59,235","KRW ₩70,000,000–₩150,000,000 (est)","/auction-result/997032"
"김종학","kim-chong-hak","Flower festival","acrylic on canvas","37.9 x 45.49 cm","2015년 12월 15일","K Auction • Seoul","Winter Auction","Lot 17","KRW ₩21,000,000 • US$17,770","KRW ₩20,000,000–₩35,000,000 (est)","/auction-result/997031"
"김종학","kim-chong-hak","Summer landscape, 2003","oil on canvas","45.49 x 53.01 cm","2015년 12월 15일","K Auction • Seoul","Winter Auction","Lot 73","KRW ₩36,000,000 • US$30,463","KRW ₩23,000,000–₩40,000,000 (est)","/auction-result/997030"
"김종학","kim-chong-hak","Still life, 1998","acrylic on canvas","90.91 x 72.69 cm","2015년 10월 4일","K Auction • Hong Kong","Autumn Hong Kong Sale","Lot 54","HK$200,000 • US$25,806","HK$200,000–HK$400,000 (est)","/auction-result/3025372"
"김종학","kim-chong-hak","Winter Landscape","oil on canvas","89.41 x 145.49 cm","2015년 9월 16일","K Auction • Seoul","Autumn Sale","Lot 73","KRW ₩70,000,000 • US$59,536","KRW ₩70,000,000–₩160,000,000 (est)","/auction-result/1203210"
"김종학","kim-chong-hak","Four Seasons of Mt Seorak, 1995","oil on canvas","65.1 x 90.91 cm","2015년 9월 16일","K Auction • Seoul","Autumn Sale","Lot 76","Bought In","KRW ₩45,000,000–₩70,000,000 (est)","/auction-result/1203209"
"김종학","kim-chong-hak","Winter Landscape","oil on canvas","60.6 x 72.69 cm","2015년 9월 16일","K Auction • Seoul","Autumn Sale","Lot 30","Bought In","KRW ₩30,000,000–₩50,000,000 (est)","/auction-result/1203208"
"김종학","kim-chong-hak","Flowers and Bird, 2003","oil on wooden tray","21.01 x 21.01 cm","2015년 9월 16일","K Auction • Seoul","Autumn Sale","Lot 86","KRW ₩11,500,000 • US$9,781","KRW ₩10,000,000–₩15,000,000 (est)","/auction-result/1203207"
"김종학","kim-chong-hak","Landscape, 2004","oil on canvas","162.31 x 130 cm","2015년 9월 15일","Seoul Auction • Seoul","137th Modern and Contemporary Art Auction","Lot 138","KRW ₩300,000,000 • US$253,709","","/auction-result/1226071"
"김종학","kim-chong-hak","Cockscombs, 2005","oil on canvas","45.49 x 53.01 cm","2015년 9월 15일","Seoul Auction • Seoul","137th Modern and Contemporary Art Auction","Lot 118","KRW ₩25,000,000 • US$21,142","KRW ₩25,000,000–₩40,000,000 (est)","/auction-result/1226070"
"김종학","kim-chong-hak","Snowscape","oil on canvas","59.99 x 72.49 cm","2015년 9월 15일","Seoul Auction • Seoul","137th Modern and Contemporary Art Auction","Lot 186","Bought In","KRW ₩30,000,000–₩50,000,000 (est)","/auction-result/1226073"
"김종학","kim-chong-hak","Flowers and Birds, 2004","oil on canvas","38 x 45.49 cm","2015년 9월 15일","Seoul Auction • Seoul","137th Modern and Contemporary Art Auction","Lot 117","Bought In","KRW ₩22,000,000–₩40,000,000 (est)","/auction-result/1226072"
"김종학","kim-chong-hak","Landscape of Mt. Seorak, 1992","acrylic on canvas","72.69 x 116.79 cm","2015년 7월 14일","K Auction • Seoul","Summer Sale","Lot 56","KRW ₩82,000,000 • US$71,946","KRW ₩80,000,000–₩120,000,000 (est)","/auction-result/957493"
"김종학","kim-chong-hak","Hedychium Coronarium, 2001","acrylic on wooden tray","76.99 x 35.99 cm","2015년 7월 14일","K Auction • Seoul","Summer Sale","Lot 96","KRW ₩25,000,000 • US$21,934","KRW ₩25,000,000–₩50,000,000 (est)","/auction-result/957492"
"김종학","kim-chong-hak","Winter Landscape","oil on canvas","72.69 x 90.91 cm","2015년 7월 14일","K Auction • Seoul","Summer Sale","Lot 81","KRW ₩35,000,000 • US$30,708","KRW ₩35,000,000–₩60,000,000 (est)","/auction-result/957491"
"김종학","kim-chong-hak","Landscape","oil on canvas","107.01 x 576.5 cm","2015년 6월 16일","Seoul Auction • Seoul","136th Modern and Contemporary Art Auction","Lot 41","KRW ₩200,000,000 • US$178,871","KRW ₩300,000,000–₩400,000,000 (est)","/auction-result/2040958"
"김종학","kim-chong-hak","Landscape, 2005","acrylic on canvas","81 x 100 cm","2015년 6월 16일","Seoul Auction • Seoul","136th Modern and Contemporary Art Auction","Lot 38","KRW ₩85,000,000 • US$76,020","KRW ₩75,000,000–₩100,000,000 (est)","/auction-result/2040957"
"김종학","kim-chong-hak","Flowers and Birds","acrylic on wooden tray","28.5 x 32.99 x 5.51 cm","2015년 6월 16일","Seoul Auction • Seoul","136th Modern and Contemporary Art Auction","Lot 11","KRW ₩14,000,000 • US$12,521","KRW ₩10,000,000–₩15,000,000 (est)","/auction-result/2040956"
"김종학","kim-chong-hak","Landscape, 2003","acrylic on canvas","89.99 x 130 cm","2015년 6월 16일","Seoul Auction • Seoul","136th Modern and Contemporary Art Auction","Lot 40","KRW ₩90,000,000 • US$80,492","KRW ₩80,000,000–₩120,000,000 (est)","/auction-result/2040955"
"김종학","kim-chong-hak","Landscape, 2005","acrylic on canvas","81 x 100 cm","2015년 6월 16일","Seoul Auction • Seoul","136th Modern and Contemporary Art Auction","Lot 37","Bought In","KRW ₩75,000,000–₩100,000,000 (est)","/auction-result/2040954"
"김종학","kim-chong-hak","Mt. Seorak in Winter, 2001","oil on canvas","110.01 x 289 cm","2015년 6월 16일","Seoul Auction • Seoul","136th Modern and Contemporary Art Auction","Lot 39","Bought In","KRW ₩200,000,000–₩300,000,000 (est)","/auction-result/2040953"
"김종학","kim-chong-hak","Mt. Seorak in Summer, 2003","acrylic on canvas","60.6 x 72.21 cm","2015년 3월 10일","K Auction • Seoul","Spring Sale","Lot 50","US$34,200","US$35,000–US$64,500 (est)","/auction-result/1374030"
"김종학","kim-chong-hak","Full Bloom, 1998","acrylic on canvas","130.3 x 162.2 cm","2015년 3월 10일","K Auction • Seoul","Spring Sale","Lot 42","US$90,100","US$92,100–US$165,800 (est)","/auction-result/1374031"
"김종학","kim-chong-hak","Mt. Seorak in Autumn","oil on canvas","45.49 x 53.01 cm","2015년 3월 10일","K Auction • Seoul","Spring Sale","Lot 51","Bought In","US$18,400–US$36,800 (est)","/auction-result/1374029"
"김종학","kim-chong-hak","Full Bloom, 2003","acrylic on canvas","45.49 x 53.01 cm","2015년 3월 10일","K Auction • Seoul","Spring Sale","Lot 18","US$23,400","US$22,100–US$36,800 (est)","/auction-result/1374032"
