_track6_row_id,artist_key,artist_name_ko,artist_name_ko_orig,medium_category,support_category,has_depth,is_3d_candidate,is_high_price_candidate,is_extreme_aspect_ratio,price_krw,ln_price_krw
20698,junesuk park,박준석,박준에석,mixed_media,canvas,True,False,False,False,2359800.0,14.674087427647956
20699,lee woohyun,이우현,이우현,oil,canvas,True,False,False,False,1152796.0,13.9577008538488
20700,yoojin kim,김유진,김유진,mixed_media,paper,True,False,False,False,1269600.0,14.054212448194336
20701,joong hyun park,박중현,박중현,oil,canvas,True,False,False,False,2160845.0,14.586009906863833
20702,chaeyoung noh,노채영,노채영,acrylic,canvas,True,False,False,False,807300.0,13.601450625383109
20703,joong hyun park,박중현,박중현,oil,canvas,True,False,False,False,2162018.0,14.586552602771055
20704,junghee park,박정희,박정희,other,fabric,True,False,False,False,966000.0,13.780919113194654
20705,junghee park,박정희,박정희,other,fabric,True,False,False,False,2801400.0,14.845629850187084
20706,junghee park,박정희,박정희,other,fabric,True,False,False,False,1090200.0,13.901871723612318
20707,junghee park,박정희,박정희,other,fabric,True,False,False,False,1090200.0,13.901871723612318
20708,soojin kim,진수 김,진수 김,other,fabric,True,False,False,False,731400.0,13.502715784697418
20709,soojin kim,진수 김,진수 김,other,fabric,True,False,False,False,855600.0,13.659558256190389
20710,soojin kim,진수 김,진수 김,other,fabric,True,False,False,False,855600.0,13.659558256190389
20719,joong hyun park,박중현,박중현,oil,canvas,True,False,False,False,2144050.0,14.578207121796424
20720,eunmee kim,김은미,김은미,mixed_media,paper,True,False,False,False,5685600.0,15.553447220494824
20721,eunmee kim,김은미,김은미,gouache,unknown,True,False,False,False,5685600.0,15.553447220494824
20723,choin lim,임최느,임최느,mixed_media,paper,True,False,False,False,848700.0,13.651461045957769
20724,eunmee kim,김은미,김은미,gouache,unknown,True,False,False,False,5685600.0,15.553447220494824
20725,eunmee kim,김은미,김은미,gouache,unknown,True,False,False,False,5685600.0,15.553447220494824
20726,eunmee kim,김은미,김은미,mixed_media,unknown,True,False,False,False,5685600.0,15.553447220494824
20727,eunmee kim,김은미,김은미,mixed_media,unknown,True,False,False,False,5685600.0,15.553447220494824
20728,eunmee kim,김은미,김은미,mixed_media,unknown,True,False,False,False,5685600.0,15.553447220494824
20729,eunmee kim,김은미,김은미,mixed_media,unknown,True,False,False,False,5685600.0,15.553447220494824
20730,eunmee kim,김은미,김은미,gouache,unknown,True,False,False,False,5685600.0,15.553447220494824
20731,eunmee kim,김은미,김은미,mixed_media,unknown,True,False,False,False,5685600.0,15.553447220494824
20732,eunmee kim,김은미,김은미,gouache,unknown,True,False,False,False,4305600.0,15.275427058954778
20733,eunmee kim,김은미,김은미,gouache,unknown,True,False,False,False,4305600.0,15.275427058954778
20734,eunmee kim,김은미,김은미,mixed_media,unknown,True,False,False,False,4305600.0,15.275427058954778
20735,kim chae yun,김채윤,김채윤,acrylic,paper,True,False,False,False,2591640.0,14.76780143791946
20736,joong hyun park,박중현,박중현,oil,canvas,True,False,False,False,4802234.0,15.384591784272043
20737,taehwa park,박태화,박태화,acrylic,canvas,True,False,False,False,3915060.0,15.1803412129601
20738,taehwa park,박태화,박태화,acrylic,canvas,True,False,False,False,4305600.0,15.275427058954778
20740,taedong lee,이태동,이태동,oil,canvas,True,False,False,False,9108000.0,16.024663706165768
20741,taedong lee,이태동,이태동,mixed_media,canvas,True,False,False,False,6210000.0,15.64167145390966
20742,byung taek jeon,전병택,전병택,oil,canvas,True,False,False,False,1407600.0,14.157396684429568
20743,taedong lee,이태동,이태동,mixed_media,canvas,True,False,False,False,6265200.0,15.650521069186643
20744,taedong lee,이태동,이태동,mixed_media,canvas,True,False,False,False,11081400.0,16.22077858509206
20745,matthew anderson,매튜 앤더슨,매튜안데르선,oil,panel,True,False,False,False,5892600.0,15.58920788437392
20747,matthew anderson,매튜 앤더슨,매튜안데르선,oil,canvas,True,False,False,False,5892600.0,15.58920788437392
20748,youngjin jun,전영진,전영진,acrylic,canvas,True,False,False,False,6237600.0,15.646106050977528
