route,comparison,n,artist_count,warm_lite_MdAPE,warm_lite_MAPE,warm_lite_p95_APE,cold_MdAPE,cold_MAPE,cold_p95_APE,delta_MdAPE_vs_cold,delta_MAPE_vs_cold,delta_p95_APE_vs_cold,artist_match_rate
Warm-lite 1~4 history,Warm-lite vs Cold serving on real low-history leave-one-out,1947,649,0.10922741828756097,0.2865659850733977,0.876469747139246,0.5429312209304961,0.9945848967838401,2.5358199618638873,-0.43370380264293507,-0.7080189117104424,-1.6593502147246413,1.0
