split,_track6_row_id,artist_key,price_krw,ln_price_krw,width_cm,height_cm,depth_cm,area_cm2,log_area,aspect_ratio,has_depth,is_3d_candidate,medium_category,support_category,size_bucket,medium_support_bucket
train,113,eun hye seo,241500.0,12.394624752074764,12.0,12.0,0.7,144.0,4.969813299576001,1.0,True,False,mixed_media,canvas,q1,mixed_media__canvas
train,117,hee ra kim,13731000.0,16.435166608303888,182.1,116.8,1.8,21269.28,9.965019057127687,1.5590753424657535,True,False,mixed_media,linen,q5,mixed_media__linen
train,118,zeyah ren,1918200.0,14.466897804275987,50.0,50.0,2.7,2500.0,7.824046010856292,1.0,True,False,oil,linen,q3,oil__linen
train,119,zeyah ren,1483500.0,14.209914718713014,50.0,50.0,2.7,2500.0,7.824046010856292,1.0,True,False,oil,linen,q3,oil__linen
train,121,eun hye seo,3808800.0,15.152824736862446,65.0,91.0,4.0,5915.0,8.685246776412487,1.4,True,False,mixed_media,canvas,q4,mixed_media__canvas
train,122,zeyah ren,1048800.0,13.863157211431629,50.0,50.0,2.7,2500.0,7.824046010856292,1.0,True,False,oil,linen,q3,oil__linen
train,123,eun hye seo,732780.0,13.50460079939319,27.5,41.0,2.0,1127.5,7.027758071376834,1.490909090909091,True,False,mixed_media,canvas,q1,mixed_media__canvas
train,124,e eun seo,3307860.0,15.011812012585636,232.0,58.0,3.5,13456.0,9.507180382212727,4.0,True,False,mixed_media,canvas,q5,mixed_media__canvas
train,125,eun hye seo,6513600.0,15.689402856730853,80.3,116.8,4.0,9379.04,9.146232691346842,1.4545454545454546,True,False,mixed_media,canvas,q4,mixed_media__canvas
train,128,nahwoe park,1522140.0,14.235627797404751,100.0,65.0,3.0,6500.0,8.779557455883728,1.5384615384615383,True,False,ink,linen,q4,ink__linen
train,129,hanji park,676200.0,13.424244169255925,25.8,17.9,3.0,461.82,6.135175204774281,1.4413407821229052,True,False,acrylic,canvas,q1,acrylic__canvas
train,130,jiwon jang,9611700.0,16.078491664365156,130.3,130.3,3.5,16978.090000000004,9.7396789682616,1.0,True,False,acrylic,linen,q5,acrylic__linen
train,132,jiwon jang,3760500.0,15.140062485248595,72.7,90.9,2.5,6608.43,8.796101385722906,1.250343878954608,True,False,acrylic,linen,q4,acrylic__linen
train,133,mu ri,2477100.0,14.72259907907363,61.0,73.7,5.1,4495.7,8.410876663368603,1.2081967213114757,True,False,oil,linen,q4,oil__linen
train,134,tina kobets,2628900.0,14.782076065712053,43.0,54.0,2.0,2322.0,7.7501841622578365,1.255813953488372,True,False,mixed_media,canvas,q2,mixed_media__canvas
train,135,jiwon jang,9611700.0,16.078491664365156,130.3,130.3,3.5,16978.090000000004,9.7396789682616,1.0,True,False,acrylic,linen,q5,acrylic__linen
train,136,eun hye seo,4015800.0,15.205747138316788,73.0,73.0,2.0,5329.0,8.580918882296782,1.0,True,False,mixed_media,canvas,q4,mixed_media__canvas
train,137,ro un lee,331200.0,12.71047770149324,40.0,40.0,1.5,1600.0,7.377758908227872,1.0,True,False,mixed_media,canvas,q2,mixed_media__canvas
train,138,jane nee,7438200.0,15.822139442054294,162.0,130.0,0.1,21060.0,9.955130785687968,1.2461538461538462,True,False,oil,canvas,q5,oil__canvas
train,139,elle rosenfeld,2524020.0,14.741363426542115,46.0,53.1,1.5,2442.6,7.800818324736988,1.1543478260869566,True,False,acrylic,canvas,q3,acrylic__canvas
train,140,nahwoe park,892860.0,13.702185072652153,40.9,32.0,3.0,1308.8,7.176865965848482,1.278125,True,False,ink,linen,q2,ink__linen
train,141,nahwoe park,1193700.0,13.992568285083127,53.1,45.0,3.0,2389.5,7.7788394180182125,1.18,True,False,oil,linen,q2,oil__linen
train,142,e eun seo,412620.0,12.930282351541935,45.5,38.0,2.5,1729.0,7.455298485683291,1.1973684210526316,True,False,mixed_media,canvas,q2,mixed_media__canvas
train,143,nahwoe park,950820.0,13.76508004916491,32.0,41.0,3.0,1312.0,7.179307969504034,1.28125,True,False,ink,linen,q2,ink__linen
train,144,nahwoe park,3443100.0,15.05188278633687,130.0,162.1,3.0,21073.0,9.955747879197212,1.2469230769230768,True,False,ink,linen,q5,ink__linen
train,145,nahwoe park,848700.0,13.651461045957769,32.0,40.9,3.0,1308.8,7.176865965848482,1.278125,True,False,ink,linen,q2,ink__linen
train,146,ro un lee,284280.0,12.557714946940832,45.5,37.8,1.5,1719.9,7.450021428582446,1.2037037037037035,True,False,mixed_media,canvas,q2,mixed_media__canvas
train,147,e eun seo,2561280.0,14.756017691497396,116.8,91.0,3.5,10628.8,9.271322576910975,1.2835164835164834,True,False,mixed_media,canvas,q5,mixed_media__canvas
train,148,jong pyo kim,3436200.0,15.049876767610003,52.5,46.0,4.0,2415.0,7.789454566086673,1.141304347826087,True,False,acrylic,linen,q3,acrylic__linen
train,149,jiwon jang,3760500.0,15.140062485248595,72.7,90.9,2.5,6608.43,8.796101385722906,1.250343878954608,True,False,acrylic,linen,q4,acrylic__linen
train,150,jiwon jang,9611700.0,16.078491664365156,130.3,130.3,3.5,16978.090000000004,9.7396789682616,1.0,True,False,acrylic,linen,q5,acrylic__linen
train,152,kim byungkwan,1904400.0,14.4596775563025,40.9,53.0,2.0,2167.7,7.681421976600878,1.2958435207823962,True,False,oil,linen,q2,oil__linen
train,153,e eun seo,586500.0,13.281927947075667,33.4,53.0,1.5,1770.1999999999998,7.478847813534776,1.5868263473053892,True,False,mixed_media,canvas,q2,mixed_media__canvas
train,154,e eun seo,1796760.0,14.401495600919764,60.6,72.7,5.0,4405.62,8.390636277614743,1.1996699669966997,True,False,mixed_media,canvas,q3,mixed_media__canvas
train,155,eun hye seo,4830000.0,15.390357025628756,145.5,112.1,4.0,16310.55,9.69956741668966,1.2979482604817127,True,False,mixed_media,canvas,q5,mixed_media__canvas
train,156,e eun seo,1927860.0,14.471921137408213,72.7,90.9,2.5,6608.43,8.796101385722906,1.250343878954608,True,False,mixed_media,canvas,q4,mixed_media__canvas
train,157,jiwon jang,3760500.0,15.140062485248595,72.7,90.9,2.5,6608.43,8.796101385722906,1.250343878954608,True,False,acrylic,linen,q4,acrylic__linen
train,158,e eun seo,4124820.0,15.232532940435188,112.1,145.5,4.0,16310.55,9.69956741668966,1.2979482604817127,True,False,mixed_media,canvas,q5,mixed_media__canvas
train,159,jieun kim,2842800.0,14.860300039934875,56.0,55.0,4.0,3080.0,8.03268487596762,1.018181818181818,True,False,ink,linen,q3,ink__linen
train,160,jiwon jang,9611700.0,16.078491664365156,130.3,130.3,3.5,16978.090000000004,9.7396789682616,1.0,True,False,acrylic,linen,q5,acrylic__linen
train,161,e eun seo,2760000.0,14.830741237693331,73.0,116.8,3.0,8526.4,9.050922511542518,1.6,True,False,mixed_media,canvas,q4,mixed_media__canvas
train,162,hyesoo han,716220.0,13.481742661317138,22.0,22.0,3.0,484.0,6.182084906716632,1.0,True,False,other,linen,q1,other__linen
train,163,jiwon jang,3760500.0,15.140062485248595,72.7,90.9,2.5,6608.43,8.796101385722906,1.250343878954608,True,False,acrylic,linen,q4,acrylic__linen
train,176,e eun seo,600300.0,13.305184809239934,30.0,30.0,5.0,900.0,6.802394763324311,1.0,True,False,mixed_media,canvas,q1,mixed_media__canvas
train,177,e eun seo,1726380.0,14.36153728861816,73.0,53.0,2.0,3869.0,8.260751354700513,1.3773584905660377,True,False,mixed_media,canvas,q3,mixed_media__canvas
train,178,jong pyo kim,13399800.0,16.41075033943662,99.8,69.2,4.0,6906.16,8.840169045941042,1.4421965317919074,True,False,acrylic,linen,q4,acrylic__linen
train,180,jihae lee,3898500.0,15.176102421731793,90.9,65.2,1.0,5926.68,8.687219470116041,1.3941717791411044,True,False,mixed_media,linen,q4,mixed_media__linen
train,181,jiwon jang,14779800.0,16.508771941593047,150.0,180.0,3.5,27000.0,10.203592144986466,1.2,True,False,acrylic,linen,q5,acrylic__linen
train,182,eun hye seo,2293560.0,14.645615753566643,72.7,53.0,1.7,3853.1,8.256633298091595,1.3716981132075472,True,False,mixed_media,canvas,q3,mixed_media__canvas
train,183,eun hye seo,2882820.0,14.874279539707816,90.9,65.1,2.0,5917.59,8.685684550397957,1.3963133640552998,True,False,mixed_media,canvas,q4,mixed_media__canvas
train,184,eun hye seo,10833000.0,16.198107588927705,130.3,162.2,3.0,21134.66,9.958669625812112,1.244819646968534,True,False,mixed_media,canvas,q5,mixed_media__canvas
train,185,eun hye seo,858360.0,13.66277887089043,40.0,52.5,4.0,2100.0,7.649692623711514,1.3125,True,False,mixed_media,canvas,q2,mixed_media__canvas
train,186,e eun seo,313260.0,12.654788795632651,27.5,22.0,1.7,605.0,6.405228458030842,1.25,True,False,mixed_media,canvas,q1,mixed_media__canvas
train,187,e eun seo,1773300.0,14.38835277548057,120.0,25.0,3.0,3000.0,8.006367567650246,4.8,True,False,mixed_media,canvas,q3,mixed_media__canvas
train,188,e eun seo,572700.0,13.258117298381949,24.1,33.3,2.5,802.53,6.687769237483008,1.3817427385892114,True,False,mixed_media,canvas,q1,mixed_media__canvas
train,189,eun hye seo,1410360.0,14.1593555489149,53.0,41.0,2.0,2173.0,7.683863980256429,1.2926829268292683,True,False,mixed_media,canvas,q2,mixed_media__canvas
train,190,e eun seo,1945800.0,14.481183761523464,60.6,72.7,2.5,4405.62,8.390636277614743,1.1996699669966997,True,False,mixed_media,canvas,q3,mixed_media__canvas
train,191,e eun seo,1725000.0,14.360737608447597,90.9,65.1,3.0,5917.59,8.685684550397957,1.3963133640552998,True,False,mixed_media,canvas,q4,mixed_media__canvas
train,192,e eun seo,489900.0,13.101956567626669,40.9,31.8,2.0,1300.62,7.170596352834887,1.2861635220125784,True,False,mixed_media,canvas,q2,mixed_media__canvas
train,194,eun hye seo,1137120.0,13.94400930806072,45.5,53.0,2.0,2411.5,7.788004239509027,1.164835164835165,True,False,mixed_media,canvas,q2,mixed_media__canvas
train,195,jihea yang,1269600.0,14.054212448194336,31.7,31.7,1.8,1004.89,6.91263336176647,1.0,True,False,oil,linen,q1,oil__linen
train,196,hee ra kim,14862600.0,16.514358548301686,90.9,116.8,0.3,10617.12,9.27022307157756,1.2849284928492848,True,False,ink,linen,q5,ink__linen
train,197,sungmin jo,3643200.0,15.108372974291612,53.5,45.5,3.0,2434.25,7.797393979858866,1.175824175824176,True,False,oil,linen,q3,oil__linen
train,199,gwondo back,3332700.0,15.019293344237925,60.5,72.6,1.8,4392.299999999999,8.387608286867547,1.2,True,False,oil,linen,q3,oil__linen
train,201,eun hye seo,414000.0,12.933621252807452,25.8,18.0,3.3,464.4,6.140746249823736,1.4333333333333331,True,False,mixed_media,canvas,q1,mixed_media__canvas
train,203,eun hye seo,5518620.0,15.52363838699807,116.8,72.5,3.5,8468.0,9.044049632254756,1.6110344827586207,True,False,mixed_media,canvas,q4,mixed_media__canvas
train,204,e eun seo,964620.0,13.77948952038506,53.0,72.7,2.0,3853.1,8.256633298091595,1.3716981132075472,True,False,mixed_media,canvas,q3,mixed_media__canvas
train,205,jiwon jang,3760500.0,15.140062485248595,72.7,90.9,2.0,6608.43,8.796101385722906,1.250343878954608,True,False,acrylic,linen,q4,acrylic__linen
train,206,eun hye seo,10833000.0,16.198107588927705,130.3,162.2,3.0,21134.66,9.958669625812112,1.244819646968534,True,False,mixed_media,canvas,q5,mixed_media__canvas
train,208,eun hye seo,1150920.0,13.956072180509995,60.0,30.0,2.0,1800.0,7.495541943884256,2.0,True,False,mixed_media,canvas,q2,mixed_media__canvas
train,209,ro un lee,255300.0,12.450194603229574,23.9,32.8,1.5,783.9199999999998,6.6643069743275625,1.3723849372384938,True,False,mixed_media,canvas,q1,mixed_media__canvas
train,210,eun hye seo,1730520.0,14.363932499344116,90.0,30.0,3.5,2700.0,7.90100705199242,3.0,True,False,mixed_media,canvas,q3,mixed_media__canvas
train,211,hyunju kim,993600.0,13.809089990161352,24.2,33.4,2.0,808.28,6.694908533145296,1.3801652892561984,True,False,oil,canvas,q1,oil__canvas
train,212,e eun seo,3241620.0,14.991583762810164,100.0,75.0,4.0,7500.0,8.922658299524402,1.3333333333333333,True,False,mixed_media,canvas,q4,mixed_media__canvas
train,213,e eun seo,502320.0,13.126992645787992,34.8,27.3,1.7,950.04,6.8565040889713424,1.2747252747252746,True,False,mixed_media,canvas,q1,mixed_media__canvas
train,214,eun hye seo,5762880.0,15.566947907713724,150.0,50.0,2.2,7500.0,8.922658299524402,3.0,True,False,mixed_media,canvas,q4,mixed_media__canvas
train,215,ro un lee,345000.0,12.751299696013495,53.0,41.0,2.0,2173.0,7.683863980256429,1.2926829268292683,True,False,mixed_media,canvas,q2,mixed_media__canvas
