artist_key,width_cm,height_cm,depth_cm,area_cm2,log_area,aspect_ratio,has_depth,is_3d_candidate,medium_category,support_category,medium_support_bucket,artist_works_log,is_extreme_aspect_ratio,is_training_candidate,_track6_row_id,artist_works_count_train
ko byung jun,15.75,21.84,2.29,343.98,5.840583516148347,1.3866666666666667,True,False,mixed_media,paper,mixed_media__paper,5.840641657373398,False,True,15015,343
ko byung jun,15.75,21.84,2.29,343.98,5.840583516148347,1.3866666666666667,True,False,mixed_media,paper,mixed_media__paper,5.840641657373398,False,True,15016,343
ko byung jun,15.75,21.84,2.29,343.98,5.840583516148347,1.3866666666666667,True,False,mixed_media,paper,mixed_media__paper,5.840641657373398,False,True,15019,343
hunjung kim,26.67,34.29,1.78,914.5143,6.818393104668752,1.2857142857142856,True,False,oil,canvas,oil__canvas,4.844187086458591,False,True,15024,126
ko byung jun,15.75,21.84,2.29,343.98,5.840583516148347,1.3866666666666667,True,False,mixed_media,paper,mixed_media__paper,5.840641657373398,False,True,15025,343
ko byung jun,15.75,21.84,2.29,343.98,5.840583516148347,1.3866666666666667,True,False,mixed_media,paper,mixed_media__paper,5.840641657373398,False,True,15026,343
ko byung jun,15.75,21.84,2.29,343.98,5.840583516148347,1.3866666666666667,True,False,mixed_media,paper,mixed_media__paper,5.840641657373398,False,True,15027,343
sanghee ahn,72.64,60.2,2.03,4372.928,8.383188086607813,1.2066445182724252,True,False,acrylic,canvas,acrylic__canvas,5.25227342804663,False,True,15028,190
ko byung jun,15.75,21.84,2.29,343.98,5.840583516148347,1.3866666666666667,True,False,mixed_media,paper,mixed_media__paper,5.840641657373398,False,True,15029,343
ko byung jun,15.75,21.84,2.29,343.98,5.840583516148347,1.3866666666666667,True,False,mixed_media,paper,mixed_media__paper,5.840641657373398,False,True,15030,343
ko byung jun,15.75,21.84,2.29,343.98,5.840583516148347,1.3866666666666667,True,False,mixed_media,paper,mixed_media__paper,5.840641657373398,False,True,15031,343
kim byungkwan,91.0,116.8,3.0,10628.8,9.271322576910975,1.2835164835164834,True,False,acrylic,canvas,acrylic__canvas,4.919980925828125,False,True,15032,136
ko byung jun,15.75,21.84,2.29,343.98,5.840583516148347,1.3866666666666667,True,False,mixed_media,paper,mixed_media__paper,5.840641657373398,False,True,15033,343
yerin yu,162.81,135.89,0.25,22124.2509,10.00442961167583,1.1981014055486057,True,False,ink,paper,ink__paper,1.0986122886681098,False,True,15034,2
ko byung jun,12.45,17.27,0.25,215.0115,5.3706915150693035,1.38714859437751,True,False,mixed_media,paper,mixed_media__paper,5.840641657373398,False,True,15035,343
ko byung jun,15.75,21.84,2.29,343.98,5.840583516148347,1.3866666666666667,True,False,mixed_media,paper,mixed_media__paper,5.840641657373398,False,True,15036,343
ko byung jun,12.45,17.27,0.25,215.0115,5.3706915150693035,1.38714859437751,True,False,mixed_media,paper,mixed_media__paper,5.840641657373398,False,True,15037,343
ko byung jun,12.45,16.26,0.25,202.437,5.310428727030382,1.3060240963855425,True,False,mixed_media,paper,mixed_media__paper,5.840641657373398,False,True,15038,343
ko byung jun,15.75,21.84,2.29,343.98,5.840583516148347,1.3866666666666667,True,False,mixed_media,paper,mixed_media__paper,5.840641657373398,False,True,15039,343
ko byung jun,15.75,21.84,2.29,343.98,5.840583516148347,1.3866666666666667,True,False,mixed_media,paper,mixed_media__paper,5.840641657373398,False,True,15041,343
ko byung jun,15.75,21.84,2.29,343.98,5.840583516148347,1.3866666666666667,True,False,mixed_media,paper,mixed_media__paper,5.840641657373398,False,True,15042,343
seunghwan kim,20.0,25.0,0.5,500.0,6.214608098422191,1.25,True,False,mixed_media,panel,mixed_media__panel,4.919980925828125,False,True,15043,136
woojung son,20.0,20.0,5.0,400.0,5.991464547107982,1.0,True,False,mixed_media,canvas,mixed_media__canvas,4.219507705176107,False,True,15044,67
ko byung jun,15.75,21.84,2.29,343.98,5.840583516148347,1.3866666666666667,True,False,mixed_media,paper,mixed_media__paper,5.840641657373398,False,True,15045,343
woojung son,20.0,20.0,5.0,400.0,5.991464547107982,1.0,True,False,mixed_media,canvas,mixed_media__canvas,4.219507705176107,False,True,15046,67
ko byung jun,15.75,21.84,2.29,343.98,5.840583516148347,1.3866666666666667,True,False,mixed_media,paper,mixed_media__paper,5.840641657373398,False,True,15047,343
ko byung jun,15.75,21.84,2.29,343.98,5.840583516148347,1.3866666666666667,True,False,mixed_media,paper,mixed_media__paper,5.840641657373398,False,True,15048,343
woojung son,45.5,45.5,2.5,2070.25,7.63542465191381,1.0,True,False,mixed_media,canvas,mixed_media__canvas,4.219507705176107,False,True,15050,67
ko byung jun,15.75,21.84,2.29,343.98,5.840583516148347,1.3866666666666667,True,False,mixed_media,paper,mixed_media__paper,5.840641657373398,False,True,15051,343
cheolhee lim,60.6,72.8,2.0,4411.68,8.39201084827791,1.2013201320132012,True,False,mixed_media,canvas,mixed_media__canvas,5.605802066295998,False,True,15052,271
ko byung jun,15.75,21.84,2.29,343.98,5.840583516148347,1.3866666666666667,True,False,mixed_media,paper,mixed_media__paper,5.840641657373398,False,True,15053,343
ko byung jun,15.75,21.84,2.29,343.98,5.840583516148347,1.3866666666666667,True,False,mixed_media,paper,mixed_media__paper,5.840641657373398,False,True,15054,343
ko byung jun,15.75,21.84,2.29,343.98,5.840583516148347,1.3866666666666667,True,False,mixed_media,paper,mixed_media__paper,5.840641657373398,False,True,15055,343
kim byungkwan,40.9,53.0,2.0,2167.7,7.681421976600878,1.2958435207823962,True,False,acrylic,canvas,acrylic__canvas,4.919980925828125,False,True,15056,136
kim byungkwan,40.9,53.0,2.0,2167.7,7.681421976600878,1.2958435207823962,True,False,acrylic,canvas,acrylic__canvas,4.919980925828125,False,True,15057,136
ko byung jun,15.75,21.84,2.29,343.98,5.840583516148347,1.3866666666666667,True,False,mixed_media,paper,mixed_media__paper,5.840641657373398,False,True,15058,343
ko byung jun,15.75,21.84,2.29,343.98,5.840583516148347,1.3866666666666667,True,False,mixed_media,paper,mixed_media__paper,5.840641657373398,False,True,15059,343
ko byung jun,15.75,21.84,2.29,343.98,5.840583516148347,1.3866666666666667,True,False,mixed_media,paper,mixed_media__paper,5.840641657373398,False,True,15060,343
ko byung jun,15.75,21.84,2.29,343.98,5.840583516148347,1.3866666666666667,True,False,mixed_media,paper,mixed_media__paper,5.840641657373398,False,True,15061,343
ko byung jun,15.75,21.84,2.29,343.98,5.840583516148347,1.3866666666666667,True,False,mixed_media,paper,mixed_media__paper,5.840641657373398,False,True,15062,343
cheolhee lim,45.0,53.5,2.0,2407.5,7.786344143672281,1.1888888888888889,True,False,oil,canvas,oil__canvas,5.605802066295998,False,True,15063,271
taeil kim,45.21,52.83,2.03,2388.4443,7.778397512482738,1.1685467816854678,True,False,oil,canvas,oil__canvas,5.288267030694535,False,True,15065,197
haegeun seo,90.9,70.0,3.0,6363.0,8.758255243232792,1.2985714285714287,True,False,mixed_media,canvas,mixed_media__canvas,1.0986122886681098,False,True,15066,2
ko byung jun,15.75,21.84,2.29,343.98,5.840583516148347,1.3866666666666667,True,False,mixed_media,paper,mixed_media__paper,5.840641657373398,False,True,15067,343
ko byung jun,15.75,21.84,2.29,343.98,5.840583516148347,1.3866666666666667,True,False,mixed_media,paper,mixed_media__paper,5.840641657373398,False,True,15068,343
hyunju kim,130.05,162.05,4.06,21074.602500000005,9.955823921482216,1.2460592079969242,True,False,oil,canvas,oil__canvas,5.6240175061873385,False,True,15069,276
hyunju kim,106.68,106.68,3.81,11380.622400000002,9.339667398627627,1.0,True,False,oil,canvas,oil__canvas,5.6240175061873385,False,True,15070,276
ko byung jun,15.75,21.84,2.29,343.98,5.840583516148347,1.3866666666666667,True,False,mixed_media,paper,mixed_media__paper,5.840641657373398,False,True,15071,343
eury kim,35.99,48.11,0.25,1731.4789,7.456731177802301,1.3367602111697694,True,False,mixed_media,paper,mixed_media__paper,5.1647859739235145,False,True,15072,174
woori bai,24.13,33.27,3.05,802.8051,6.688111969667326,1.3787815996684627,True,False,oil,canvas,oil__canvas,3.1354942159291497,False,True,15073,22
woori bai,45.47,52.83,3.05,2402.1801,7.784131979013144,1.16186496591159,True,False,oil,canvas,oil__canvas,3.1354942159291497,False,True,15074,22
ko byung jun,15.75,21.84,2.29,343.98,5.840583516148347,1.3866666666666667,True,False,mixed_media,paper,mixed_media__paper,5.840641657373398,False,True,15075,343
woori bai,27.18,40.89,2.03,1111.3902,7.013366943099548,1.5044150110375276,True,False,oil,canvas,oil__canvas,3.1354942159291497,False,True,15076,22
woori bai,40.89,40.89,2.03,1671.9921,7.421771068753101,1.0,True,False,oil,canvas,oil__canvas,3.1354942159291497,False,True,15078,22
woori bai,65.02,49.78,4.83,3236.6956,8.082308211815205,1.30614704700683,True,False,oil,canvas,oil__canvas,3.1354942159291497,False,True,15079,22
woori bai,24.13,33.27,4.06,802.8051,6.688111969667326,1.3787815996684627,True,False,oil,canvas,oil__canvas,3.1354942159291497,False,True,15080,22
ko byung jun,15.75,21.84,2.29,343.98,5.840583516148347,1.3866666666666667,True,False,mixed_media,paper,mixed_media__paper,5.840641657373398,False,True,15081,343
ko byung jun,15.75,21.84,2.29,343.98,5.840583516148347,1.3866666666666667,True,False,mixed_media,paper,mixed_media__paper,5.840641657373398,False,True,15082,343
ko byung jun,15.75,21.84,2.29,343.98,5.840583516148347,1.3866666666666667,True,False,mixed_media,paper,mixed_media__paper,5.840641657373398,False,True,15083,343
kim byungkwan,53.0,72.7,2.0,3853.1,8.256633298091595,1.3716981132075472,True,False,acrylic,canvas,acrylic__canvas,4.919980925828125,False,True,15085,136
cheolhee lim,60.6,72.8,2.0,4411.68,8.39201084827791,1.2013201320132012,True,False,acrylic,canvas,acrylic__canvas,5.605802066295998,False,True,15086,271
kim byungkwan,72.7,100.0,3.0,7270.0,8.891511570527564,1.3755158184319118,True,False,oil,canvas,oil__canvas,4.919980925828125,False,True,15087,136
kim byungkwan,53.0,72.7,2.0,3853.1,8.256633298091595,1.3716981132075472,True,False,acrylic,canvas,acrylic__canvas,4.919980925828125,False,True,15088,136
ko byung jun,15.75,21.84,2.29,343.98,5.840583516148347,1.3866666666666667,True,False,mixed_media,paper,mixed_media__paper,5.840641657373398,False,True,15090,343
hunjung kim,29.97,40.13,0.51,1202.6961,7.092321065607397,1.3390056723390058,True,False,oil,panel,oil__panel,4.844187086458591,False,True,15091,126
kim byungkwan,53.0,72.7,2.0,3853.1,8.256633298091595,1.3716981132075472,True,False,acrylic,canvas,acrylic__canvas,4.919980925828125,False,True,15092,136
kim byungkwan,91.0,116.8,3.0,10628.8,9.271322576910975,1.2835164835164834,True,False,acrylic,canvas,acrylic__canvas,4.919980925828125,False,True,15093,136
ko byung jun,15.75,21.84,2.29,343.98,5.840583516148347,1.3866666666666667,True,False,mixed_media,paper,mixed_media__paper,5.840641657373398,False,True,15094,343
woojung son,40.0,40.0,4.0,1600.0,7.377758908227872,1.0,True,False,mixed_media,canvas,mixed_media__canvas,4.219507705176107,False,True,15095,67
woojung son,40.0,40.0,4.0,1600.0,7.377758908227872,1.0,True,False,mixed_media,canvas,mixed_media__canvas,4.219507705176107,False,True,15096,67
ko byung jun,17.78,24.89,0.25,442.5442000000001,6.09254034646526,1.3998875140607423,True,False,mixed_media,paper,mixed_media__paper,5.840641657373398,False,True,15097,343
ko byung jun,12.45,16.26,0.25,202.437,5.310428727030382,1.3060240963855425,True,False,mixed_media,paper,mixed_media__paper,5.840641657373398,False,True,15098,343
ko byung jun,12.45,16.26,0.25,202.437,5.310428727030382,1.3060240963855425,True,False,mixed_media,paper,mixed_media__paper,5.840641657373398,False,True,15099,343
eury kim,45.5,53.0,3.0,2411.5,7.788004239509027,1.164835164835165,True,False,mixed_media,canvas,mixed_media__canvas,5.1647859739235145,False,True,15100,174
eury kim,45.5,53.0,3.0,2411.5,7.788004239509027,1.164835164835165,True,False,mixed_media,canvas,mixed_media__canvas,5.1647859739235145,False,True,15101,174
eury kim,18.5,52.5,8.2,971.25,6.878583901681857,2.8378378378378377,True,False,mixed_media,unknown,mixed_media__unknown,5.1647859739235145,False,True,15102,174
eury kim,12.0,12.0,3.0,144.0,4.969813299576001,1.0,True,False,mixed_media,panel,mixed_media__panel,5.1647859739235145,False,True,15103,174
eury kim,12.0,12.0,3.0,144.0,4.969813299576001,1.0,True,False,mixed_media,panel,mixed_media__panel,5.1647859739235145,False,True,15104,174
cheolhee lim,45.5,53.0,2.0,2411.5,7.788004239509027,1.164835164835165,True,False,acrylic,canvas,acrylic__canvas,5.605802066295998,False,True,15105,271
cheolhee lim,45.5,45.5,2.0,2070.25,7.63542465191381,1.0,True,False,acrylic,canvas,acrylic__canvas,5.605802066295998,False,True,15107,271
nakjin sung,90.93,72.64,2.54,6605.1552,8.79560571403086,1.2517896475770929,True,False,acrylic,canvas,acrylic__canvas,3.258096538021482,False,True,15108,25
cheolhee lim,45.5,45.5,2.0,2070.25,7.63542465191381,1.0,True,False,acrylic,canvas,acrylic__canvas,5.605802066295998,False,True,15109,271
kim byungkwan,72.0,100.0,3.0,7200.0,8.881836305004146,1.3888888888888888,True,False,acrylic,canvas,acrylic__canvas,4.919980925828125,False,True,15110,136
ko byung jun,12.45,16.26,0.25,202.437,5.310428727030382,1.3060240963855425,True,False,mixed_media,paper,mixed_media__paper,5.840641657373398,False,True,15111,343
ko byung jun,12.45,16.26,0.25,202.437,5.310428727030382,1.3060240963855425,True,False,mixed_media,paper,mixed_media__paper,5.840641657373398,False,True,15112,343
taeil kim,53.34,65.02,2.03,3468.1668,8.151381433629627,1.2189726284214473,True,False,oil,canvas,oil__canvas,5.288267030694535,False,True,15113,197
jaeha park,27.0,45.0,2.0,1215.0,7.102499355774649,1.6666666666666667,True,False,mixed_media,canvas,mixed_media__canvas,2.6390573296152584,False,True,15114,13
eury kim,35.0,35.0,2.0,1225.0,7.110696122978827,1.0,True,False,mixed_media,canvas,mixed_media__canvas,5.1647859739235145,False,True,15115,174
eury kim,12.0,8.0,1.0,96.0,4.564348191467836,1.5,True,False,mixed_media,panel,mixed_media__panel,5.1647859739235145,False,True,15116,174
eury kim,12.0,8.0,1.0,96.0,4.564348191467836,1.5,True,False,mixed_media,panel,mixed_media__panel,5.1647859739235145,False,True,15117,174
eury kim,30.0,30.0,1.0,900.0,6.802394763324311,1.0,True,False,mixed_media,canvas,mixed_media__canvas,5.1647859739235145,False,True,15118,174
hyunju kim,130.05,162.05,4.06,21074.602500000005,9.955823921482216,1.2460592079969242,True,False,oil,canvas,oil__canvas,5.6240175061873385,False,True,15119,276
eury kim,35.0,35.0,1.5,1225.0,7.110696122978827,1.0,True,False,mixed_media,canvas,mixed_media__canvas,5.1647859739235145,False,True,15120,174
ko byung jun,15.75,21.84,2.29,343.98,5.840583516148347,1.3866666666666667,True,False,mixed_media,paper,mixed_media__paper,5.840641657373398,False,True,15121,343
hyunju kim,193.8,193.8,4.06,37558.44,10.533653398913332,1.0,True,False,oil,canvas,oil__canvas,5.6240175061873385,False,True,15122,276
ko byung jun,12.45,16.26,0.25,202.437,5.310428727030382,1.3060240963855425,True,False,mixed_media,paper,mixed_media__paper,5.840641657373398,False,True,15123,343
eury kim,40.0,40.0,1.5,1600.0,7.377758908227872,1.0,True,False,mixed_media,canvas,mixed_media__canvas,5.1647859739235145,False,True,15125,174
kim byungkwan,53.0,72.7,2.0,3853.1,8.256633298091595,1.3716981132075472,True,False,acrylic,canvas,acrylic__canvas,4.919980925828125,False,True,15126,136
ko byung jun,12.45,16.26,0.25,202.437,5.310428727030382,1.3060240963855425,True,False,mixed_media,paper,mixed_media__paper,5.840641657373398,False,True,15127,343
ko byung jun,12.45,16.26,0.25,202.437,5.310428727030382,1.3060240963855425,True,False,mixed_media,paper,mixed_media__paper,5.840641657373398,False,True,15129,343
ko byung jun,12.45,16.26,0.25,202.437,5.310428727030382,1.3060240963855425,True,False,mixed_media,paper,mixed_media__paper,5.840641657373398,False,True,15130,343
jess kim,76.2,101.6,2.03,7741.92,8.954404997836981,1.3333333333333333,True,False,oil,canvas,oil__canvas,1.6094379124341005,False,True,15131,4
ko byung jun,12.45,16.26,0.25,202.437,5.310428727030382,1.3060240963855425,True,False,mixed_media,paper,mixed_media__paper,5.840641657373398,False,True,15134,343
jess kim,50.8,60.96,2.54,3096.768,8.038114265962827,1.2000000000000002,True,False,oil,canvas,oil__canvas,1.6094379124341005,False,True,15135,4
jess kim,76.2,101.6,2.5,7741.92,8.954404997836981,1.3333333333333333,True,False,oil,canvas,oil__canvas,1.6094379124341005,False,True,15136,4
ko byung jun,15.75,21.84,2.29,343.98,5.840583516148347,1.3866666666666667,True,False,mixed_media,paper,mixed_media__paper,5.840641657373398,False,True,15137,343
ko byung jun,15.75,21.84,2.29,343.98,5.840583516148347,1.3866666666666667,True,False,mixed_media,paper,mixed_media__paper,5.840641657373398,False,True,15139,343
jaeha park,45.5,53.0,2.0,2411.5,7.788004239509027,1.164835164835165,True,False,mixed_media,canvas,mixed_media__canvas,2.6390573296152584,False,True,15140,13
ko byung jun,15.75,21.84,2.29,343.98,5.840583516148347,1.3866666666666667,True,False,mixed_media,paper,mixed_media__paper,5.840641657373398,False,True,15141,343
ko byung jun,15.75,21.84,2.29,343.98,5.840583516148347,1.3866666666666667,True,False,mixed_media,paper,mixed_media__paper,5.840641657373398,False,True,15142,343
ko byung jun,15.75,21.84,2.29,343.98,5.840583516148347,1.3866666666666667,True,False,mixed_media,paper,mixed_media__paper,5.840641657373398,False,True,15143,343
ko byung jun,15.75,21.84,2.29,343.98,5.840583516148347,1.3866666666666667,True,False,mixed_media,paper,mixed_media__paper,5.840641657373398,False,True,15144,343
ko byung jun,15.75,21.84,2.29,343.98,5.840583516148347,1.3866666666666667,True,False,mixed_media,paper,mixed_media__paper,5.840641657373398,False,True,15145,343
ko byung jun,15.75,21.84,2.29,343.98,5.840583516148347,1.3866666666666667,True,False,mixed_media,paper,mixed_media__paper,5.840641657373398,False,True,15146,343
ko byung jun,15.75,21.84,2.29,343.98,5.840583516148347,1.3866666666666667,True,False,mixed_media,paper,mixed_media__paper,5.840641657373398,False,True,15147,343
ko byung jun,15.75,21.84,2.29,343.98,5.840583516148347,1.3866666666666667,True,False,mixed_media,paper,mixed_media__paper,5.840641657373398,False,True,15150,343
seungyeon moon,105.0,105.0,8.0,11025.0,9.307920700315046,1.0,True,False,mixed_media,canvas,mixed_media__canvas,3.1354942159291497,False,True,15151,22
ko byung jun,15.75,21.84,2.29,343.98,5.840583516148347,1.3866666666666667,True,False,mixed_media,paper,mixed_media__paper,5.840641657373398,False,True,15152,343
taeil kim,52.58,45.72,2.03,2403.9575999999997,7.784871658228345,1.1500437445319336,True,False,oil,canvas,oil__canvas,5.288267030694535,False,True,15153,197
hyunjung kim,10.0,40.0,0.3,400.0,5.991464547107982,4.0,True,False,mixed_media,paper,mixed_media__paper,4.276666119016055,False,True,15154,71
hunjung kim,40.64,53.34,3.81,2167.7376000000004,7.681439322024095,1.3125,True,False,oil,canvas,oil__canvas,4.844187086458591,False,True,15155,126
ko byung jun,15.75,21.84,2.29,343.98,5.840583516148347,1.3866666666666667,True,False,mixed_media,paper,mixed_media__paper,5.840641657373398,False,True,15156,343
ko byung jun,15.75,21.84,2.29,343.98,5.840583516148347,1.3866666666666667,True,False,mixed_media,paper,mixed_media__paper,5.840641657373398,False,True,15157,343
ko byung jun,15.75,21.84,2.29,343.98,5.840583516148347,1.3866666666666667,True,False,mixed_media,paper,mixed_media__paper,5.840641657373398,False,True,15158,343
ko byung jun,15.75,21.84,2.29,343.98,5.840583516148347,1.3866666666666667,True,False,mixed_media,paper,mixed_media__paper,5.840641657373398,False,True,15159,343
ko byung jun,15.75,21.84,2.29,343.98,5.840583516148347,1.3866666666666667,True,False,mixed_media,paper,mixed_media__paper,5.840641657373398,False,True,15160,343
ko byung jun,15.75,21.84,2.29,343.98,5.840583516148347,1.3866666666666667,True,False,mixed_media,paper,mixed_media__paper,5.840641657373398,False,True,15161,343
kim byungkwan,40.9,53.0,2.0,2167.7,7.681421976600878,1.2958435207823962,True,False,oil,canvas,oil__canvas,4.919980925828125,False,True,15162,136
kim byungkwan,40.9,53.0,2.0,2167.7,7.681421976600878,1.2958435207823962,True,False,oil,canvas,oil__canvas,4.919980925828125,False,True,15163,136
kim byungkwan,50.0,65.1,2.0,3254.9999999999995,8.08794755464267,1.3019999999999998,True,False,oil,canvas,oil__canvas,4.919980925828125,False,True,15164,136
ko byung jun,15.75,21.84,2.29,343.98,5.840583516148347,1.3866666666666667,True,False,mixed_media,paper,mixed_media__paper,5.840641657373398,False,True,15165,343
hyunju kim,50.04,50.04,4.06,2504.0016,7.825645371197421,1.0,True,False,oil,canvas,oil__canvas,5.6240175061873385,False,True,15166,276
ko byung jun,15.75,21.84,2.29,343.98,5.840583516148347,1.3866666666666667,True,False,mixed_media,paper,mixed_media__paper,5.840641657373398,False,True,15167,343
ko byung jun,15.75,21.84,2.29,343.98,5.840583516148347,1.3866666666666667,True,False,mixed_media,paper,mixed_media__paper,5.840641657373398,False,True,15168,343
kyunghee byun,162.2,112.0,2.8,18166.4,9.807329012976409,1.4482142857142857,True,False,acrylic,canvas,acrylic__canvas,1.3862943611198906,False,True,15169,3
dongmin chae,31.75,40.89,1.27,1298.2575,7.168778259715252,1.2878740157480315,True,False,mixed_media,canvas,mixed_media__canvas,1.791759469228055,False,True,15170,5
ko byung jun,15.75,21.84,2.29,343.98,5.840583516148347,1.3866666666666667,True,False,mixed_media,paper,mixed_media__paper,5.840641657373398,False,True,15171,343
dongmin chae,19.81,19.81,1.52,392.4360999999999,5.972373721420919,1.0,True,False,acrylic,canvas,acrylic__canvas,1.791759469228055,False,True,15172,5
ko byung jun,15.75,21.84,2.29,343.98,5.840583516148347,1.3866666666666667,True,False,mixed_media,paper,mixed_media__paper,5.840641657373398,False,True,15173,343
ko byung jun,15.75,21.84,2.29,343.98,5.840583516148347,1.3866666666666667,True,False,mixed_media,paper,mixed_media__paper,5.840641657373398,False,True,15174,343
eury kim,19.0,54.0,4.0,1026.0,6.933423025730715,2.8421052631578947,True,False,mixed_media,unknown,mixed_media__unknown,5.1647859739235145,False,True,15175,174
eury kim,16.0,48.0,4.0,768.0,6.643789733147672,3.0,True,False,mixed_media,unknown,mixed_media__unknown,5.1647859739235145,False,True,15176,174
kim byungkwan,65.1,50.0,2.0,3254.9999999999995,8.08794755464267,1.3019999999999998,True,False,oil,canvas,oil__canvas,4.919980925828125,False,True,15178,136
kim byungkwan,40.9,53.0,2.0,2167.7,7.681421976600878,1.2958435207823962,True,False,oil,canvas,oil__canvas,4.919980925828125,False,True,15179,136
ko byung jun,15.75,21.84,2.29,343.98,5.840583516148347,1.3866666666666667,True,False,mixed_media,paper,mixed_media__paper,5.840641657373398,False,True,15180,343
ko byung jun,15.75,21.84,2.29,343.98,5.840583516148347,1.3866666666666667,True,False,mixed_media,paper,mixed_media__paper,5.840641657373398,False,True,15181,343
ko byung jun,15.75,21.84,2.29,343.98,5.840583516148347,1.3866666666666667,True,False,mixed_media,paper,mixed_media__paper,5.840641657373398,False,True,15182,343
kim byungkwan,60.6,45.5,2.0,2757.3,7.922007219032173,1.3318681318681318,True,False,oil,canvas,oil__canvas,4.919980925828125,False,True,15183,136
kim byungkwan,60.6,45.5,2.0,2757.3,7.922007219032173,1.3318681318681318,True,False,oil,canvas,oil__canvas,4.919980925828125,False,True,15184,136
lydia lee,161.8,111.76,2.54,18082.768000000004,9.802714719573098,1.4477451682176092,True,False,mixed_media,canvas,mixed_media__canvas,4.77912349311153,False,True,15186,118
kim byungkwan,60.6,72.7,2.0,4405.62,8.390636277614743,1.1996699669966997,True,False,oil,canvas,oil__canvas,4.919980925828125,False,True,15188,136
kim byungkwan,45.5,60.6,2.0,2757.3,7.922007219032173,1.3318681318681318,True,False,oil,canvas,oil__canvas,4.919980925828125,False,True,15189,136
jihee yoo,91.0,73.0,2.5,6643.0,8.80131894766524,1.2465753424657535,True,False,oil,canvas,oil__canvas,3.1780538303479458,False,True,15190,23
ko byung jun,15.75,21.84,2.29,343.98,5.840583516148347,1.3866666666666667,True,False,mixed_media,paper,mixed_media__paper,5.840641657373398,False,True,15191,343
ko byung jun,32.0,40.89,2.29,1308.48,7.176621437176277,1.2778125,True,False,mixed_media,paper,mixed_media__paper,5.840641657373398,False,True,15192,343
cheolhee lim,31.0,42.0,0.3,1302.0,7.171656822768514,1.3548387096774193,True,False,mixed_media,canvas,mixed_media__canvas,5.605802066295998,False,True,15193,271
eury kim,16.6,30.0,2.5,498.00000000000006,6.210600077024653,1.8072289156626504,True,False,oil,panel,oil__panel,5.1647859739235145,False,True,15194,174
cheolhee lim,32.0,41.0,1.0,1312.0,7.179307969504034,1.28125,True,False,acrylic,canvas,acrylic__canvas,5.605802066295998,False,True,15195,271
kim byungkwan,53.0,72.7,2.0,3853.1,8.256633298091595,1.3716981132075472,True,False,oil,canvas,oil__canvas,4.919980925828125,False,True,15196,136
eury kim,21.0,21.0,1.0,441.0,6.089044875446846,1.0,True,False,oil,panel,oil__panel,5.1647859739235145,False,True,15197,174
eury kim,30.0,30.0,2.0,900.0,6.802394763324311,1.0,True,False,mixed_media,canvas,mixed_media__canvas,5.1647859739235145,False,True,15198,174
seungeun suh,91.01,73.0,2.54,6643.7300000000005,8.801428831737656,1.2467123287671231,True,False,mixed_media,paper,mixed_media__paper,4.110873864173311,False,True,15199,60
seungeun suh,100.0,137.01,2.54,13701.0,9.525224101853109,1.3701,True,False,mixed_media,paper,mixed_media__paper,4.110873864173311,False,True,15200,60
seungeun suh,83.01,83.01,2.54,6890.660100000001,8.837922164933888,1.0,True,False,mixed_media,paper,mixed_media__paper,4.110873864173311,False,True,15201,60
seungeun suh,23.01,45.01,2.54,1035.6801,6.942813591352116,1.9561060408518032,True,False,mixed_media,paper,mixed_media__paper,4.110873864173311,False,True,15202,60
seungeun suh,73.0,73.0,2.54,5329.0,8.580918882296782,1.0,True,False,mixed_media,paper,mixed_media__paper,4.110873864173311,False,True,15203,60
kim byungkwan,45.5,60.6,2.0,2757.3,7.922007219032173,1.3318681318681318,True,False,oil,canvas,oil__canvas,4.919980925828125,False,True,15204,136
kim byungkwan,60.6,45.5,2.0,2757.3,7.922007219032173,1.3318681318681318,True,False,oil,canvas,oil__canvas,4.919980925828125,False,True,15205,136
kim byungkwan,65.1,90.9,3.0,5917.59,8.685684550397957,1.3963133640552998,True,False,oil,canvas,oil__canvas,4.919980925828125,False,True,15206,136
kim byungkwan,45.5,60.6,2.0,2757.3,7.922007219032173,1.3318681318681318,True,False,oil,canvas,oil__canvas,4.919980925828125,False,True,15207,136
kim byungkwan,45.5,60.6,2.0,2757.3,7.922007219032173,1.3318681318681318,True,False,oil,canvas,oil__canvas,4.919980925828125,False,True,15208,136
seungeun suh,54.51,53.01,1.52,2889.5750999999996,7.968864746075904,1.028296547821166,True,False,mixed_media,paper,mixed_media__paper,4.110873864173311,False,True,15209,60
seungeun suh,53.01,53.01,1.27,2810.0600999999997,7.940961149999429,1.0,True,False,mixed_media,paper,mixed_media__paper,4.110873864173311,False,True,15210,60
seungeun suh,35.99,70.0,1.52,2519.3,7.831736364140299,1.9449847179772155,True,False,mixed_media,paper,mixed_media__paper,4.110873864173311,False,True,15211,60
seungeun suh,45.01,45.01,1.52,2025.9001,7.613769374609682,1.0,True,False,mixed_media,paper,mixed_media__paper,4.110873864173311,False,True,15212,60
seungeun suh,53.01,100.0,1.27,5301.0,8.575650760987806,1.8864365214110543,True,False,mixed_media,paper,mixed_media__paper,4.110873864173311,False,True,15213,60
seungeun suh,60.6,90.91,1.52,5509.146,8.614164899209035,1.50016501650165,True,False,mixed_media,paper,mixed_media__paper,4.110873864173311,False,True,15214,60
