artist_key,n_works,raw_coef,shrunk_coef
daniel wheedong kim,5,6.954584461414978,6.835400305028612
darae lee,26,6.266708049917053,6.339209356163052
dasha jan,2,6.290374555675332,6.594547122080271
david douard,1,7.300145334639971,6.813537679641867
david surman,24,7.787714081608903,7.6029730586836175
daye park,3,7.154615356913664,6.880615851744028
denis lee,22,6.04433047457977,6.168753747554303
dian suci,1,6.545267555157642,6.687724716394812
diego rodarte,28,6.765158287166652,6.757742811632651
digital d,6,8.459265074304746,7.666970108094518
disorn duangdao,3,6.713891570160026,6.715344431711413
do ha ham,10,8.461982459443885,7.880060355843339
do jun na,6,6.709686619510663,6.712654587297746
do min,13,7.52122771253436,7.297613389230995
do su kim,6,5.973879855102607,6.31130544307517
do you hwang,252,6.685239253655739,6.685841916982325
doha ham,52,8.451511159576588,8.299292298968313
donah lee,7,6.536691597591304,6.61149349386253
donah lee 이돈아,5,6.431331081933479,6.5737736152878625
donghoon oh 오동훈,3,8.417282280525976,7.354115948098645
donghwi dongza,10,6.9101406384680555,6.845499141859452
donghyun kang,2,8.846979597835176,7.325005705554512
dongi lee,1,9.086136768516877,7.111202918621352
dongju kim,47,7.2390554332561745,7.188782425120219
dongnim kim,2,6.753236217018262,6.726793311035394
dongwan kook,5,9.155946299910383,7.936081224276315
dongwook kim,8,6.7229149099883205,6.720338463316754
dongyoon kang 강동윤,10,7.412160334945206,7.180178939510886
dongyoung kim,13,7.688775868053195,7.4186203904390435
dongzadonghwi,7,6.298296523236811,6.472429700489076
doohan lee,5,6.313274912849719,6.514745530745984
doyeon gwon,25,6.725433722188182,6.723897459930526
doyeon kim,6,7.196971262110486,6.978446210534013
doyeon kim 김도연,1,6.775583505873654,6.726110708180815
doyim kim,10,6.856642930611871,6.809834003288662
drawingmary,1,6.034639851970427,6.602620099196943
du hyun hwang,6,6.208319686858512,6.439181714942027
duckyong kim,5,8.169562934979023,7.442889541810635
duenchayphoochana phooprasert,10,6.649484053221155,6.671728085028186
duri baek,3,7.295636758741683,6.933498877429535
e eun seo,70,5.8980114555268415,5.952558435067869
e sun,5,6.1450566872953765,6.430636417968811
edgar plans,5,10.397056562304567,8.556636355473406
ej koh,12,6.727016015311202,6.7238395839379805
elle rosenfeld,10,7.080075351838175,6.958788950772866
ellie you,5,6.955957380800015,6.836086764721131
elly cho,1,7.3296872466942276,6.8184613316509095
enzo lee,2,6.701672728042757,6.7120608856138215
erin chon,1,6.241654279951103,6.63712250386039
erion cha,4,7.021742801218294,6.852005772009379
esther kwon,3,5.7257613813749755,6.34479561091702
etaehoon art,11,6.679315631846719,6.690847043345321
eugene ahn,3,6.259059860993026,6.544782540773788
eugene leem,21,6.236587005140967,6.328823378891213
eui jin yun,7,6.165393049047081,6.394902673878399
eun chun,6,7.6761258807796695,7.239803275262659
eun ee yoon,7,6.551087404704307,6.619891048011783
eun hye seo,278,6.461198344242922,6.4657039591616385
eun jeong lee,20,5.64060357303467,5.855726088156185
eun lee,10,7.185838320632605,7.029297596635819
eun pyo hong,21,6.599504492761406,6.62194904196926
eun young kim,3,6.532175946438866,6.647201072815978
eun young shin,7,5.379338813900594,5.936371036709616
eunah cho,23,7.719305196071794,7.540182151887946
eunbyeol choi,8,6.340211724016412,6.484828810410964
eunchae yi 이은채,8,6.622426516872546,6.658499452168584
eungjae lee,2,6.042061351179152,6.523600492224219
eunha jang,240,6.990535838436941,6.984937477420723
eunhyea choi,20,6.782374495769224,6.7691428263438285
eunja cho,105,6.777775420553941,6.774977271830682
eunji lee,4,6.020959231452784,6.407213074335819
eunjin kim 김은진,10,8.589292753046408,7.964933884911687
eunjoo choi,20,6.477514891177444,6.525255142670404
eunjoo lee,11,6.391839656438236,6.493207310251989
eunju jeong,5,7.415851298177262,7.066033723409754
eunju kim,63,6.9319796678730015,6.9161147032236805
eunju park,11,5.805461900269693,6.090072602886115
eunjung lee,12,5.614847723142095,5.938779612995081
eunjung park,9,5.606120957716171,6.002583525904056
eunmee kim,163,6.86519566456334,6.860761750399022
eunnim ro,5,8.790486526415918,7.753351337529082
eunsaem ahn,6,6.536691597591306,6.618293666250824
eunyoung choi,8,6.144799986419891,6.364575433428489
eunyoung kim,1,6.715719336842767,6.716133346675666
eunyul kim,5,6.854448880110005,6.785332514376125
euri sim,8,5.48449351005082,5.9582329864321375
eury kim,177,6.393590753950632,6.402454088969633
evan 최석현,22,6.534551033092193,6.5681927211570175
evgeniya tuchkova,6,6.103982396841105,6.382270465841623
evi pangestu,11,8.06043478892052,7.64036646383356
ewha,7,7.464411025289083,7.152663160019568
ewon moon,1,8.131323392376192,6.952067355931237
faozee,18,6.366425572449861,6.442467002056901
farzana ahmed urmi,11,6.723634100243554,6.721315990368145
fi jae lee,5,6.199326902187072,6.4577715254146595
forest kim,3,6.142195520853715,6.5009584132215466
g sim seyeon,24,6.5503184307601305,6.578921485567393
gabby chu,10,5.891699757100314,6.166538554280958
gaeul jeon,3,6.252024440432624,6.542144258063638
gallery hexagon,88,7.582059371740603,7.535508660821336
gan tee sheng,2,5.926991717025404,6.490723453894576
gauzan kang,1,5.109575241951159,6.448442664193732
gbday,5,7.520110108711417,7.118163128676832
geon u cha,10,7.12373153776024,6.987893074720909
geonwoo lee,8,6.865195664563341,6.807895850747536
geonyul jang,108,6.36875877824945,6.384132998178335
georg baselitz,1,5.97776570274982,6.593141074326842
geum sahong,5,7.660408338151578,7.188312243396912
geun hwa lee,3,7.13120817222654,6.871838157486357
geunyoung kim,40,6.115855518411908,6.182562255104169
gi ko,5,5.699180603157513,6.20769837589988
gilyoung jung 정길영,5,6.890157410589089,6.803186779615667
gisele park,20,6.346060093706902,6.420091304693972
glen wilson,7,12.90113979301475,10.324088274526206
glim grim,6,5.782810181845527,6.207085621298581
go eun choi,4,6.5866799305406065,6.658644496152629
gon jeong,5,5.452446541230188,6.084331344936217
gong yena,21,6.375849072474474,6.441304279429815
goo gijeong,3,7.663350858814668,7.071391664956904
goro nagashima,1,6.428674461866866,6.668292534179682
gosce bang,33,6.363989336482339,6.410334969661275
green lee,5,6.1450566872953765,6.430636417968811
greg haberny,10,9.075820535004596,8.289285739550479
grymc art,1,5.7606486403754165,6.556954897264441
guem eye,6,7.96724232466164,7.398594062834643
guione jin 진귀원,4,7.9701412984468165,7.273516215222055
gum ran choe,4,7.269372200067322,6.9620632826089475
gunho byun,4,7.643084073578377,7.128157448613861
gunsun kim,11,8.110134553851381,7.6745350522235265
gunwoo park,1,6.367184889585018,6.658044272132709
gunyoung byun,1,7.130759931761503,6.785306779162123
gwanhee lee,34,5.83791075445243,5.950514010117791
gwi hwa yoon,3,6.440104960078591,6.612674452930875
gwondo back,13,6.546542113282287,6.593673789771165
gyobeom an,573,6.432199458863611,6.434656350643703
gyomyung shin,2,6.597207212521449,6.682213595464876
gyu kim,35,7.900246471741707,7.752242681354275
gyubin seong,3,5.424874280349531,6.2319629480324785
gyuhun jo,1,5.949112251027236,6.588365499039745
gyul e kim,36,6.034209944620092,6.117381432915477
gyume,3,5.716544600000947,6.34133931790176
gyunghwa roh,19,5.949143393954635,6.108950217847887
gyuwon lee,1,5.085858715333843,6.444489909757512
gyuyeol lee,2,5.701792870379359,6.42638092628142
gyuyoung lee,10,7.090387585751383,6.965663773381672
h m moon,25,5.9241350317601364,6.056148551240487
ha chong hyun,5,8.328106622545473,7.52216138559386
ha in doo,1,8.206027651606476,6.9645180658029515
ha ninh pham,2,6.080528747386961,6.534591176855022
ha yi jun,5,5.726681344641332,6.221448746641789
hae lyn hwang,7,4.872071611881221,5.640465168864981
haechan kang,3,6.1263835687111,6.495028931168067
haeeun hong,7,5.936282473831998,6.261254838336268
haegeun seo,2,6.323454332634913,6.603998486925866
haegue yang,1,8.231529283120695,6.968768337721987
haejin yoon,3,6.697854584050386,6.709330561920298
haengsook choi,28,7.57432582905355,7.444309210809413
haeryang lee,1,5.726486940037288,6.5512612805414205
haesun jwa,4,6.125155592040809,6.453522567930496
haeyoun hwang,15,6.717062115080612,6.716850623471021
hagjae lee,4,10.10320779160395,8.221545767736337
hagley art,114,6.718511017946722,6.718414594866702
hailey lee,1,5.765582875561648,6.55777726979548
haju oh,4,5.679643291033513,6.255517100816143
hakjin chung,2,6.633753310434436,6.692655337725729
ham bo kyung,1,7.094538358414617,6.779269850270975
ham sup,4,8.347944428389248,7.441428717418692
ham sup 함섭,15,8.454014289794705,8.01956475450659
han gyul jung,3,6.536691597591306,6.648894441998143
han kiho,3,5.445553323763898,6.239717589312866
han lee,1,7.68617621663317,6.877876159974067
han saem david,3,6.543877257252179,6.651589064370971
han sin young,3,6.658887480552082,6.6947178981084345
han unsung,1,7.840747860474224,6.903638100614242
han young wook,9,8.08833241129919,7.59829088892171
han youngsoo,3,7.42330174203062,6.981373246162887
hana kim,5,5.6709220898066395,6.193569119224443
hana lee,5,7.2433557663671975,6.979785957504722
haneul kim,9,9.93561883071892,8.78583215854868
hanji park,255,6.729335636110627,6.729083338274697
hanki bae,1,9.261377065357058,7.140409634761382
hanna jung,8,6.0788605039678245,6.3239972903810635
hanna kim,27,7.658701078269454,7.511437808015202
hanna seo,6,5.821695152149348,6.228295605100666
hannah kim,2,5.6114771843998295,6.400576444572985
hannah kim 해나킴,20,6.802509062101812,6.785250479409899
hannaz,27,5.576383980300376,5.754482756603793
hanok kim,9,6.090617851055011,6.314045814479024
hansaem park,21,7.154615356913662,7.070307816861467
hansol noh,4,6.597870423604553,6.6636180486254935
hanyoung kim,9,7.401202775215811,7.156564694296681
hari im,3,5.826750739665522,6.382666620275975
haseullin jeong,1,6.348713561519936,6.654965717455195
hayato machida,5,6.630420720444306,6.673318434543276
hayul jeong,6,5.725761381374977,6.175968093769191
hazzi eunjeong kim,41,6.877272558456774,6.8597664269551935
heaja kim,17,7.359370892585854,7.213199359871399
hedon139,5,5.7257613813749755,6.220988765008611
hee bae,3,7.235738500278439,6.911037030505819
hee jeong jeong,7,4.716182715077265,5.549529979062673
hee myoung lee,6,6.502480683354846,6.599633167576392
hee ra kim,21,6.749884818052346,6.743410073935019
hee seon kim,6,5.571334112373199,6.091735037950039
hee sun kim,7,6.536691597591305,6.61149349386253
heejae lim,1,6.853645953335106,6.739121116091056
heejea namgung,1,7.429509973280319,6.835098452748592
heejoon lee,3,5.956942354736255,6.4314884759275
heeju moon,10,5.570480328825067,5.952392268764127
heejung eun,52,7.719758725366231,7.631728674776409
heekyoung jeon,13,6.909671250554981,6.855933722245888
heekyung chung,3,6.915758231844939,6.7910444298432555
heera an,2,6.630254541828055,6.691655689552477
heesook han,6,7.82027951470252,7.318432530129669
heesu won,9,5.822633627130159,6.141770241955904
heesung yang,22,5.583293964100619,5.793094368645365
herbert matter,1,8.816848770920107,7.066321585688556
heuitae yoon,5,6.9291868620581845,6.822701505350215
heung duk lee,2,7.643770747603046,6.981231748345332
hey june,10,4.519285446830921,5.2515956807680295
hey sook yoo,6,7.5315837152315215,7.160962094054579
heya,6,5.809642865355679,6.221721630485937
hijo nam,2,8.136438678384213,7.121994014282808
hime,1,7.716913965467192,6.88299911811307
hiroshi mori,2,7.64853612518359,6.982593284796915
hiroshi nagai,3,8.928628250336779,7.545870686777696
hiroshi sugimoto,2,9.684599249823847,7.564325606122703
ho junga,5,7.46777299221099,7.0919945704266185
ho sangun,24,6.922581878982842,6.887001580648256
ho tae jeon,5,8.656955133791397,7.686585641216823
hobong kim,12,7.342673308649779,7.1584212027652105
hojin kim,1,6.211894801611374,6.632162590803767
hojoon kim,10,6.889080000871891,6.831458716795343
hojung kim,7,8.314548161650368,7.648576489563651
hokma gim,5,6.370348876998683,6.543282512820466
hokyung kim,5,6.846150603804292,6.781183376223268
hong il park,18,6.194573791820561,6.307974304173102
hong ji oh,10,5.699444073057603,6.0383680982524846
hong kyoung tack,5,8.690753242541618,7.703484695591932
hongchul yun,1,8.798798044227281,7.063313131239752
hongmin lee,12,6.961528651579785,6.889377915421686
hoseong kang,10,6.524269077592747,6.588251434609247
houk lee,27,7.279099413799777,7.191148903618913
huieun oh,6,5.533071174994154,6.070864344834195
hur boree,10,7.079368933244602,6.958318005043817
hur kyung ae,17,8.326274787396764,7.96035236949801
hur seunghee,1,8.1919390460567,6.962169964877989
hwartist,10,5.949112251027236,6.20481355023224
hwasu yoo,6,6.523486569017642,6.611090923392462
hwayeon,3,3.571186599657411,5.536830067772933
hwayeon lee,7,6.192014476915738,6.410431840135117
hwi kim,9,5.392185785725999,5.865053772481802
hyanggi lee,4,6.614433286961006,6.670979321228362
hyanglan yoon 윤향란,11,7.54454952299095,7.28569534350698
hye eun cho,4,6.389538925071154,6.571026271499538
hye eun kang,6,7.493666677031769,7.140280073218349
hye hwa lee,7,6.247733067431135,6.4429343512690975
hye jeon kim,62,6.474647803481725,6.49267529192654
hye jeong kang,5,5.734176221929541,6.225196185285894
hye jin stella kim,21,6.3092003221526305,6.387472596477556
hye kyung lee 이혜경,9,6.690842277418563,6.699904374284164
hye rim baek,5,6.029257259909721,6.372736704275984
hye rim park,5,5.753932258341672,6.235074203491959
hye young ha,21,6.467283778593174,6.515155388217996
hyejin jo,4,5.914149189197843,6.359741944444734
hyejun mo,3,6.238566669244716,6.537097593868173
hyejung moon,1,6.128173051996251,6.618208965867914
hyekyung lee,1,7.005771154693663,6.7644753163174824
hyemi lim,1,6.708564484084357,6.714940871215931
hyeokeon kweon,36,5.749515467383084,5.867405794365909
hyeong gil choi,5,6.5793946746040675,6.647805411623156
hyeonji do,5,6.099497136593777,6.407856642618012
hyeonsook heo 허현숙,2,6.6270197363287515,6.690731459409819
hyeonyoung kim,4,6.471950554974221,6.607653662567568
hyera lee,699,10.812279749029052,10.78318838823085
hyerim jun,3,6.363381334956937,6.583903093510255
hyeryeon jung,118,6.466524361125086,6.476674433788386
hyeseung kwon,5,5.9292793363126,6.322747742477423
hyeseung lee,16,7.00933775875086,6.93954689920119
hyesoo han,29,6.517066001214719,6.54635278760112
hyevin namgoong,6,5.833587037813985,6.234782088190467
hyewon lee,23,6.324502772416961,6.394451589600048
hyewook jeong 정혜욱,25,7.4041921652960285,7.289529495853731
hyeyeong ji 지혜영,2,5.782115403680455,6.449330221510307
hyeyoung hwang,14,6.982557740620252,6.912467847994462
hyeyoung jeong,2,7.253200429051573,6.869640228759197
hyeyoung yoon,12,5.856976268461882,6.109693880279636
hyeyune choi,50,6.46186258816507,6.484985639117541
hyojeong son,1,5.9170066361899725,6.583014563233534
hyoji lee,4,6.728198063962333,6.721541444340063
hyojin park,21,6.67038396896698,6.679197849673762
hyojun kim,16,6.052638835795473,6.210633434092323
hyojung jung,3,6.192920058488479,6.519980114834583
hyojung kim,6,6.66809113309952,6.689966140164396
hyojung lee,1,6.430871727993196,6.668658745200737
hyoseon park,1,6.679792441231978,6.710145530740536
hyosy hyosy,11,7.00669522683704,6.915920514901167
hyoung jun lee,40,6.742958319209461,6.739986966924215
hyoyoun lee,37,7.1241772962276215,7.075610492943649
hyuckjin oh,54,6.043980153200298,6.100949305356395
hyun chul jung,23,7.43317970216928,7.30515049618231
hyun hee lim,2,6.383936789499039,6.621279188887044
hyun jin kwon,3,7.189016783630996,6.893516386763027
hyun jin oh,9,7.074809363645304,6.946740358287069
hyun jung ahn,6,7.4730715404109445,7.129046362334264
hyun jung ji,5,6.683823067374254,6.70001960800825
hyun yoon park,2,5.8584249406117745,6.471132946347827
hyundoo jung,2,6.064508962129346,6.530014095352846
hyung geun park,1,6.892920212578197,6.745666825964904
hyung gil kim,6,7.644877622238073,7.222758770603606
hyung koo kang,14,8.24820178707671,7.845047671699219
hyung seok choi,6,5.919887070754282,6.281854833430629
hyung seok kim,4,5.222026546475072,6.05213188101239
hyung wook kim,2,6.382909099927145,6.620985563295075
hyungdae kim 김형대,15,9.175748927206564,8.560865732565485
hyungjin park,10,7.209547211672774,7.045103523995931
hyungjun suh,73,4.8589721777407995,4.978026278439611
hyungsub choi,10,6.4907267691762796,6.565889895664935
hyunhee lee,4,6.350372392788668,6.5536189238184335
hyunho lee,5,6.432207314191077,6.574211731416662
hyunho park,3,5.5059567313262825,6.26236886714876
hyunjee kim,5,7.405184721208781,7.060700434925513
hyunju kim,276,6.5751145796143,6.57762528368953
hyunjung park,24,6.65748954854079,6.667614824420352
hyunjung shim,1,6.75804783833142,6.723188096923775
hyunmin wang,7,6.175460837116711,6.400775550252351
hyunn,10,5.516356683546329,5.916309838578301
hyunseok cho,83,6.520492725372661,6.531613374422069
hyunsik kim,2,9.06806724520894,7.388173604804159
hyunsoo kim,9,6.360100715506334,6.48728479876916
hyunsook jeoung 정현숙,5,7.3270025266049,7.021609337623573
hyunsook yoon,1,6.671673316793473,6.7087923433341174
hyunsun yoo,2,7.013847709828923,6.8012537375527256
hyunwook park 박현욱,2,5.706551826423004,6.427740628008176
i kyoung ha,4,7.013213910191922,6.848215153775436
ian ha,1,6.249976242259983,6.638509497578536
ik soo kaay,5,6.390509087413224,6.553362618027736
il jung,15,7.375020787995749,7.210319628157373
il mo jung,9,6.567058762183962,6.620329257347635
iljun choi,11,6.295481451868595,6.426961044610361
iljung kim,3,6.8828505998020635,6.778704067827178
im jihyun,1,5.9076520976607,6.5814554734786554
imhathai suwatthanasilp,5,6.490639228133112,6.60342768838768
imjibin,1,8.573573524852344,7.025775711343929
in dongwook,23,6.8774802015548175,6.848683049249002
in kyung kwon,15,6.973409249203572,6.909110974063241
in ran hwang,10,6.90885465922899,6.844641822366742
in song,14,7.2395599819303005,7.101837920538707
inae,1,5.559278888610768,6.523393271970334
inhee jang,34,7.079854716462937,7.033234387255156
inho baek,3,5.229678039346188,6.158764357656224
inhye jeong,2,6.549422290070123,6.668560760478782
injung kwon,17,5.803539027028275,6.010965645576905
inkyung kwon,11,6.619688517162274,6.649853401999765
isaac oz,7,6.719433242609963,6.718092786790081
ivie ives,232,5.789590841476934,5.809139898590127
jack kabangu,6,7.898146000718062,7.360905158865418
jack shure,1,8.007345501134074,6.931404374057551
jade kim,2,7.858116804408105,7.042473478861063
jae ho jung,2,6.674691452249084,6.7043519496727715
jae hyeon kim,22,6.599204645390683,6.620873442289121
jae sam lee,3,8.399732268824325,7.347534693710526
jae seong park,2,5.271234037268739,6.303364116821244
jae yeon jang,4,5.9269260259704115,6.365420538565875
jae youl jeoung,10,8.749629137230109,8.071824807700821
jae yun lee,5,9.224939171397338,7.970577660019792
jaebum joo,5,6.878242394053724,6.797229271347985
jaeha park,16,6.349589817624361,6.436881801200048
jaehee jang,10,6.208859553938703,6.377978418839884
jaehee kim,2,6.6969023520649476,6.710697921048732
jaehee yoo,19,6.881891214790109,6.847375576009305
jaeho jung,7,7.473368086389934,7.157888112328398
jaeho park,5,7.627140575620254,7.17167836213125
jaehyug choi 최재혁,29,6.950433047828909,6.915989386183812
jaehyuk han,64,6.9842477759378845,6.964825194249795
jaehyun yeon,1,6.6195592025056555,6.700106657619481
jaein park,5,5.935699904115523,6.325958026378885
jaeok lee,5,5.893975270658251,6.3050957096502485
jaewon kang,6,8.469872964725125,7.6727562301419985
jaeyeon leem,28,5.773461059604765,5.916302739761959
jaeyeon yoo,23,6.89780494812897,6.865378376792054
jaeyoon yoo,1,5.746952328081349,6.554672178548763
jaeyoun shin,5,6.4382325345737526,6.577224341607999
jaeyoung kang,11,7.238677726818454,7.075408483638389
jahyun koo,9,8.278888999871345,7.720791553003809
jai kwan kim,1,8.656955133791396,7.039672646167105
jamsan,57,7.104087572845689,7.072807619280895
jane nee,16,6.215897158449236,6.33502072754281
jang bae park,12,7.093047837989753,6.982214988181663
jang jun seok,13,7.737890475034517,7.454092051036664
jang kyungki,18,6.31102618778476,6.3991109618842135
jang seung keun,14,6.398379981793793,6.48202107833286
jang woo suck,2,7.201976578140084,6.855004842784486
jason ha,6,5.699444073057602,6.161613198323349
jay choi,2,7.207873685478521,6.856689730595468
jazoo yang,2,8.268556862735593,7.159742066954631
je in yun,3,5.477132798895237,6.251559892487117
je lee,2,7.3436617720634505,6.895486326762589
jeah hyuck,25,6.100785463981904,6.203357244758627
jeamin seung 승지민,7,7.699842407396987,7.289998132915845
jeeae yeom,25,5.9533592830385675,6.080502093972514
jeehye song,2,6.2027651498807295,6.569515863281813
jeeyoung lee,3,6.009529554505621,6.451208675841012
jennifer hur,10,6.870828328336692,6.819290935105211
jennifer lee,79,7.324415551248702,7.2882132058554605
jenny seongryung lee,25,5.210317726684657,5.461300797010922
jenny shin,7,5.962315092231792,6.276440532402815
jeon byeong sam,45,7.494627030737179,7.416785942527685
jeon byungtaek,2,6.58915282533475,6.679912341982962
jeon woong,4,6.990511863413911,6.83812535520743
jeong a lee,9,6.269728179828846,6.429188168690774
jeong ah lim,40,6.21696140876438,6.272434157639698
jeong bo young b 1973,6,7.424605284720287,7.102610222866631
jeong dayeon,2,4.377287262455143,6.047950752588788
jeong in weon,1,7.443898710732419,6.837496575657275
jeong jingab,5,8.477788259615071,7.597002204128659
jeong ok lee,3,6.838200975370432,6.761960458665316
jeong won ju,3,5.219325037436272,6.154881981940006
jeong yeon kim,5,6.407858725748337,6.562037437195292
jeong zik seong,2,8.166538381656613,7.130593929503495
jeongeun han,5,6.021085750652325,6.368650949647286
jeongeun im,1,6.034968168338862,6.602674818591683
jeongeun lee,2,6.240100533142279,6.580183115642256
jeonghee sohn,1,9.235658179960472,7.136123153861951
jeonghee son,25,6.708369202756472,6.709677027070768
jeonghu jang,1,6.642151646438554,6.703872064941631
jeongkeun nam,5,6.876968120164256,6.796592134403251
jeongkyu lee,4,7.715467760491197,7.160327976130669
jeongmo ahn,7,6.1632602394328675,6.393658534936776
jeongrock heo,78,6.218624922078445,6.24860029717265
jeongsoon kim,7,5.499040008712884,6.006196733683452
jeongwoo kim,11,5.807319212857877,6.091349505290492
jeongwoong lee,9,7.076173930607101,6.947617579905367
jeongyeon kim,4,6.766468155075263,6.738550373723587
jeongyoon oh,21,7.428764459640165,7.291735938294412
jeongyoon park,3,5.78924232860769,6.3686009661292875
jeremy yong,36,5.183189059296405,5.370143582387361
jess kim,4,5.079215507079941,5.988660307947888
jessup choi,7,5.577749617467079,6.052110672123399
ji eune kim,1,6.1025044205498915,6.613930860626854
ji hun choi,6,5.22415990296791,5.902367287365336
ji hun lee,3,6.174104995322112,6.5129244661471954
ji hwan lee,4,6.636438171742446,6.680759270020113
ji hyun chun,6,6.519400100481244,6.608861940554427
ji hyun jin,20,6.400673722044225,6.463782207363829
ji ii choi,5,8.482889144263197,7.599552646452722
ji ryeon kim,3,5.880406010335519,6.402787346777224
ji young,5,7.335199293809077,7.025707721225662
jiang lingyang,1,5.408168049153467,6.498208132060783
jieun choi,18,6.093135009116997,6.2285874307529205
jieun jung,7,6.3702377158736505,6.5143953961938985
jieun kim,20,6.7474047822123016,6.74116705549829
jieun lee,3,6.819215567385461,6.754840930670952
jihae lee,40,6.647738556277798,6.655347177651627
jihea kim,37,6.131226489483141,6.200868115573511
jihea yang,6,7.279037259314651,7.023209481736285
jihee yoo,23,6.297965192917468,6.372652863582608
jihi heo,1,6.177155421371541,6.626372694097128
jihoon ha,8,7.032762324444036,6.911013795289501
jihoon kim 김지훈,25,6.49586960307105,6.532594027332916
jihye,8,7.652630022555725,7.29247084028131
jihye park,1,6.277794876571277,6.643145936630418
jihyun im,3,5.946872810813982,6.427712396956647
jihyung song,5,7.87675007434686,7.2964831114945525
jimin han,5,6.531704056080267,6.623960102361257
jimo,7,6.166696668931448,6.395663118810947
jin choul chai,2,7.012958125046033,6.8009995704719
jin han,5,4.601427199709258,5.658821674175752
jin hee kim,5,6.793064512756957,6.754640330699601
jin kim,17,6.692359309883594,6.697781318692379
jin pul,18,6.432971426563412,6.494546366145768
jin seok heo,6,7.554863273481372,7.173660034918132
jin sook woo,5,7.476118923095985,7.096167535869116
jin taek,15,6.218509089691141,6.342935854428918
jin woo lee,6,8.107489362864385,7.475092447308867
jin yoo,4,5.782735265384839,6.301335756083399
jineui heo,53,6.665999119099643,6.670328173370557
jinhee choi,5,6.0899736544546546,6.403094901548451
jinhee hwang,3,5.672995315838319,6.325008336340773
jinho kee,78,6.654257574809814,6.657990019016587
jinhui lee,7,6.054265448347012,6.330078240136693
jinhyeok lee,6,6.47570939265651,6.585030645377299
jinhyung lee,14,6.3829888960830115,6.470680278335442
jinlee park,13,7.246782353277779,7.099402851990131
jinny suh,16,6.862501757706434,6.827671850786389
jinsoo youn,3,7.1999944655580155,6.89763301748566
jinu nam,1,6.94088024799108,6.753660165200386
jinyi koh,9,7.004433635220985,6.901498818585721
jinyong beom,3,6.145494461280846,6.502195515881721
jinyoup chris park,8,7.545019300638174,7.226248857562817
jion tak,3,7.014958252116446,6.828244437445071
jisong yang,6,7.263689815923035,7.014838148977222
jisoo yoo,4,6.117981262733119,6.4503339771270785
jisun kim,6,6.44585972330989,6.56874900755187
jisup kim,34,6.255654067858194,6.314700488471534
jiweon lee,5,5.90808293816893,6.312149543405589
jiwon choi,2,7.146680360283561,6.839205923396908
jiwon jang,92,6.343961099525689,6.363149504119326
jiwon yoon,25,6.244449156313916,6.323076988368638
jiwoo oh,5,5.656442637064416,6.186329392853331
jiyeon lee 이지연,13,6.881174500764674,6.835352736286222
jiyeon song,3,8.068410739573835,7.223289120241592
jiyoon kim,46,6.112598376104227,6.171776589098151
jiyoung lee,5,7.862024123767628,7.289120136204938
jiyoung son,3,5.645093478307521,6.314545147266724
jiyoung yoo,7,6.486023198410102,6.581936927673496
jiyoung yu,4,6.366718624441472,6.5608839156641245
jo jae,5,6.803227749628203,6.7597219491352245
joanna jung,7,7.23705787670011,7.020040490009333
john lee,2,7.629475027354491,6.977147256845745
johnny kim,45,5.323149342249218,5.462456022888521
jojo anavim,12,7.700430357551079,7.410955590224952
jonathan hadipranata,2,6.667635103460812,6.7023358500189785
jong in kang,3,6.571019572460836,6.6617674325742176
jong pyo kim,9,7.261872528100977,7.066995249722859
jong sook kim,10,8.328451066819362,7.79103942742699
jong tae choi,1,10.445793872508473,7.337812435953285
jong taek woo,1,6.909613526193667,6.748449044900816
jongbin lee 이종빈,31,8.235985839147268,8.024906715466015
jongheon bae,6,9.034487695619692,7.980727901539035
jonghwan jin,21,6.360449086873732,6.4288658295215235
jonghwan lee,7,6.615866681758992,6.657678959627014
jongwan jang,3,7.789935450924024,7.118860886997913
joo lee kang,1,6.933073086966425,6.7523589716962755
joo minseok,2,4.084016876432465,5.964159213725166
jooha sim,58,6.412101770303638,6.436237832076542
joohyun kang,1,6.485647299601231,6.677788007135411
joohyun kim,14,6.39404469257641,6.478826654698999
joon hwan kim,57,6.82504729755256,6.816270591995276
joong hyun park,199,6.488053083666269,6.493645315650975
joongok kim,1,6.300920419109323,6.647000193720093
jooyeon lee,43,6.62722155422264,6.636491824474682
jooyeon oh 오주연,5,7.335199293809078,7.025707721225662
josephine lee,2,6.310962724455256,6.600429456017392
joung eun shin,3,6.824373670043086,6.756775219167562
joung hwang,8,5.977157251501443,6.261410673478674
jourdain jongwon lee,2,6.743897485575397,6.724125102051717
joy,7,4.512630639264275,5.430791268171763
joy rock,12,8.186506336872982,7.754068046216884
ju chul kim,49,7.940084706469371,7.826763543707599
ju dong yoon,12,8.314312974858497,7.844284496559601
ju hang ryu,6,7.047517221357295,6.896925824668637
ju hyun you,14,5.895073798983424,6.1111638909989034
ju young kim,1,6.87638820499562,6.742911491367809
juae park,4,6.3446284190083295,6.551066046582728
jui lee,3,7.004858504049501,6.824457031919967
juli baker and summer,11,7.021541734954035,6.926127489231601
julie choi,4,6.8498608530352225,6.775613795039124
jun hyung park,1,6.248971651938305,6.638342065858256
jun kun choi,1,7.2463096818076735,6.804565070836484
jun sung back,5,6.867262911605858,6.791739530124052
jun yoshi,9,5.849686736487657,6.159161526542867
junesuk park,22,6.232924440801658,6.322422905216581
