,,,,,,,,,,,,,
,idx,재료(지지체),도구(매체),건수,,idx,수집 재료,건수,난트 기준 재료(지지체),난트 기준 도구(매체),비고,비고2,비고3
,,,,,,372,"acrylic, collage and digital print on canvas",13,캔버스,"디지털 프린트, 아크릴릭, 콜라주",,,
,,,,,,373,"종이에 수채, 연필",13,종이,수채,,,
,,,,,,374,"종이에 펜, 채색",13,종이,채색,,,
,,,,,,375,"캔버스에 아크릴, 석채",13,캔버스,"아크릴릭, 석채",,,
,,,,,,376,비단에 채색 Color on Silk,13,비단,채색,,,
,,,,,,377,나무에 금속장식 Wood Pierced Metal,13,없음,목공예,,,
,,,,,,378,iPad drawing printed on paper,13,종이,디지털 페인팅 프린트,,,
,,,,,,379,colored on resin,13,없음,조각,,,
,,,,,,380,granite,13,없음,조각,,,
,,,,,,381,"etching, aquatint",13,종이,"에칭, 아쿼틴트",,,
,,,,,,382,pen and watercolor on paper,13,종이,수채,,,
,,,,,,383,print on paper,13,종이,기타,분류 미매칭,학습 제외,
,,,,,,384,screenprint with inkjet and collage on conservation board with frame,13,보드,실크스크린,,,
,,,,,,385,mixed media on hemp cloth,13,캔버스,혼합재료,,,
,,,,,,386,color on silk mounted on wooden panel,13,비단,채색,,,
,,,,,,387,oil on canvas mounted on wooden panel,13,캔버스,유채,,,
,,,,,,388,"aluminium, resin and urethane with frame",13,금속,조각,,,
,,,,,,389,캔버스에,13,캔버스,기타,분류 미매칭,학습 제외,
,,,,,,390,"나무, 금속장식",13,목재,기타,분류 미매칭,학습 제외,
,,,,,,391,"나무에 서각, 채색",13,목재,채색,,,
,,,,,,392,캔버스에 디지털 프린트,13,캔버스,디지털 프린트,,,
,,,,,,393,천에 수묵채색,13,캔버스,수묵,,,
,,,,,,394,패브릭(아트상품),13,섬유,기타,분류 미매칭,학습 제외,
,,,,,,395,비단위에 유채,13,비단,유채,,,
,,,,,,396,레진 외,13,없음,조각,,,
,,,,,,397,캐스트 바이닐,13,없음,조각,,,
,,,,,,398,옵셋프린트,12,종이,오프셋 프린트,,,
,,,,,,399,캔버스위 종이에 채색,12,캔버스,채색,,,
,,,,,,400,photographic drawing printed on paper mounted on Dibond,12,종이,디지털 프린트,디본드 마운트,,
,,,,,,401,white porcelain,12,없음,도자,,,
,,,,,,402,종이에 매직,12,종이,마커,분류 미매칭,,
,,,,,,403,PVC,12,없음,조각,,,
,,,,,,404,"종이에 연필, 채색",12,종이,채색,,,
,,,,,,405,종이에 수묵담채 / Ink and Color on Paper,12,종이,수묵,,,
,,,,,,406,나무에 조각 Carved on Wood,12,없음,조각,,,
,,,,,,407,"digital print, Corning® Gorilla® glass frame",12,종이,"디지털 프린트, 고릴라 글래스 프레임",,,
,,,,,,408,oil pastel on paper,12,종이,오일 파스텔,,,
,,,,,,409,pencil and watercolor on paper,12,종이,수채,,,
,,,,,,410,oil on wood,12,목재,유화,,학습 제외,
,,,,,,411,color on Korean paper mounted on wooden panel,12,종이,채색,,,
,,,,,,412,color pencil and watercolor on paper,12,종이,수채,,,
,,,,,,413,두방지에 채색,12,종이,채색,,,
,,,,,,414,목판화(사후판화),12,종이,목판,,,
,,,,,,415,"캔버스에 아크릴, 콜라주",12,캔버스,"아크릴릭, 콜라주",,,
,,,,,,416,"한지에 혼합재료, 목탄",12,종이,"목탄, 혼합재료",,,
,,,,,,417,캔버스 위 종이에 수채,12,캔버스,수채,,,
,,,,,,418,pigment printing,11,종이,"디지털 피그먼트 프린트, 디아섹",분류 미매칭,,
,,,,,,419,목판화에 채색,11,종이,목판,,,
,,,,,,420,종이에 석채,11,종이,채색,,,
,,,,,,421,철,11,금속,기타,분류 미매칭,학습 제외,
,,,,,,422,도자에 전사,11,없음,도자,,,
,,,,,,423,"종이에 아크릴, 연필",11,종이,"아크릴릭, 연필",,,
,,,,,,424,"나무에 조각, 채색 Carved and Colored on Wood",11,목재,채색,,,
,,,,,,425,acrylic on wooden panel,11,패널,아크릴릭,,,
,,,,,,426,pencil and oil on hemp cloth,11,캔버스,"연필, 유채",,,
,,,,,,427,embroidery on silk,11,비단,섬유,,,
,,,,,,428,c-print,11,종이,디지털 C-프린트,,,
,,,,,,429,painted cast resin,11,없음,조각,,,
,,,,,,430,charcoal on paper,11,종이,목탄,,,
,,,,,,431,matiere print,11,기타,기타,분류 미매칭,학습 제외,
,,,,,,432,mixed media on linen,11,캔버스,혼합재료,,,
,,,,,,433,"8-color inkjet print on cotton-fiber archival paper, artist’s book of 120 drawings made between 2009-2012 with hardcover in clamshell box",11,종이,디지털 프린트,,,
,,,,,,434,oil and mixed media cotton mounted on wooden panel,11,캔버스,"유채, 혼합재료",,,
,,,,,,435,embroidered on silk,11,비단,자수,분류 미매칭,,
,,,,,,436,"acrylic, glass beads on canvas",11,캔버스,"아크릴릭, 혼합재료",,,
,,,,,,437,"printed on canvas, speaker",11,캔버스,기타,분류 미매칭,학습 제외,
,,,,,,438,옵셋 석판화,11,종이,오프셋 프린트,,,
,,,,,,439,Letter,11,기타,기타,분류 미매칭,학습 제외,
,,,,,,440,종이에유채,11,종이,유채,,,
,,,,,,441,광목에 석채,11,캔버스,채색,,,
,,,,,,442,"캔버스에 수채, 아크릴",11,캔버스,"아크릴릭, 수채",,,
,,,,,,443,테라코타에 채색,11,기타,채색,,학습 제외,
,,,,,,444,캔버스에 지클레이 프린트,11,캔버스,지클레이 프린트,,,
,,,,,,445,종이에 아크릴 과슈,11,종이,"아크릴릭, 과슈",,,
,,,,,,446,"캔버스에 유채, 나무에 조각 액자",11,캔버스,유채,53449,,
,,,,,,447,나무 패널에 밀랍화기법,11,패널,밀랍화,분류 미매칭,,
,,,,,,448,"종이에 펜, 아크릴",11,종이,"아크릴릭, 펜",,,
,,,,,,449,패널 위 캔버스에 혼합재료,11,캔버스,혼합재료,,,
,,,,,,450,"실크스크린, 오프셋 석판화",10,종이,"실크스크린, 오프셋 프린트",,,
,,,,,,451,ink & color on paper,10,종이,수묵,,,
,,,,,,452,무쇠,10,기타,기타,분류 미매칭,학습 제외,
,,,,,,453,천에 아크릴,10,캔버스,아크릴릭,,,
,,,,,,454,FRP에 채색,10,플라스틱 패널,채색,,학습 제외,
,,,,,,455,"캔버스에 유채, 연필",10,캔버스,"유채, 연필",,,
,,,,,,456,"핸드메이드 종이 주조, 아크릴 핸드컬러링",10,종이,"주조, 아크릴릭",,,
,,,,,,457,"종이에 수묵, 먹",10,종이,수묵,,,
,,,,,,458,종이,10,종이,기타,분류 미매칭,학습 제외,
,,,,,,459,은에 칠보장식 Ornaments of Cloisonne Work on Sliver,10,기타,옻칠/래커,,학습 제외,
,,,,,,460,"pigment print, silkscreen",10,종이,실크스크린,,,
,,,,,,461,woodcut printed on paper,10,종이,목판,,,
,,,,,,462,terracotta,10,없음,도자,,,
,,,,,,463,mixed acrylic on canvas mounted on wooden panel,10,캔버스,아크릴릭,,,
,,,,,,464,ultrachrome ink printed on canvas,10,캔버스,수묵,,,
,,,,,,465,spray paint on canvas,10,캔버스,스프레이,분류 미매칭,,
,,,,,,466,archival pigment ink on Innova Etching Cotton Rag 315 gsm fine art paper,10,종이,수묵,,,
,,,,,,467,mixed media on Korean paper mounted on canvas,10,캔버스,혼합재료,,,
,,,,,,468,oil on wood panel,10,패널,유채,,,
,,,,,,469,giclee print,10,종이,지클레이 프린트,,,
,,,,,,470,"archival pigment print, silkscreen",10,종이,실크스크린,,,
,,,,,,471,colored pencil on Korean paper mounted on wooden panel,10,한지,색연필,,,
,,,,,,472,porcelain,10,없음,도자,,,
,,,,,,473,oil and oil pastel on canvas,10,캔버스,"유채, 오일 파스텔",,,
,,,,,,474,photograph,10,기타,사진/디지털,,학습 제외,
,,,,,,475,"C-print, diasec",10,종이,"디지털 C-프린트, 디아섹",,,
,,,,,,476,texture print,10,기타,기타,분류 미매칭,학습 제외,
,,,,,,477,"colored Korean ink painting, collage and acrylic on canvas",10,캔버스,"아크릴릭, 채색, 콜라주",,,
,,,,,,478,"죽절, 나무에 조각",10,목재,기타,분류 미매칭,학습 제외,
,,,,,,479,Untitled,10,기타,기타,분류 미매칭,학습 제외,
,,,,,,480,White Porcelain Jar,10,없음,도자,,,
,,,,,,481,"나무, 무쇠",10,목재,기타,분류 미매칭,학습 제외 ,
,,,,,,482,실크스크린(사후판화),10,종이,실크스크린,,,
,,,,,,483,조선후기,10,기타,기타,분류 미매칭,학습 제외,
,,,,,,484,포토그라비어,10,종이,포토그라비아,,,
,,,,,,485,포토그래픽 드로잉 프린트,10,종이,"디지털 프린트, 채색",포토그래픽 드로잉,,
,,,,,,486,레진에 우레탄,10,없음,조각,,,
,,,,,,487,"장지에 호분, 분채",10,장지,채색,,,
,,,,,,488,"종이에 연필, 분채",10,종이,채색,,,
,,,,,,489,"한지에 채색, 콜라주",10,종이,채색,,,
,,,,,,490,"종이에 연필, 펜",10,종이,"연필, 펜",,,
,,,,,,491,비단에 석채,10,비단,채색,,,
,,,,,,492,캔버스 위 종이에 혼합재료,10,캔버스,혼합재료,,,
,,,,,,493,캔버스 위 종이에 아크릴,10,캔버스,아크릴릭,,,
,,,,,,494,"마포에 유채, 모래",10,캔버스,"유화, 모래",,,
,,,,,,495,순지에 분채,10,종이,채색,,,
,,,,,,496,오프셋 프린트 위에 실크스크린(사후판화),10,종이,"실크스크린, 오프셋 프린트",,,
,,,,,,497,염색종이위에 유채,10,종이,"유채, 염색",,,
,,,,,,498,비단 위에 유채,10,비단,유채,,,
,,,,,,499,세라믹에 전사,10,없음,도자,,,
,,,,,,500,도자에 채색,9,기타,채색,,학습 제외,
,,,,,,501,종이에 흑연,9,종이,흑연,,,
,,,,,,502,"종이에 혼합재료, 콜라주",9,종이,혼합재료,,,
,,,,,,503,오프셋프린트,9,종이,오프셋 프린트,,,
,,,,,,504,나무판에 유채,9,패널,유채,,,
,,,,,,505,"석판화, 드라이포인트",9,종이,"드라이포인트, 석판",,,
,,,,,,506,나무에 조각과 채색 Carved and Colored on Wood,9,목재,채색,,,
,,,,,,507,wood,9,목재,기타,분류 미매칭,학습 제외,
,,,,,,508,woodcut print on Korean paper,9,종이,목판,,,
,,,,,,509,oil on canvas with artist's frame,9,캔버스,유채,,,
,,,,,,510,Pauillac,9,기타,기타,분류 미매칭,학습 제외,
,,,,,,511,oil on wooden board,9,패널,유채,,,
,,,,,,512,Indian ink on Korean paper mounted on wooden…,9,종이,수묵,,,
,,,,,,513,painted vinyl,9,없음,조각,,,
,,,,,,514,acrylic and marker on canvas,9,캔버스,"아크릴릭, 마커",,,
,,,,,,515,oil on newspaper,9,인쇄물,유채,,,
,,,,,,516,oil on paper mounted on wooden panel,9,종이,유채,,,
,,,,,,517,Narce(mother-of-pearl) and color on silk mounted on wooden panel,9,비단,채색,,,
,,,,,,518,monotype,9,종이,모노타이프,,,
,,,,,,519,종이에 실크스크린,9,종이,실크스크린,,,
,,,,,,520,콜드 캐스트 레진,9,없음,조각,,,
,,,,,,521,Draft Poem,9,기타,기타,분류 미매칭,학습 제외,
,,,,,,522,종이에 오일스틱,9,종이,오일스틱,,,
,,,,,,523,나무에 서각,9,없음,목공예,,,
,,,,,,524,"캔버스에 자기, 스테인, 폴리초산비닐수지",9,캔버스,도자,,,
,,,,,,525,"오프셋 석판화, 크레용",9,종이,"오프셋 프린트, 오일 파스텔",,,
,,,,,,526,"실크스크린, 글레이즈",9,종이,실크스크린,,,
,,,,,,527,"캔버스에 유채, 목탄",9,캔버스,"유채, 목탄",,,
,,,,,,528,"종이보드에 연필, 분채",9,보드,"연필, 분채",,,
,,,,,,529,리노컷,9,종이,리노컷,,,
,,,,,,530,"장지에 채색, 파란색연필",9,장지,채색,,,
,,,,,,531,패널 위 한지에 아크릴,9,한지,아크릴릭,,,
,,,,,,532,패널 위 캔버스에 아크릴,9,캔버스,아크릴릭,,,
,,,,,,533,과반에 아크릴,9,기타,아크릴릭,,학습 제외,
,,,,,,534,"석판화, 금박",9,종이,석판,,,
,,,,,,535,"종이에 수채, 콩테",9,종이,수채,,,
,,,,,,536,장지에 수묵채색,9,장지,수묵,,,
,,,,,,537,"실크스크린, 다이아몬드 더스트",9,종이,"실크스크린, 유리가루",,,
,,,,,,538,스크린프린트(사후판화),9,종이,실크스크린,,,
,,,,,,539,"메조틴트, 에칭",9,종이,"메조틴트, 에칭",,,
,,,,,,540,나무 외,9,목재,기타,분류 미매칭,학습 제외,
,,,,,,541,종이에 암채,9,종이,채색,,,
,,,,,,542,PVC and glass,8,없음,조각,,,
,,,,,,543,레진에 아크릴,8,기타,아크릴릭,,학습 제외,
,,,,,,544,"종이에 유채, 흑연",8,종이,"유채, 흑연",,,
,,,,,,545,하드보드에 혼합재료,8,목재,혼합재료,,,
,,,,,,546,"캔버스에 유채, 콜라주",8,캔버스,"유채, 콜라주",,,
,,,,,,547,천에 유채,8,캔버스,유채,,,
,,,,,,548,"캔버스에 아크릴, 과슈",8,캔버스,"아크릴릭, 과슈",,,
,,,,,,549,고려시대,8,기타,기타,분류 미매칭,학습 제외,
,,,,,,550,비단에 수묵채색 Ink and Color on Silk,8,비단,수묵,,,
,,,,,,551,나무에 화각장식 Painted Ox-Horn Sheet on Wood,8,목재,기타,분류 미매칭,학습 제외,
,,,,,,552,목판본 Woodblock,8,종이,목판,,학습 제외,
,,,,,,553,vinyl,8,없음,조각,,,
,,,,,,554,acrylic and gouache on canvas,8,캔버스,"아크릴릭, 과슈",,,
,,,,,,555,oil stick on paper,8,종이,오일스틱,,,
,,,,,,556,oil and collage on canvas,8,캔버스,"유채, 콜라주",,,
,,,,,,557,acrylic on canvas mounted on wooden tray,8,캔버스,아크릴릭,,,
,,,,,,558,mixed media on cotton,8,캔버스,혼합재료,,,
,,,,,,559,giclée print,8,종이,지클레이 프린트,분류 미매칭,,
,,,,,,560,oil stick on canvas,8,캔버스,오일스틱,,,
,,,,,,561,"casting with handmade paper, hand-coloring with acrylic",8,종이,아크릴릭,,학습 제외,
,,,,,,562,"mirror, stained glass and mixed media",8,기타,혼합재료,,학습 제외,
,,,,,,563,lenticular,8,종이,렌티큘러 프린트,,,
,,,,,,564,ballpoint pen and pencil on newspaper,8,인쇄물,"펜, 연필",,,
,,,,,,565,oil and sand on canvas,8,캔버스,"유채, 모래",,,
,,,,,,566,digital print on canvas,8,캔버스,디지털 프린트,,,
,,,,,,567,oriental paint on Korean paper,8,종이,수묵,분류 미매칭,,
,,,,,,568,acylic on canvas,8,캔버스,아크릴릭,분류 미매칭,,
,,,,,,569,"ink, color pencil and oil bar on Korean paper",8,한지,"잉크, 색연필, 오일스틱",,,
,,,,,,570,spray on canvas,8,캔버스,스프레이,분류 미매칭,,
,,,,,,571,needlework on felt,8,섬유,자수,,,
,,,,,,572,natural dyeing on korean paper and white clay,8,종이,혼합재료,분류 미매칭,,
,,,,,,573,캔버스에 종이와 혼합재료,8,캔버스,혼합재료,,,
,,,,,,574,"plastic bag, wood frame, plate glass",8,목재,기타,분류 미매칭,학습 제외,
,,,,,,575,fabrics frame,8,섬유,섬유,,학습 제외,
,,,,,,576,은,8,기타,기타,분류 미매칭,학습 제외,
,,,,,,577,놋쇠,8,금속,기타,분류 미매칭,학습 제외,
,,,,,,578,한지에 목판화,8,종이,목판,,,
,,,,,,579,보드에 혼합재료,8,목재,혼합재료,,,
,,,,,,580,종이에 붓펜,8,종이,펜,,,
,,,,,,581,페이퍼 스택,8,기타,기타,분류 미매칭,학습 제외,
,,,,,,582,장지에 석채,8,장지,채색,,,
,,,,,,583,패브릭,8,섬유,기타,분류 미매칭,학습 제외,
,,,,,,584,종이에수채,8,종이,수채,,,
,,,,,,585,천에 수묵,8,캔버스,수묵,,,
,,,,,,586,"종이에 먹, 수묵",8,종이,수묵,,,
,,,,,,587,종이에 인두,8,종이,기타,분류 미매칭,학습 제외,
,,,,,,588,책,8,기타,기타,분류 미매칭,학습 제외,
,,,,,,589,"마포에 모래, 유채",8,캔버스,"유채, 모래",,,
,,,,,,590,"은지에 새김, 유채",8,금속지,"유채, 각",새김 기법,,
,,,,,,591,캐스트 레진,8,없음,조각,,,
,,,,,,592,"캔버스에 석채, 혼합재료",8,캔버스,채색,,,
,,,,,,593,캔버스에 스프레이 페인트,8,캔버스,스프레이,분류 미매칭,,
,,,,,,594,"캔버스에 아크릴, 오일파스텔, 콜라주",8,캔버스,"아크릴릭, 오일 파스텔, 콜라주",,,
,,,,,,595,종이보드에 유채,8,보드,유채,,,
,,,,,,596,"캔버스에 아크릴, 스프레이 페인트",8,캔버스,"아크릴릭, 스프레이",,,
,,,,,,597,"석판화, 채색",8,종이,"석판, 채색",,,
,,,,,,598,캔버스에 유채와 돌가루,8,캔버스,"유채, 돌가루",,,
,,,,,,599,"캔버스에 디지털 프린트, 글리터, 오일펜",8,캔버스,"디지털 프린트, 글리터, 오일펜",,,
,,,,,,600,"캔버스에 아크릴, 오일파스텔, 콜라쥬",8,캔버스,"아크릴릭, 오일 파스텔, 콜라주",,,
,,,,,,601,캔버스 위 종이에 유채,8,종이,유채,,,
,,,,,,602,나무에 자개,8,목재,기타,분류 미매칭,학습 제외,
,,,,,,603,"캔버스에 아크릴, 목탄, UV 바니쉬",8,캔버스,"아크릴릭, 목탄",,,
,,,,,,604,지클레이 프린트에 채색,8,종이,"지클레이 프린트, 채색",,,
,,,,,,605,종이에 마커펜,8,종이,마커,,,
,,,,,,606,캔버스 위 한지부조에 수묵채색,7,캔버스,수묵,,,
,,,,,,607,스테인리스,7,없음,조각,,,
,,,,,,608,천에 채색,7,캔버스,채색,,,
,,,,,,609,monotype in watercolor on Lanaquarelle paper,7,종이,수채,,,
,,,,,,610,"나무, 쇠",7,목재,기타,분류 미매칭,학습 제외,
,,,,,,611,하드보드에 아크릴,7,보드,아크릴릭,,,
,,,,,,612,캔버스에 템페라,7,캔버스,템페라,분류 미매칭,,
,,,,,,613,"종이에 수묵, 채색",7,종이,수묵,,,
,,,,,,614,"종이에 수채, 파스텔",7,종이,수채,,,
,,,,,,615,콜라그래프,7,종이,콜라그래프,,,
,,,,,,616,캔버스에 석채,7,캔버스,채색,,,
,,,,,,617,세라믹에 채색,7,기타,채색,,학습 제외,
,,,,,,618,믹소그래피,7,종이,믹소그라피,분류 미매칭,,
,,,,,,619,"종이에 연필, 아크릴",7,종이,"아크릴릭, 연필",,,
,,,,,,620,나무에 화각장식,7,목재,기타,분류 미매칭,학습 제외,
,,,,,,621,나무에 주칠,7,목재,기타,분류 미매칭,학습 제외,
,,,,,,622,필사본1책,7,기타,기타,분류 미매칭,학습 제외,
,,,,,,623,비단에 먹 Ink on Silk,7,비단,수묵,,,
,,,,,,624,oil on cotton,7,캔버스,유채,,,
,,,,,,625,mixed media on Korean paper mounted on wooden panel,7,종이,혼합재료,,,
,,,,,,626,Korean traditional paper Hanji fiber casted in a silicon gel mold and finished by airbrushing and hand-colouring,7,종이,조각,,,
,,,,,,627,"hand painted cutout aluminum, 3 layers",7,금속,조각,,,
,,,,,,628,etching and aquatint,7,종이,"아쿼틴트, 에칭",,,
,,,,,,629,gold and acrylic on canvas,7,캔버스,"아크릴릭, 금",,,
,,,,,,630,Mixografia® print on handmade paper,7,종이,믹소그라피,분류 미매칭,종이에 판화,
,,,,,,631,"collagraph, Gold Leaf",7,종이,콜라그래프,,,
,,,,,,632,stainless steel,7,금속,조각,,,
,,,,,,633,mixed media on paper mounted on canvas,7,캔버스,혼합재료,,,
,,,,,,634,acrylic on paper mounted on wooden panel,7,종이,아크릴릭,,,
,,,,,,635,giclee print on canvas,7,캔버스,지클레이 프린트,,,
,,,,,,636,oriental watercolor on thick mulberry paper,7,종이,수채,,,
,,,,,,637,print on cotton,7,캔버스,디지털 프린트,분류 미매칭,,
,,,,,,638,oil on canvas mounted on board,7,캔버스,유채,,,
,,,,,,639,acrylic on paper relief,7,종이,아크릴릭,,,
,,,,,,640,colored ink on Japanese paper mounted on canvas,7,캔버스,수묵,,,
,,,,,,641,color on wood,7,목재,채색,,,
,,,,,,642,acrylic on wood,7,패널,아크릴릭,,,
,,,,,,643,serigraph,7,종이,실크스크린,,,
,,,,,,644,C-print,7,종이,디지털 C-프린트,,,
,,,,,,645,"ink, conté, collage on paper",7,종이,수묵,,,
