width_cm,height_cm,depth_cm,area_cm2,log_area,aspect_ratio,has_depth,is_3d_candidate,medium_category,support_category,medium_support_bucket,is_extreme_aspect_ratio,is_training_candidate,_track6_row_id,collected_material_raw,nant_support,nant_tool,nant_material_note,nant_material_match_method,nant_material_idx
45.0,45.0,1.8,2025.0,7.613324979540639,1.0,True,False,mixed_media,canvas,mixed_media__canvas,False,True,5470,"oil, thread",캔버스,유화,rule_based_material_parse,rule_material_parse,1.0
53.0,65.1,2.0,3450.2999999999997,8.146216462766645,1.228301886792453,True,False,oil,canvas,oil__canvas,False,True,5471,oil,캔버스,유화,rule_based_material_parse,rule_material_parse,1.0
162.2,112.0,3.0,18166.4,9.807329012976409,1.4482142857142857,True,False,acrylic,canvas,acrylic__canvas,False,True,5473,acrylic,캔버스,아크릴,rule_based_material_parse,rule_material_parse,2.0
16.5,24.9,0.3,410.85,6.018228184377197,1.509090909090909,True,False,mixed_media,paper,mixed_media__paper,False,True,5474,"watercolor, ink",종이,수채,rule_based_material_parse,rule_material_parse,19.0
73.0,50.0,2.5,3650.0,8.202482446576537,1.46,True,False,oil,canvas,oil__canvas,False,True,5475,oil,캔버스,유화,rule_based_material_parse,rule_material_parse,1.0
117.0,73.0,2.3,8541.0,9.052633375946147,1.6027397260273972,True,False,oil,panel,oil__panel,False,True,5476,oil,목재,유화,rule_based_material_parse,rule_material_parse,44.0
90.5,60.5,2.3,5475.25,8.607993215742676,1.4958677685950412,True,False,oil,panel,oil__panel,False,True,5477,oil,목재,유화,rule_based_material_parse,rule_material_parse,44.0
73.0,53.0,2.3,3869.0,8.260751354700513,1.3773584905660377,True,False,oil,panel,oil__panel,False,True,5478,oil,목재,유화,rule_based_material_parse,rule_material_parse,44.0
90.5,65.0,2.3,5882.5,8.679737120601517,1.3923076923076922,True,False,oil,canvas,oil__canvas,False,True,5479,oil,캔버스,유화,rule_based_material_parse,rule_material_parse,1.0
30.0,30.0,3.0,900.0,6.802394763324311,1.0,True,False,mixed_media,paper,mixed_media__paper,False,True,5480,"gesso, acrylic, watercolor, paper, tempera",종이,아크릴,rule_based_material_parse,rule_material_parse,18.0
30.0,30.0,3.0,900.0,6.802394763324311,1.0,True,False,mixed_media,paper,mixed_media__paper,False,True,5481,"acrylic, paper, tempera, watercolor",종이,아크릴,rule_based_material_parse,rule_material_parse,18.0
30.0,30.0,3.0,900.0,6.802394763324311,1.0,True,False,mixed_media,paper,mixed_media__paper,False,True,5482,"watercolor, oil, tempera, paper",종이,유화,rule_based_material_parse,rule_material_parse,17.0
30.0,30.0,3.0,900.0,6.802394763324311,1.0,True,False,mixed_media,paper,mixed_media__paper,False,True,5483,"acrylic, watercolor, paper",종이,아크릴,rule_based_material_parse,rule_material_parse,18.0
262.0,162.0,6.0,42444.0,10.65594083899348,1.617283950617284,True,False,oil,canvas,oil__canvas,False,True,5484,oil,캔버스,유화,rule_based_material_parse,rule_material_parse,1.0
30.0,30.0,3.0,900.0,6.802394763324311,1.0,True,False,mixed_media,paper,mixed_media__paper,False,True,5485,"watercolor, paper, gouache",종이,수채,rule_based_material_parse,rule_material_parse,19.0
30.0,30.0,3.0,900.0,6.802394763324311,1.0,True,False,mixed_media,paper,mixed_media__paper,False,True,5486,"acrylic, paper, graphite",종이,아크릴,rule_based_material_parse,rule_material_parse,18.0
73.0,53.0,2.0,3869.0,8.260751354700513,1.3773584905660377,True,False,acrylic,canvas,acrylic__canvas,False,True,5489,acrylic,캔버스,아크릴,rule_based_material_parse,rule_material_parse,2.0
30.0,30.0,3.0,900.0,6.802394763324311,1.0,True,False,acrylic,paper,acrylic__paper,False,True,5490,"acrylic, paper",종이,아크릴,rule_based_material_parse,rule_material_parse,18.0
30.0,30.0,3.0,900.0,6.802394763324311,1.0,True,False,mixed_media,canvas,mixed_media__canvas,False,True,5491,"acrylic, watercolor",캔버스,아크릴,rule_based_material_parse,rule_material_parse,2.0
30.0,30.0,3.0,900.0,6.802394763324311,1.0,True,False,mixed_media,canvas,mixed_media__canvas,False,True,5492,"watercolor, tempera, acrylic",캔버스,아크릴,rule_based_material_parse,rule_material_parse,2.0
30.0,30.0,3.0,900.0,6.802394763324311,1.0,True,False,mixed_media,canvas,mixed_media__canvas,False,True,5493,"acrylic, watercolor",캔버스,아크릴,rule_based_material_parse,rule_material_parse,2.0
244.0,170.0,6.0,41480.0,10.632966662343463,1.4352941176470588,True,False,oil,canvas,oil__canvas,False,True,5494,oil,캔버스,유화,rule_based_material_parse,rule_material_parse,1.0
53.0,33.4,2.0,1770.1999999999998,7.478847813534776,1.5868263473053892,True,False,oil,canvas,oil__canvas,False,True,5495,oil,캔버스,유화,rule_based_material_parse,rule_material_parse,1.0
53.0,33.4,2.0,1770.1999999999998,7.478847813534776,1.5868263473053892,True,False,oil,canvas,oil__canvas,False,True,5496,oil,캔버스,유화,rule_based_material_parse,rule_material_parse,1.0
53.0,33.4,2.0,1770.1999999999998,7.478847813534776,1.5868263473053892,True,False,oil,canvas,oil__canvas,False,True,5497,oil,캔버스,유화,rule_based_material_parse,rule_material_parse,1.0
53.0,45.5,2.0,2411.5,7.788004239509027,1.164835164835165,True,False,oil,canvas,oil__canvas,False,True,5499,"oil, wax",캔버스,유화,rule_based_material_parse,rule_material_parse,1.0
53.0,45.5,2.0,2411.5,7.788004239509027,1.164835164835165,True,False,mixed_media,panel,mixed_media__panel,False,True,5500,"oil, gesso, wax",목재,유화,rule_based_material_parse,rule_material_parse,44.0
45.5,53.0,2.0,2411.5,7.788004239509027,1.164835164835165,True,False,oil,panel,oil__panel,False,True,5501,"oil, wax",목재,유화,rule_based_material_parse,rule_material_parse,44.0
45.5,53.0,2.0,2411.5,7.788004239509027,1.164835164835165,True,False,mixed_media,panel,mixed_media__panel,False,True,5502,"oil, gesso, wax",목재,유화,rule_based_material_parse,rule_material_parse,44.0
20.0,30.0,2.0,600.0,6.396929655216146,1.5,True,False,mixed_media,canvas,mixed_media__canvas,False,True,5503,"oil, acrylic, gesso",캔버스,유화,rule_based_material_parse,rule_material_parse,1.0
87.0,120.0,7.0,10440.0,9.25339986143663,1.3793103448275863,True,False,mixed_media,panel,mixed_media__panel,False,True,5504,"ink, other, plaster",목재,수묵,rule_based_material_parse,rule_material_parse,47.0
60.0,56.5,2.0,3390.0,8.128585200374497,1.0619469026548674,True,False,oil,paper,oil__paper,False,True,5505,"oil, paper",종이,유화,rule_based_material_parse,rule_material_parse,17.0
73.0,53.0,3.0,3869.0,8.260751354700513,1.3773584905660377,True,False,other,unknown,other__unknown,False,True,5506,other,기타,기타,rule_based_material_parse,rule_material_parse,95.0
80.0,100.0,2.5,8000.0,8.987196820661973,1.25,True,False,acrylic,canvas,acrylic__canvas,False,True,5508,acrylic,캔버스,아크릴,rule_based_material_parse,rule_material_parse,2.0
61.0,91.0,2.0,5551.0,8.621733370690162,1.4918032786885247,True,False,mixed_media,canvas,mixed_media__canvas,False,True,5509,"acrylic, pastel",캔버스,아크릴,rule_based_material_parse,rule_material_parse,2.0
91.0,116.0,3.0,10556.0,9.264449697623215,1.2747252747252746,True,False,mixed_media,canvas,mixed_media__canvas,False,True,5510,"acrylic, crayon",캔버스,아크릴,rule_based_material_parse,rule_material_parse,2.0
53.0,45.5,1.5,2411.5,7.788004239509027,1.164835164835165,True,False,acrylic,canvas,acrylic__canvas,False,True,5511,acrylic,캔버스,아크릴,rule_based_material_parse,rule_material_parse,2.0
72.7,60.6,2.0,4405.62,8.390636277614743,1.1996699669966997,True,False,acrylic,canvas,acrylic__canvas,False,True,5512,acrylic,캔버스,아크릴,rule_based_material_parse,rule_material_parse,2.0
33.4,24.2,2.0,808.28,6.694908533145296,1.3801652892561984,True,False,oil,canvas,oil__canvas,False,True,5515,oil,캔버스,유화,rule_based_material_parse,rule_material_parse,1.0
61.0,61.0,2.5,3721.0,8.221747728346623,1.0,True,False,oil,canvas,oil__canvas,False,True,5516,oil,캔버스,유화,rule_based_material_parse,rule_material_parse,1.0
117.0,73.0,3.0,8541.0,9.052633375946147,1.6027397260273972,True,False,oil,canvas,oil__canvas,False,True,5519,oil,캔버스,유화,rule_based_material_parse,rule_material_parse,1.0
117.0,90.0,3.0,10530.0,9.26198360512802,1.3,True,False,oil,canvas,oil__canvas,False,True,5520,oil,캔버스,유화,rule_based_material_parse,rule_material_parse,1.0
117.0,66.0,3.0,7722.0,8.951828676824181,1.7727272727272727,True,False,mixed_media,paper,mixed_media__paper,False,True,5521,watercolor,종이,수채,rule_based_material_parse,rule_material_parse,19.0
91.0,68.0,3.0,6188.0,8.730367211692958,1.338235294117647,True,False,oil,canvas,oil__canvas,False,True,5522,oil,캔버스,유화,rule_based_material_parse,rule_material_parse,1.0
100.0,52.0,2.7,5200.0,8.556413904569519,1.9230769230769231,True,False,oil,canvas,oil__canvas,False,True,5523,oil,캔버스,유화,rule_based_material_parse,rule_material_parse,1.0
90.0,67.0,3.0,6030.0,8.704502289721232,1.3432835820895523,True,False,oil,canvas,oil__canvas,False,True,5524,oil,캔버스,유화,rule_based_material_parse,rule_material_parse,1.0
72.7,72.7,2.0,5285.29,8.572682769078947,1.0,True,False,mixed_media,paper,mixed_media__paper,False,True,5531,"acrylic, oil, paper",종이,유화,rule_based_material_parse,rule_material_parse,17.0
33.4,24.2,2.0,808.28,6.694908533145296,1.3801652892561984,True,False,oil,canvas,oil__canvas,False,True,5536,oil,캔버스,유화,rule_based_material_parse,rule_material_parse,1.0
65.0,45.5,1.8,2957.5,7.992099595852542,1.4285714285714286,True,False,mixed_media,canvas,mixed_media__canvas,False,True,5537,"oil, acrylic, thread",캔버스,유화,rule_based_material_parse,rule_material_parse,1.0
120.0,85.0,7.0,10200.0,9.230142999272362,1.411764705882353,True,False,mixed_media,panel,mixed_media__panel,False,True,5538,"ink, other, plaster",목재,수묵,rule_based_material_parse,rule_material_parse,47.0
50.0,72.7,3.0,3635.0,8.19836438996762,1.454,True,False,acrylic,canvas,acrylic__canvas,False,True,5539,acrylic,캔버스,아크릴,rule_based_material_parse,rule_material_parse,2.0
72.5,60.5,3.0,4386.25,8.386229926897425,1.1983471074380163,True,False,acrylic,canvas,acrylic__canvas,False,True,5540,acrylic,캔버스,아크릴,rule_based_material_parse,rule_material_parse,2.0
72.5,60.5,3.0,4386.25,8.386229926897425,1.1983471074380163,True,False,acrylic,canvas,acrylic__canvas,False,True,5541,acrylic,캔버스,아크릴,rule_based_material_parse,rule_material_parse,2.0
60.6,90.9,2.5,5508.540000000001,8.614054894258702,1.5,True,False,acrylic,canvas,acrylic__canvas,False,True,5542,acrylic,캔버스,아크릴,rule_based_material_parse,rule_material_parse,2.0
41.0,31.0,0.1,1271.0,7.147559271189454,1.3225806451612905,True,False,mixed_media,paper,mixed_media__paper,False,True,5543,watercolor,종이,수채,rule_based_material_parse,rule_material_parse,19.0
70.0,70.0,3.0,4900.0,8.496990484098719,1.0,True,False,mixed_media,canvas,mixed_media__canvas,False,True,5544,"acrylic, oil, gesso, gouache",캔버스,유화,rule_based_material_parse,rule_material_parse,1.0
38.0,45.5,2.0,1729.0,7.455298485683291,1.1973684210526316,True,False,mixed_media,canvas,mixed_media__canvas,False,True,5545,"acrylic, oil, gesso, gouache",캔버스,유화,rule_based_material_parse,rule_material_parse,1.0
41.0,53.0,2.0,2173.0,7.683863980256429,1.2926829268292683,True,False,mixed_media,canvas,mixed_media__canvas,False,True,5548,"acrylic, oil, gesso, gouache",캔버스,유화,rule_based_material_parse,rule_material_parse,1.0
45.5,53.0,2.0,2411.5,7.788004239509027,1.164835164835165,True,False,mixed_media,canvas,mixed_media__canvas,False,True,5549,"acrylic, oil, gesso, gouache",캔버스,유화,rule_based_material_parse,rule_material_parse,1.0
73.0,53.0,3.0,3869.0,8.260751354700513,1.3773584905660377,True,False,mixed_media,canvas,mixed_media__canvas,False,True,5550,"acrylic, oil, gesso",캔버스,유화,rule_based_material_parse,rule_material_parse,1.0
30.0,30.0,4.0,900.0,6.802394763324311,1.0,True,False,acrylic,canvas,acrylic__canvas,False,True,5552,acrylic,캔버스,아크릴,rule_based_material_parse,rule_material_parse,2.0
72.7,60.6,3.0,4405.62,8.390636277614743,1.1996699669966997,True,False,acrylic,canvas,acrylic__canvas,False,True,5553,acrylic,캔버스,아크릴,rule_based_material_parse,rule_material_parse,2.0
72.7,60.6,3.0,4405.62,8.390636277614743,1.1996699669966997,True,False,acrylic,canvas,acrylic__canvas,False,True,5554,acrylic,캔버스,아크릴,rule_based_material_parse,rule_material_parse,2.0
72.7,60.6,3.0,4405.62,8.390636277614743,1.1996699669966997,True,False,acrylic,canvas,acrylic__canvas,False,True,5555,acrylic,캔버스,아크릴,rule_based_material_parse,rule_material_parse,2.0
53.0,45.5,3.0,2411.5,7.788004239509027,1.164835164835165,True,False,acrylic,canvas,acrylic__canvas,False,True,5556,acrylic,캔버스,아크릴,rule_based_material_parse,rule_material_parse,2.0
45.0,45.0,1.8,2025.0,7.613324979540639,1.0,True,False,mixed_media,canvas,mixed_media__canvas,False,True,5559,"acrylic, oil, other",캔버스,유화,rule_based_material_parse,rule_material_parse,1.0
53.0,45.5,3.0,2411.5,7.788004239509027,1.164835164835165,True,False,acrylic,canvas,acrylic__canvas,False,True,5561,acrylic,캔버스,아크릴,rule_based_material_parse,rule_material_parse,2.0
45.5,53.0,3.0,2411.5,7.788004239509027,1.164835164835165,True,False,acrylic,canvas,acrylic__canvas,False,True,5564,acrylic,캔버스,아크릴,rule_based_material_parse,rule_material_parse,2.0
60.7,50.0,2.0,3035.0,8.017966703493599,1.214,True,False,acrylic,canvas,acrylic__canvas,False,True,5565,acrylic,캔버스,아크릴,rule_based_material_parse,rule_material_parse,2.0
162.1,112.0,2.5,18155.2,9.806712300036724,1.4473214285714284,True,False,acrylic,canvas,acrylic__canvas,False,True,5566,acrylic,캔버스,아크릴,rule_based_material_parse,rule_material_parse,2.0
72.7,90.9,5.0,6608.43,8.796101385722906,1.250343878954608,True,False,other,unknown,other__unknown,False,True,5567,other,기타,기타,rule_based_material_parse,rule_material_parse,95.0
72.7,53.0,5.0,3853.1,8.256633298091595,1.3716981132075472,True,False,other,unknown,other__unknown,False,True,5568,other,기타,기타,rule_based_material_parse,rule_material_parse,95.0
53.0,65.1,4.3,3450.2999999999997,8.146216462766645,1.228301886792453,True,False,mixed_media,paper,mixed_media__paper,False,True,5571,"acrylic, paper, gesso",종이,아크릴,rule_based_material_parse,rule_material_parse,18.0
53.0,65.1,4.3,3450.2999999999997,8.146216462766645,1.228301886792453,True,False,mixed_media,paper,mixed_media__paper,False,True,5572,"acrylic, paper, gesso",종이,아크릴,rule_based_material_parse,rule_material_parse,18.0
53.0,65.1,4.3,3450.2999999999997,8.146216462766645,1.228301886792453,True,False,mixed_media,paper,mixed_media__paper,False,True,5573,"acrylic, paper, gesso",종이,아크릴,rule_based_material_parse,rule_material_parse,18.0
30.0,30.0,2.0,900.0,6.802394763324311,1.0,True,False,mixed_media,canvas,mixed_media__canvas,False,True,5574,"acrylic, oil, gesso, gouache",캔버스,유화,rule_based_material_parse,rule_material_parse,1.0
65.1,53.0,2.0,3450.2999999999997,8.146216462766645,1.228301886792453,True,False,mixed_media,canvas,mixed_media__canvas,False,True,5575,"acrylic, oil, gesso, gouache",캔버스,유화,rule_based_material_parse,rule_material_parse,1.0
112.0,145.0,3.0,16240.0,9.69523261371567,1.2946428571428572,True,False,oil,canvas,oil__canvas,False,True,5576,oil,캔버스,유화,rule_based_material_parse,rule_material_parse,1.0
60.6,72.7,3.0,4405.62,8.390636277614743,1.1996699669966997,True,False,mixed_media,canvas,mixed_media__canvas,False,True,5577,"acrylic, oil, gesso, gouache",캔버스,유화,rule_based_material_parse,rule_material_parse,1.0
80.0,80.0,5.1,6400.0,8.764053269347762,1.0,True,False,oil,canvas,oil__canvas,False,True,5578,oil,캔버스,유화,rule_based_material_parse,rule_material_parse,1.0
91.0,117.0,4.5,10647.0,9.273033441314606,1.2857142857142858,True,False,mixed_media,canvas,mixed_media__canvas,False,True,5579,"acrylic, oil",캔버스,유화,rule_based_material_parse,rule_material_parse,1.0
26.0,36.0,0.1,936.0,6.841615476477592,1.3846153846153846,True,False,mixed_media,paper,mixed_media__paper,False,True,5580,"watercolor, ink",종이,수채,rule_based_material_parse,rule_material_parse,19.0
72.7,60.6,2.0,4405.62,8.390636277614743,1.1996699669966997,True,False,acrylic,canvas,acrylic__canvas,False,True,5581,acrylic,캔버스,아크릴,rule_based_material_parse,rule_material_parse,2.0
45.5,45.5,4.0,2070.25,7.63542465191381,1.0,True,False,acrylic,canvas,acrylic__canvas,False,True,5585,acrylic,캔버스,아크릴,rule_based_material_parse,rule_material_parse,2.0
45.5,45.5,4.0,2070.25,7.63542465191381,1.0,True,False,acrylic,canvas,acrylic__canvas,False,True,5586,acrylic,캔버스,아크릴,rule_based_material_parse,rule_material_parse,2.0
40.0,40.0,1.8,1600.0,7.377758908227872,1.0,True,False,acrylic,canvas,acrylic__canvas,False,True,5587,acrylic,캔버스,아크릴,rule_based_material_parse,rule_material_parse,2.0
24.0,33.0,2.0,792.0,6.674561391814426,1.375,True,False,mixed_media,canvas,mixed_media__canvas,False,True,5588,"acrylic, oil, gesso",캔버스,유화,rule_based_material_parse,rule_material_parse,1.0
53.0,45.5,2.5,2411.5,7.788004239509027,1.164835164835165,True,False,ink,paper,ink__paper,False,True,5590,"ink, paper",종이,수묵,rule_based_material_parse,rule_material_parse,20.0
53.0,45.5,2.0,2411.5,7.788004239509027,1.164835164835165,True,False,mixed_media,canvas,mixed_media__canvas,False,True,5592,"acrylic, gouache, other",캔버스,아크릴,rule_based_material_parse,rule_material_parse,2.0
33.4,24.2,2.0,808.28,6.694908533145296,1.3801652892561984,True,False,mixed_media,canvas,mixed_media__canvas,False,True,5593,"acrylic, gouache, other",캔버스,아크릴,rule_based_material_parse,rule_material_parse,2.0
80.0,80.0,5.0,6400.0,8.764053269347762,1.0,True,False,mixed_media,canvas,mixed_media__canvas,False,True,5594,"acrylic, oil, gesso, gouache",캔버스,유화,rule_based_material_parse,rule_material_parse,1.0
144.8,96.5,2.5,13973.2,9.544896488296557,1.500518134715026,True,False,mixed_media,canvas,mixed_media__canvas,False,True,5595,"acrylic, oil, airbrush",캔버스,유화,rule_based_material_parse,rule_material_parse,1.0
40.6,50.8,2.5,2062.48,7.631664421192123,1.251231527093596,True,False,acrylic,canvas,acrylic__canvas,False,True,5596,acrylic,캔버스,아크릴,rule_based_material_parse,rule_material_parse,2.0
61.0,61.0,2.0,3721.0,8.221747728346623,1.0,True,False,oil,canvas,oil__canvas,False,True,5598,oil,캔버스,유화,rule_based_material_parse,rule_material_parse,1.0
45.5,45.5,2.0,2070.25,7.63542465191381,1.0,True,False,oil,canvas,oil__canvas,False,True,5599,oil,캔버스,유화,rule_based_material_parse,rule_material_parse,1.0
122.0,122.0,3.5,14884.0,9.608042089466514,1.0,True,False,oil,canvas,oil__canvas,False,True,5600,oil,캔버스,유화,rule_based_material_parse,rule_material_parse,1.0
122.0,122.0,3.5,14884.0,9.608042089466514,1.0,True,False,oil,canvas,oil__canvas,False,True,5601,oil,캔버스,유화,rule_based_material_parse,rule_material_parse,1.0
63.0,78.0,4.0,4914.0,8.499843553081124,1.238095238095238,True,False,mixed_media,fabric,mixed_media__fabric,False,True,5602,"tempera, ink",섬유,수묵,rule_based_material_parse,rule_material_parse,71.0
52.0,60.0,4.0,3120.0,8.045588280803528,1.1538461538461535,True,False,mixed_media,fabric,mixed_media__fabric,False,True,5603,"tempera, ink",섬유,수묵,rule_based_material_parse,rule_material_parse,71.0
52.0,80.0,3.0,4160.0,8.333270353255308,1.5384615384615383,True,False,mixed_media,fabric,mixed_media__fabric,False,True,5604,"tempera, ink",섬유,수묵,rule_based_material_parse,rule_material_parse,71.0
93.0,140.0,4.0,13020.0,9.47424191576256,1.5053763440860215,True,False,mixed_media,fabric,mixed_media__fabric,False,True,5605,"tempera, ink",섬유,수묵,rule_based_material_parse,rule_material_parse,71.0
64.0,84.0,4.0,5376.0,8.589699882202986,1.3125,True,False,mixed_media,fabric,mixed_media__fabric,False,True,5606,"tempera, ink",섬유,수묵,rule_based_material_parse,rule_material_parse,71.0
64.0,84.0,4.0,5376.0,8.589699882202986,1.3125,True,False,mixed_media,fabric,mixed_media__fabric,False,True,5607,"tempera, ink",섬유,수묵,rule_based_material_parse,rule_material_parse,71.0
55.0,72.0,3.0,3960.0,8.283999304248526,1.309090909090909,True,False,mixed_media,fabric,mixed_media__fabric,False,True,5608,"tempera, ink",섬유,수묵,rule_based_material_parse,rule_material_parse,71.0
42.0,62.0,3.0,2604.0,7.86480400332846,1.4761904761904765,True,False,mixed_media,fabric,mixed_media__fabric,False,True,5609,"tempera, ink",섬유,수묵,rule_based_material_parse,rule_material_parse,71.0
162.2,130.3,2.0,21134.66,9.958669625812112,1.244819646968534,True,False,mixed_media,canvas,mixed_media__canvas,False,True,5610,"acrylic, gouache",캔버스,아크릴,rule_based_material_parse,rule_material_parse,2.0
53.0,45.5,2.0,2411.5,7.788004239509027,1.164835164835165,True,False,mixed_media,panel,mixed_media__panel,False,True,5611,"acrylic, ink, gesso",목재,아크릴,rule_based_material_parse,rule_material_parse,45.0
90.9,72.7,3.0,6608.43,8.796101385722906,1.250343878954608,True,False,mixed_media,canvas,mixed_media__canvas,False,True,5612,"acrylic, oil, gesso, gouache",캔버스,유화,rule_based_material_parse,rule_material_parse,1.0
60.6,72.7,2.0,4405.62,8.390636277614743,1.1996699669966997,True,False,acrylic,canvas,acrylic__canvas,False,True,5615,acrylic,캔버스,아크릴,rule_based_material_parse,rule_material_parse,2.0
27.3,40.9,2.0,1116.57,7.01801676523967,1.4981684981684982,True,False,acrylic,canvas,acrylic__canvas,False,True,5616,acrylic,캔버스,아크릴,rule_based_material_parse,rule_material_parse,2.0
45.5,53.0,2.0,2411.5,7.788004239509027,1.164835164835165,True,False,mixed_media,canvas,mixed_media__canvas,False,True,5618,"oil, acrylic",캔버스,유화,rule_based_material_parse,rule_material_parse,1.0
61.0,73.0,1.0,4453.0,8.401333305321703,1.1967213114754098,True,False,acrylic,canvas,acrylic__canvas,False,True,5619,acrylic,캔버스,아크릴,rule_based_material_parse,rule_material_parse,2.0
72.6,72.6,2.7,5270.759999999999,8.5699298436615,1.0,True,False,oil,canvas,oil__canvas,False,True,5620,oil,캔버스,유화,rule_based_material_parse,rule_material_parse,1.0
32.8,52.8,1.8,1731.8399999999997,7.456939706102314,1.6097560975609757,True,False,oil,canvas,oil__canvas,False,True,5621,oil,캔버스,유화,rule_based_material_parse,rule_material_parse,1.0
53.0,45.5,2.0,2411.5,7.788004239509027,1.164835164835165,True,False,mixed_media,panel,mixed_media__panel,False,True,5623,"acrylic, gesso, ink",목재,아크릴,rule_based_material_parse,rule_material_parse,45.0
53.0,45.5,2.0,2411.5,7.788004239509027,1.164835164835165,True,False,mixed_media,canvas,mixed_media__canvas,False,True,5624,"acrylic, oil, gesso, gouache",캔버스,유화,rule_based_material_parse,rule_material_parse,1.0
12.0,12.0,1.7,144.0,4.969813299576001,1.0,True,False,mixed_media,canvas,mixed_media__canvas,False,True,5625,"acrylic, oil, gesso, gouache",캔버스,유화,rule_based_material_parse,rule_material_parse,1.0
130.0,162.0,3.0,21060.0,9.955130785687968,1.2461538461538462,True,False,oil,canvas,oil__canvas,False,True,5626,oil,캔버스,유화,rule_based_material_parse,rule_material_parse,1.0
52.8,33.3,1.8,1758.2399999999998,7.472068587698613,1.5855855855855856,True,False,mixed_media,canvas,mixed_media__canvas,False,True,5627,"oil, acrylic, thread",캔버스,유화,rule_based_material_parse,rule_material_parse,1.0
90.9,72.7,2.0,6608.43,8.796101385722906,1.250343878954608,True,False,mixed_media,panel,mixed_media__panel,False,True,5628,"acrylic, ink, gesso",목재,아크릴,rule_based_material_parse,rule_material_parse,45.0
45.5,45.5,2.0,2070.25,7.63542465191381,1.0,True,False,oil,canvas,oil__canvas,False,True,5629,oil,캔버스,유화,rule_based_material_parse,rule_material_parse,1.0
23.5,28.0,0.2,658.0,6.489204931325317,1.1914893617021276,True,False,mixed_media,paper,mixed_media__paper,False,True,5632,"watercolor, paper, black & white, gelatin",종이,수채,rule_based_material_parse,rule_material_parse,19.0
25.5,32.0,0.2,816.0,6.704414354964107,1.2549019607843137,True,False,other,paper,other__paper,False,True,5633,"black & white, gelatin",종이,기타,rule_based_material_parse,rule_material_parse,31.0
53.0,73.0,3.0,3869.0,8.260751354700513,1.3773584905660377,True,False,other,unknown,other__unknown,False,True,5634,other,기타,기타,rule_based_material_parse,rule_material_parse,95.0
53.0,41.0,3.0,2173.0,7.683863980256429,1.2926829268292683,True,False,other,unknown,other__unknown,False,True,5637,other,기타,기타,rule_based_material_parse,rule_material_parse,95.0
54.0,54.0,5.0,2916.0,7.977968093128549,1.0,True,False,other,unknown,other__unknown,False,True,5640,other,기타,기타,rule_based_material_parse,rule_material_parse,95.0
61.0,73.0,2.0,4453.0,8.401333305321703,1.1967213114754098,True,False,mixed_media,canvas,mixed_media__canvas,False,True,5641,"oil, gesso",캔버스,유화,rule_based_material_parse,rule_material_parse,1.0
53.0,45.5,2.0,2411.5,7.788004239509027,1.164835164835165,True,False,mixed_media,panel,mixed_media__panel,False,True,5642,"acrylic, ink",목재,아크릴,rule_based_material_parse,rule_material_parse,45.0
80.0,100.0,4.5,8000.0,8.987196820661973,1.25,True,False,mixed_media,canvas,mixed_media__canvas,False,True,5643,"acrylic, oil",캔버스,유화,rule_based_material_parse,rule_material_parse,1.0
68.0,58.0,2.0,3944.0,8.279950715722526,1.1724137931034482,True,False,ink,canvas,ink__canvas,False,True,5644,ink,캔버스,수묵,rule_based_material_parse,rule_material_parse,4.0
63.0,90.0,3.3,5670.0,8.642944396721798,1.4285714285714286,True,False,acrylic,canvas,acrylic__canvas,False,True,5646,acrylic,캔버스,아크릴,rule_based_material_parse,rule_material_parse,2.0
45.0,45.0,2.3,2025.0,7.613324979540639,1.0,True,False,acrylic,canvas,acrylic__canvas,False,True,5647,acrylic,캔버스,아크릴,rule_based_material_parse,rule_material_parse,2.0
45.0,45.0,2.3,2025.0,7.613324979540639,1.0,True,False,acrylic,canvas,acrylic__canvas,False,True,5649,acrylic,캔버스,아크릴,rule_based_material_parse,rule_material_parse,2.0
65.0,90.0,3.3,5850.0,8.674196940225903,1.3846153846153846,True,False,acrylic,canvas,acrylic__canvas,False,True,5651,acrylic,캔버스,아크릴,rule_based_material_parse,rule_material_parse,2.0
122.0,122.0,3.5,14884.0,9.608042089466514,1.0,True,False,oil,canvas,oil__canvas,False,True,5652,oil,캔버스,유화,rule_based_material_parse,rule_material_parse,1.0
45.5,45.5,2.0,2070.25,7.63542465191381,1.0,True,False,oil,canvas,oil__canvas,False,True,5653,oil,캔버스,유화,rule_based_material_parse,rule_material_parse,1.0
45.5,45.5,2.0,2070.25,7.63542465191381,1.0,True,False,oil,canvas,oil__canvas,False,True,5654,oil,캔버스,유화,rule_based_material_parse,rule_material_parse,1.0
45.5,45.5,2.0,2070.25,7.63542465191381,1.0,True,False,oil,canvas,oil__canvas,False,True,5655,oil,캔버스,유화,rule_based_material_parse,rule_material_parse,1.0
366.0,152.4,3.5,55778.4,10.929141976653913,2.401574803149606,True,False,oil,canvas,oil__canvas,False,True,5656,oil,캔버스,유화,rule_based_material_parse,rule_material_parse,1.0
45.5,38.0,2.7,1729.0,7.455298485683291,1.1973684210526316,True,False,acrylic,canvas,acrylic__canvas,False,True,5658,acrylic,캔버스,아크릴,rule_based_material_parse,rule_material_parse,2.0
45.5,38.0,2.7,1729.0,7.455298485683291,1.1973684210526316,True,False,acrylic,canvas,acrylic__canvas,False,True,5659,acrylic,캔버스,아크릴,rule_based_material_parse,rule_material_parse,2.0
