width_cm,height_cm,depth_cm,area_cm2,log_area,aspect_ratio,has_depth,is_3d_candidate,medium_category,support_category,medium_support_bucket,is_extreme_aspect_ratio,is_training_candidate,_track6_row_id,collected_material_raw,nant_support,nant_tool,nant_material_note,nant_material_match_method,nant_material_idx
117.0,91.0,2.0,10647.0,9.273033441314606,1.2857142857142858,True,False,acrylic,canvas,acrylic__canvas,False,True,19689,acrylic,캔버스,아크릴,rule_based_material_parse,rule_material_parse,2.0
100.0,36.0,5.4,3600.0,8.1886891244442,2.7777777777777777,True,False,acrylic,paper,acrylic__paper,False,True,19690,acrylic,종이,아크릴,rule_based_material_parse,rule_material_parse,18.0
45.0,45.0,0.1,2025.0,7.613324979540639,1.0,True,False,mixed_media,paper,mixed_media__paper,False,True,19693,"watercolor, ink",종이,수채,rule_based_material_parse,rule_material_parse,19.0
91.0,60.9,3.5,5541.9,8.620092681232702,1.4942528735632183,True,False,oil,canvas,oil__canvas,False,True,19698,oil,캔버스,유화,rule_based_material_parse,rule_material_parse,1.0
54.0,39.0,0.1,2106.0,7.652545692693921,1.3846153846153846,True,False,mixed_media,paper,mixed_media__paper,False,True,19699,"watercolor, ink",종이,수채,rule_based_material_parse,rule_material_parse,19.0
76.0,55.0,0.1,4180.0,8.338066525518801,1.3818181818181818,True,False,mixed_media,paper,mixed_media__paper,False,True,19700,"watercolor, ink",종이,수채,rule_based_material_parse,rule_material_parse,19.0
55.0,40.0,0.1,2200.0,7.696212639346407,1.375,True,False,mixed_media,paper,mixed_media__paper,False,True,19704,"watercolor, ink, pencil",종이,수채,rule_based_material_parse,rule_material_parse,19.0
52.0,37.0,0.1,1924.0,7.562161631225652,1.4054054054054057,True,False,mixed_media,paper,mixed_media__paper,False,True,19705,"watercolor, ink, pencil",종이,수채,rule_based_material_parse,rule_material_parse,19.0
33.2,24.3,2.0,806.7600000000001,6.6930262262689455,1.3662551440329218,True,False,acrylic,canvas,acrylic__canvas,False,True,19708,acrylic,캔버스,아크릴,rule_based_material_parse,rule_material_parse,2.0
21.84,21.84,2.03,476.9856,6.167486301753408,1.0,True,False,mixed_media,canvas,mixed_media__canvas,False,True,19709,"oil, color, paint",캔버스,유화,rule_based_material_parse,rule_material_parse,1.0
30.48,22.86,0.25,696.7728,6.54645938918511,1.3333333333333337,True,False,mixed_media,paper,mixed_media__paper,False,True,19710,watercolor,종이,수채,rule_based_material_parse,rule_material_parse,19.0
30.48,22.86,0.25,696.7728,6.54645938918511,1.3333333333333337,True,False,mixed_media,paper,mixed_media__paper,False,True,19711,watercolor,종이,수채,rule_based_material_parse,rule_material_parse,19.0
30.48,22.86,0.25,696.7728,6.54645938918511,1.3333333333333337,True,False,mixed_media,paper,mixed_media__paper,False,True,19712,watercolor,종이,수채,rule_based_material_parse,rule_material_parse,19.0
30.48,22.86,0.25,696.7728,6.54645938918511,1.3333333333333337,True,False,mixed_media,paper,mixed_media__paper,False,True,19714,watercolor,종이,수채,rule_based_material_parse,rule_material_parse,19.0
30.48,22.86,0.25,696.7728,6.54645938918511,1.3333333333333337,True,False,mixed_media,paper,mixed_media__paper,False,True,19715,watercolor,종이,수채,rule_based_material_parse,rule_material_parse,19.0
29.0,41.0,0.1,1189.0,7.080867896690782,1.4137931034482758,True,False,mixed_media,paper,mixed_media__paper,False,True,19716,"acrylic, color, other",종이,아크릴,rule_based_material_parse,rule_material_parse,18.0
55.0,76.0,0.1,4180.0,8.338066525518801,1.3818181818181818,True,False,mixed_media,paper,mixed_media__paper,False,True,19717,"watercolor, ink, pencil",종이,수채,rule_based_material_parse,rule_material_parse,19.0
39.0,54.0,0.1,2106.0,7.652545692693921,1.3846153846153846,True,False,mixed_media,paper,mixed_media__paper,False,True,19718,"watercolor, ink, pencil",종이,수채,rule_based_material_parse,rule_material_parse,19.0
54.0,39.0,0.1,2106.0,7.652545692693921,1.3846153846153846,True,False,mixed_media,paper,mixed_media__paper,False,True,19719,"watercolor, ink, pencil",종이,수채,rule_based_material_parse,rule_material_parse,19.0
45.6,65.0,2.5,2964.0,7.994294986415977,1.425438596491228,True,False,acrylic,canvas,acrylic__canvas,False,True,19720,acrylic,캔버스,아크릴,rule_based_material_parse,rule_material_parse,2.0
76.0,55.0,0.1,4180.0,8.338066525518801,1.3818181818181818,True,False,mixed_media,paper,mixed_media__paper,False,True,19721,"watercolor, ink, pencil",종이,수채,rule_based_material_parse,rule_material_parse,19.0
76.0,55.0,0.1,4180.0,8.338066525518801,1.3818181818181818,True,False,mixed_media,paper,mixed_media__paper,False,True,19722,"watercolor, ink",종이,수채,rule_based_material_parse,rule_material_parse,19.0
39.0,54.0,0.1,2106.0,7.652545692693921,1.3846153846153846,True,False,mixed_media,paper,mixed_media__paper,False,True,19723,"watercolor, pencil, ink",종이,수채,rule_based_material_parse,rule_material_parse,19.0
60.6,72.7,2.2,4405.62,8.390636277614743,1.1996699669966997,True,False,oil,canvas,oil__canvas,False,True,19724,oil,캔버스,유화,rule_based_material_parse,rule_material_parse,1.0
45.5,53.0,2.2,2411.5,7.788004239509027,1.164835164835165,True,False,oil,canvas,oil__canvas,False,True,19725,oil,캔버스,유화,rule_based_material_parse,rule_material_parse,1.0
30.48,22.86,0.25,696.7728,6.54645938918511,1.3333333333333337,True,False,mixed_media,paper,mixed_media__paper,False,True,19726,watercolor,종이,수채,rule_based_material_parse,rule_material_parse,19.0
21.0,29.0,0.1,609.0,6.411818267709897,1.380952380952381,True,False,acrylic,paper,acrylic__paper,False,True,19727,"acrylic, other",종이,아크릴,rule_based_material_parse,rule_material_parse,18.0
76.0,55.0,0.1,4180.0,8.338066525518801,1.3818181818181818,True,False,mixed_media,paper,mixed_media__paper,False,True,19730,"watercolor, ink, pencil",종이,수채,rule_based_material_parse,rule_material_parse,19.0
30.48,22.86,0.25,696.7728,6.54645938918511,1.3333333333333337,True,False,mixed_media,paper,mixed_media__paper,False,True,19732,watercolor,종이,수채,rule_based_material_parse,rule_material_parse,19.0
30.48,22.86,0.25,696.7728,6.54645938918511,1.3333333333333337,True,False,mixed_media,paper,mixed_media__paper,False,True,19733,watercolor,종이,수채,rule_based_material_parse,rule_material_parse,19.0
30.48,22.86,0.25,696.7728,6.54645938918511,1.3333333333333337,True,False,mixed_media,paper,mixed_media__paper,False,True,19734,watercolor,종이,수채,rule_based_material_parse,rule_material_parse,19.0
30.0,40.0,0.1,1200.0,7.090076835776092,1.3333333333333333,True,False,mixed_media,paper,mixed_media__paper,False,True,19736,watercolor,종이,수채,rule_based_material_parse,rule_material_parse,19.0
91.0,72.7,2.0,6615.7,8.797200891056324,1.2517193947730398,True,False,acrylic,canvas,acrylic__canvas,False,True,19737,acrylic,캔버스,아크릴,rule_based_material_parse,rule_material_parse,2.0
30.0,40.0,0.1,1200.0,7.090076835776092,1.3333333333333333,True,False,mixed_media,paper,mixed_media__paper,False,True,19738,watercolor,종이,수채,rule_based_material_parse,rule_material_parse,19.0
30.5,43.0,0.1,1311.5,7.178926799306929,1.4098360655737705,True,False,mixed_media,paper,mixed_media__paper,False,True,19739,watercolor,종이,수채,rule_based_material_parse,rule_material_parse,19.0
30.5,45.0,0.1,1372.5,7.224389173383686,1.475409836065574,True,False,mixed_media,paper,mixed_media__paper,False,True,19740,watercolor,종이,수채,rule_based_material_parse,rule_material_parse,19.0
30.48,22.86,0.25,696.7728,6.54645938918511,1.3333333333333337,True,False,mixed_media,paper,mixed_media__paper,False,True,19741,watercolor,종이,수채,rule_based_material_parse,rule_material_parse,19.0
45.0,60.6,2.0,2727.0,7.910957382845589,1.346666666666667,True,False,acrylic,canvas,acrylic__canvas,False,True,19742,acrylic,캔버스,아크릴,rule_based_material_parse,rule_material_parse,2.0
30.99,43.69,0.25,1353.9531,7.210783814763001,1.409809616005163,True,False,mixed_media,paper,mixed_media__paper,False,True,19743,"watercolor, color, paint",종이,수채,rule_based_material_parse,rule_material_parse,19.0
30.99,43.69,0.25,1353.9531,7.210783814763001,1.409809616005163,True,False,mixed_media,paper,mixed_media__paper,False,True,19744,"other, watercolor",종이,수채,rule_based_material_parse,rule_material_parse,19.0
30.99,43.69,0.25,1353.9531,7.210783814763001,1.409809616005163,True,False,mixed_media,paper,mixed_media__paper,False,True,19745,"watercolor, paint",종이,수채,rule_based_material_parse,rule_material_parse,19.0
30.99,43.69,0.25,1353.9531,7.210783814763001,1.409809616005163,True,False,mixed_media,paper,mixed_media__paper,False,True,19746,"watercolor, paint",종이,수채,rule_based_material_parse,rule_material_parse,19.0
30.99,43.69,0.25,1353.9531,7.210783814763001,1.409809616005163,True,False,mixed_media,paper,mixed_media__paper,False,True,19747,watercolor,종이,수채,rule_based_material_parse,rule_material_parse,19.0
30.99,43.69,0.25,1353.9531,7.210783814763001,1.409809616005163,True,False,mixed_media,paper,mixed_media__paper,False,True,19748,watercolor,종이,수채,rule_based_material_parse,rule_material_parse,19.0
30.99,43.69,0.25,1353.9531,7.210783814763001,1.409809616005163,True,False,mixed_media,paper,mixed_media__paper,False,True,19749,watercolor,종이,수채,rule_based_material_parse,rule_material_parse,19.0
30.99,43.69,0.25,1353.9531,7.210783814763001,1.409809616005163,True,False,mixed_media,paper,mixed_media__paper,False,True,19750,watercolor,종이,수채,rule_based_material_parse,rule_material_parse,19.0
30.99,43.69,0.25,1353.9531,7.210783814763001,1.409809616005163,True,False,mixed_media,paper,mixed_media__paper,False,True,19751,watercolor,종이,수채,rule_based_material_parse,rule_material_parse,19.0
130.3,162.2,2.9,21134.66,9.958669625812112,1.244819646968534,True,False,acrylic,canvas,acrylic__canvas,False,True,19752,acrylic,캔버스,아크릴,rule_based_material_parse,rule_material_parse,2.0
90.93,72.64,2.54,6605.1552,8.79560571403086,1.2517896475770929,True,False,mixed_media,paper,mixed_media__paper,False,True,19754,"watercolor, ink, color",종이,수채,rule_based_material_parse,rule_material_parse,19.0
22.86,30.48,2.54,696.7728,6.54645938918511,1.3333333333333337,True,False,acrylic,panel,acrylic__panel,False,True,19755,"acrylic, marker, other",목재,아크릴,rule_based_material_parse,rule_material_parse,45.0
66.04,21.08,2.54,1392.1232,7.238585342725089,3.132827324478179,True,False,mixed_media,paper,mixed_media__paper,False,True,19756,"ink, other, watercolor",종이,수채,rule_based_material_parse,rule_material_parse,19.0
19.05,24.13,2.54,459.6765,6.1305229812096504,1.2666666666666666,True,False,mixed_media,paper,mixed_media__paper,False,True,19757,"ink, other, watercolor",종이,수채,rule_based_material_parse,rule_material_parse,19.0
72.64,59.94,2.54,4354.0416,8.378859796181555,1.2118785452118783,True,False,ink,paper,ink__paper,False,True,19758,"ink, other",종이,수묵,rule_based_material_parse,rule_material_parse,20.0
53.34,45.72,2.54,2438.7048,7.7992223576804784,1.1666666666666667,True,False,ink,paper,ink__paper,False,True,19759,"ink, other",종이,수묵,rule_based_material_parse,rule_material_parse,20.0
32.0,40.5,2.0,1296.0,7.16703787691222,1.265625,True,False,acrylic,canvas,acrylic__canvas,False,True,19760,acrylic,캔버스,아크릴,rule_based_material_parse,rule_material_parse,2.0
55.0,76.0,0.1,4180.0,8.338066525518801,1.3818181818181818,True,False,mixed_media,paper,mixed_media__paper,False,True,19761,"watercolor, ink, pencil",종이,수채,rule_based_material_parse,rule_material_parse,19.0
30.48,22.86,0.25,696.7728,6.54645938918511,1.3333333333333337,True,False,mixed_media,paper,mixed_media__paper,False,True,19762,watercolor,종이,수채,rule_based_material_parse,rule_material_parse,19.0
30.48,22.86,0.25,696.7728,6.54645938918511,1.3333333333333337,True,False,mixed_media,paper,mixed_media__paper,False,True,19763,watercolor,종이,수채,rule_based_material_parse,rule_material_parse,19.0
30.0,30.0,2.0,900.0,6.802394763324311,1.0,True,False,mixed_media,canvas,mixed_media__canvas,False,True,19764,"acrylic, oil",캔버스,유화,rule_based_material_parse,rule_material_parse,1.0
72.7,91.0,2.5,6615.7,8.797200891056324,1.2517193947730398,True,False,oil,canvas,oil__canvas,False,True,19765,oil,캔버스,유화,rule_based_material_parse,rule_material_parse,1.0
30.48,22.86,0.25,696.7728,6.54645938918511,1.3333333333333337,True,False,mixed_media,paper,mixed_media__paper,False,True,19766,watercolor,종이,수채,rule_based_material_parse,rule_material_parse,19.0
30.48,22.86,0.25,696.7728,6.54645938918511,1.3333333333333337,True,False,mixed_media,paper,mixed_media__paper,False,True,19767,watercolor,종이,수채,rule_based_material_parse,rule_material_parse,19.0
30.48,22.86,0.25,696.7728,6.54645938918511,1.3333333333333337,True,False,mixed_media,paper,mixed_media__paper,False,True,19768,watercolor,종이,수채,rule_based_material_parse,rule_material_parse,19.0
61.0,83.0,0.3,5063.0,8.529714471969909,1.360655737704918,True,False,mixed_media,paper,mixed_media__paper,False,True,19769,"charcoal, pastel, digital, acrylic, photo",종이,사진/디지털,rule_based_material_parse,rule_material_parse,26.0
61.0,61.0,0.25,3721.0,8.221747728346623,1.0,True,False,mixed_media,paper,mixed_media__paper,False,True,19770,"pencil, pastel, digital, metal",금속,사진/디지털,rule_based_material_parse,rule_material_parse,62.0
61.0,80.0,0.25,4880.0,8.492900498847193,1.3114754098360657,True,False,mixed_media,paper,mixed_media__paper,False,True,19771,"charcoal, digital, metal, other, pastel",금속,사진/디지털,rule_based_material_parse,rule_material_parse,62.0
61.0,80.0,0.25,4880.0,8.492900498847193,1.3114754098360657,True,False,mixed_media,paper,mixed_media__paper,False,True,19772,"acrylic, digital, other",종이,사진/디지털,rule_based_material_parse,rule_material_parse,26.0
130.05,162.05,2.79,21074.602500000005,9.955823921482216,1.2460592079969242,True,False,mixed_media,canvas,mixed_media__canvas,False,True,19773,"acrylic, gesso, spray paint",캔버스,아크릴,rule_based_material_parse,rule_material_parse,2.0
130.05,162.05,2.79,21074.602500000005,9.955823921482216,1.2460592079969242,True,False,mixed_media,canvas,mixed_media__canvas,False,True,19774,"acrylic, gesso, spray paint",캔버스,아크릴,rule_based_material_parse,rule_material_parse,2.0
130.05,162.05,2.79,21074.602500000005,9.955823921482216,1.2460592079969242,True,False,mixed_media,canvas,mixed_media__canvas,False,True,19776,"acrylic, spray paint, gesso",캔버스,아크릴,rule_based_material_parse,rule_material_parse,2.0
130.05,162.05,2.79,21074.602500000005,9.955823921482216,1.2460592079969242,True,False,mixed_media,canvas,mixed_media__canvas,False,True,19777,"acrylic, spray paint, gesso",캔버스,아크릴,rule_based_material_parse,rule_material_parse,2.0
72.64,90.93,2.79,6605.1552,8.79560571403086,1.2517896475770929,True,False,mixed_media,canvas,mixed_media__canvas,False,True,19778,"acrylic, spray paint, gesso",캔버스,아크릴,rule_based_material_parse,rule_material_parse,2.0
72.64,90.93,2.79,6605.1552,8.79560571403086,1.2517896475770929,True,False,mixed_media,canvas,mixed_media__canvas,False,True,19779,"acrylic, gesso, spray paint",캔버스,아크릴,rule_based_material_parse,rule_material_parse,2.0
91.44,129.54,3.05,11845.137599999998,9.379672733241328,1.4166666666666663,True,False,oil,canvas,oil__canvas,False,True,19781,oil,캔버스,유화,rule_based_material_parse,rule_material_parse,1.0
91.0,130.0,3.0,11830.0,9.378393956972433,1.4285714285714286,True,False,oil,canvas,oil__canvas,False,True,19782,oil,캔버스,유화,rule_based_material_parse,rule_material_parse,1.0
30.48,22.86,0.25,696.7728,6.54645938918511,1.3333333333333337,True,False,mixed_media,paper,mixed_media__paper,False,True,19783,watercolor,종이,수채,rule_based_material_parse,rule_material_parse,19.0
30.48,22.86,0.25,696.7728,6.54645938918511,1.3333333333333337,True,False,mixed_media,paper,mixed_media__paper,False,True,19784,watercolor,종이,수채,rule_based_material_parse,rule_material_parse,19.0
91.0,130.0,3.0,11830.0,9.378393956972433,1.4285714285714286,True,False,oil,canvas,oil__canvas,False,True,19785,oil,캔버스,유화,rule_based_material_parse,rule_material_parse,1.0
72.9,72.9,3.05,5314.410000000001,8.578177278029225,1.0,True,False,oil,canvas,oil__canvas,False,True,19787,oil,캔버스,유화,rule_based_material_parse,rule_material_parse,1.0
116.59,90.93,7.62,10601.5287,9.26875348668302,1.2821950951281205,True,False,oil,canvas,oil__canvas,False,True,19788,oil,캔버스,유화,rule_based_material_parse,rule_material_parse,1.0
116.59,90.93,7.62,10601.5287,9.26875348668302,1.2821950951281205,True,False,oil,canvas,oil__canvas,False,True,19789,oil,캔버스,유화,rule_based_material_parse,rule_material_parse,1.0
73.0,73.0,3.0,5329.0,8.580918882296782,1.0,True,False,oil,canvas,oil__canvas,False,True,19790,oil,캔버스,유화,rule_based_material_parse,rule_material_parse,1.0
48.0,48.0,3.0,2304.0,7.742402021815782,1.0,True,False,oil,canvas,oil__canvas,False,True,19791,oil,캔버스,유화,rule_based_material_parse,rule_material_parse,1.0
48.0,48.0,3.0,2304.0,7.742402021815782,1.0,True,False,oil,canvas,oil__canvas,False,True,19792,oil,캔버스,유화,rule_based_material_parse,rule_material_parse,1.0
48.0,48.0,3.0,2304.0,7.742402021815782,1.0,True,False,oil,canvas,oil__canvas,False,True,19794,oil,캔버스,유화,rule_based_material_parse,rule_material_parse,1.0
259.1,193.9,5.0,50239.490000000005,10.824556649816673,1.3362558019597732,True,False,oil,canvas,oil__canvas,False,True,19796,oil,캔버스,유화,rule_based_material_parse,rule_material_parse,1.0
116.8,91.0,3.0,10628.8,9.271322576910975,1.2835164835164834,True,False,oil,canvas,oil__canvas,False,True,19797,oil,캔버스,유화,rule_based_material_parse,rule_material_parse,1.0
259.1,193.9,5.0,50239.490000000005,10.824556649816673,1.3362558019597732,True,False,oil,canvas,oil__canvas,False,True,19798,oil,캔버스,유화,rule_based_material_parse,rule_material_parse,1.0
41.0,53.0,3.0,2173.0,7.683863980256429,1.2926829268292683,True,False,mixed_media,paper,mixed_media__paper,False,True,19799,"other, watercolor",종이,수채,rule_based_material_parse,rule_material_parse,19.0
45.0,53.0,3.0,2385.0,7.776954403322442,1.1777777777777778,True,False,mixed_media,paper,mixed_media__paper,False,True,19800,watercolor,종이,수채,rule_based_material_parse,rule_material_parse,19.0
45.0,53.0,3.0,2385.0,7.776954403322442,1.1777777777777778,True,False,mixed_media,paper,mixed_media__paper,False,True,19801,watercolor,종이,수채,rule_based_material_parse,rule_material_parse,19.0
259.1,193.9,5.0,50239.490000000005,10.824556649816673,1.3362558019597732,True,False,oil,canvas,oil__canvas,False,True,19802,oil,캔버스,유화,rule_based_material_parse,rule_material_parse,1.0
259.1,193.9,5.0,50239.490000000005,10.824556649816673,1.3362558019597732,True,False,oil,canvas,oil__canvas,False,True,19803,oil,캔버스,유화,rule_based_material_parse,rule_material_parse,1.0
300.0,193.9,5.0,58170.0,10.971125036904809,1.5471892728210417,True,False,oil,canvas,oil__canvas,False,True,19804,oil,캔버스,유화,rule_based_material_parse,rule_material_parse,1.0
19.0,24.0,2.0,456.0,6.1224928095143865,1.263157894736842,True,False,sculpture_material,paper,sculpture_material__paper,False,True,19805,"found objects, other, paper, resin, stone",종이,조각,rule_based_material_parse,rule_material_parse,28.0
30.48,22.86,0.25,696.7728,6.54645938918511,1.3333333333333337,True,False,mixed_media,paper,mixed_media__paper,False,True,19806,watercolor,종이,수채,rule_based_material_parse,rule_material_parse,19.0
30.48,22.86,0.25,696.7728,6.54645938918511,1.3333333333333337,True,False,mixed_media,paper,mixed_media__paper,False,True,19807,watercolor,종이,수채,rule_based_material_parse,rule_material_parse,19.0
45.47,52.98,3.3,2409.0006,7.786967251680843,1.1651638442929404,True,False,mixed_media,canvas,mixed_media__canvas,False,True,19809,"color, oil, other",캔버스,유화,rule_based_material_parse,rule_material_parse,1.0
60.45,72.64,3.05,4391.088000000001,8.38733231135384,1.2016542597187758,True,False,mixed_media,canvas,mixed_media__canvas,False,True,19810,"oil, color, stencil, acrylic",캔버스,유화,rule_based_material_parse,rule_material_parse,1.0
57.0,75.0,2.0,4275.0,8.360539381370861,1.3157894736842106,True,False,mixed_media,paper,mixed_media__paper,False,True,19812,"other, paper, watercolor",종이,수채,rule_based_material_parse,rule_material_parse,19.0
53.0,45.5,1.8,2411.5,7.788004239509027,1.164835164835165,True,False,oil,canvas,oil__canvas,False,True,19813,oil,캔버스,유화,rule_based_material_parse,rule_material_parse,1.0
149.99,130.0,5.08,19498.7,9.878103075662851,1.1537692307692309,True,False,mixed_media,paper,mixed_media__paper,False,True,19814,watercolor,종이,수채,rule_based_material_parse,rule_material_parse,19.0
149.99,130.0,4.98,19498.7,9.878103075662851,1.1537692307692309,True,False,mixed_media,paper,mixed_media__paper,False,True,19815,"other, watercolor",종이,수채,rule_based_material_parse,rule_material_parse,19.0
133.99,69.98,4.98,9376.6202,9.14597465724006,1.914689911403258,True,False,mixed_media,paper,mixed_media__paper,False,True,19816,watercolor,종이,수채,rule_based_material_parse,rule_material_parse,19.0
87.99,149.86,4.98,13186.1814,9.486924696593634,1.7031480850096603,True,False,mixed_media,paper,mixed_media__paper,False,True,19817,"watercolor, acrylic",종이,아크릴,rule_based_material_parse,rule_material_parse,18.0
195.0,130.0,4.98,25350.0,10.14053400901933,1.5,True,False,mixed_media,paper,mixed_media__paper,False,True,19818,"acrylic, watercolor",종이,아크릴,rule_based_material_parse,rule_material_parse,18.0
15.8,22.7,2.0,358.66,5.882374864520278,1.4367088607594936,True,False,oil,canvas,oil__canvas,False,True,19819,oil,캔버스,유화,rule_based_material_parse,rule_material_parse,1.0
25.0,25.0,2.0,625.0,6.437751649736401,1.0,True,False,oil,canvas,oil__canvas,False,True,19820,oil,캔버스,유화,rule_based_material_parse,rule_material_parse,1.0
24.2,33.4,2.0,808.28,6.694908533145296,1.3801652892561984,True,False,oil,canvas,oil__canvas,False,True,19821,oil,캔버스,유화,rule_based_material_parse,rule_material_parse,1.0
20.0,20.0,2.0,400.0,5.991464547107982,1.0,True,False,oil,canvas,oil__canvas,False,True,19822,oil,캔버스,유화,rule_based_material_parse,rule_material_parse,1.0
23.0,16.0,2.0,368.0,5.908082938168931,1.4375,True,False,acrylic,canvas,acrylic__canvas,False,True,19823,acrylic,캔버스,아크릴,rule_based_material_parse,rule_material_parse,2.0
100.0,73.0,3.0,7300.0,8.895629627136483,1.36986301369863,True,False,acrylic,canvas,acrylic__canvas,False,True,19825,acrylic,캔버스,아크릴,rule_based_material_parse,rule_material_parse,2.0
24.0,33.0,2.5,792.0,6.674561391814426,1.375,True,False,acrylic,canvas,acrylic__canvas,False,True,19827,acrylic,캔버스,아크릴,rule_based_material_parse,rule_material_parse,2.0
39.98,39.98,3.0,1598.4003999999998,7.3767586581445075,1.0,True,False,mixed_media,paper,mixed_media__paper,False,True,19829,"ink, watercolor",종이,수채,rule_based_material_parse,rule_material_parse,19.0
149.99,130.0,4.98,19498.7,9.878103075662851,1.1537692307692309,True,False,mixed_media,paper,mixed_media__paper,False,True,19830,watercolor,종이,수채,rule_based_material_parse,rule_material_parse,19.0
130.0,149.99,4.98,19498.7,9.878103075662851,1.1537692307692309,True,False,mixed_media,paper,mixed_media__paper,False,True,19831,watercolor,종이,수채,rule_based_material_parse,rule_material_parse,19.0
116.59,72.64,2.79,8469.097600000001,9.044179241238238,1.6050385462555066,True,False,mixed_media,canvas,mixed_media__canvas,False,True,19832,"acrylic, oil",캔버스,유화,rule_based_material_parse,rule_material_parse,1.0
55.0,40.0,0.1,2200.0,7.696212639346407,1.375,True,False,mixed_media,paper,mixed_media__paper,False,True,19833,"acrylic, watercolor, ink",종이,아크릴,rule_based_material_parse,rule_material_parse,18.0
45.5,53.0,3.0,2411.5,7.788004239509027,1.164835164835165,True,False,oil,canvas,oil__canvas,False,True,19834,oil,캔버스,유화,rule_based_material_parse,rule_material_parse,1.0
130.3,130.3,4.0,16978.090000000004,9.7396789682616,1.0,True,False,oil,canvas,oil__canvas,False,True,19835,oil,캔버스,유화,rule_based_material_parse,rule_material_parse,1.0
61.0,91.0,2.5,5551.0,8.621733370690162,1.4918032786885247,True,False,mixed_media,paper,mixed_media__paper,False,True,19836,"ink, color",종이,수묵,rule_based_material_parse,rule_material_parse,20.0
39.0,54.0,0.1,2106.0,7.652545692693921,1.3846153846153846,True,False,mixed_media,paper,mixed_media__paper,False,True,19837,"watercolor, ink",종이,수채,rule_based_material_parse,rule_material_parse,19.0
45.0,39.0,0.1,1755.0,7.470224135899966,1.1538461538461535,True,False,mixed_media,paper,mixed_media__paper,False,True,19838,"watercolor, ink",종이,수채,rule_based_material_parse,rule_material_parse,19.0
50.0,37.0,0.1,1850.0,7.52294091807237,1.351351351351351,True,False,mixed_media,paper,mixed_media__paper,False,True,19839,"watercolor, ink",종이,수채,rule_based_material_parse,rule_material_parse,19.0
39.0,54.0,0.1,2106.0,7.652545692693921,1.3846153846153846,True,False,mixed_media,paper,mixed_media__paper,False,True,19840,"watercolor, ink",종이,수채,rule_based_material_parse,rule_material_parse,19.0
54.0,39.0,0.1,2106.0,7.652545692693921,1.3846153846153846,True,False,mixed_media,paper,mixed_media__paper,False,True,19841,"watercolor, ink",종이,수채,rule_based_material_parse,rule_material_parse,19.0
66.0,74.0,3.0,4884.0,8.493719835230594,1.121212121212121,True,False,ink,paper,ink__paper,False,True,19843,"ink, other",종이,수묵,rule_based_material_parse,rule_material_parse,20.0
73.0,85.0,3.0,6205.0,8.733110697638708,1.1643835616438356,True,False,ink,paper,ink__paper,False,True,19844,ink,종이,수묵,rule_based_material_parse,rule_material_parse,20.0
45.5,53.0,2.0,2411.5,7.788004239509027,1.164835164835165,True,False,oil,canvas,oil__canvas,False,True,19845,oil,캔버스,유화,rule_based_material_parse,rule_material_parse,1.0
72.7,72.7,4.0,5285.29,8.572682769078947,1.0,True,False,oil,canvas,oil__canvas,False,True,19846,oil,캔버스,유화,rule_based_material_parse,rule_material_parse,1.0
27.3,22.0,2.0,600.6,6.39792915554923,1.240909090909091,True,False,oil,canvas,oil__canvas,False,True,19847,oil,캔버스,유화,rule_based_material_parse,rule_material_parse,1.0
91.0,116.8,3.0,10628.8,9.271322576910975,1.2835164835164834,True,False,mixed_media,canvas,mixed_media__canvas,False,True,19848,"oil, gesso",캔버스,유화,rule_based_material_parse,rule_material_parse,1.0
193.9,112.1,3.0,21736.19,9.98673389232672,1.729705619982159,True,False,mixed_media,canvas,mixed_media__canvas,False,True,19850,"oil, gesso",캔버스,유화,rule_based_material_parse,rule_material_parse,1.0
89.4,145.5,3.0,13007.7,9.473296768791016,1.62751677852349,True,False,mixed_media,canvas,mixed_media__canvas,False,True,19851,"oil, gesso",캔버스,유화,rule_based_material_parse,rule_material_parse,1.0
97.0,162.2,3.0,15733.4,9.663541120184696,1.672164948453608,True,False,mixed_media,canvas,mixed_media__canvas,False,True,19852,"oil, gesso",캔버스,유화,rule_based_material_parse,rule_material_parse,1.0
61.0,80.0,0.25,4880.0,8.492900498847193,1.3114754098360657,True,False,mixed_media,paper,mixed_media__paper,False,True,19855,"charcoal, pastel, photo, digital, metal",금속,사진/디지털,rule_based_material_parse,rule_material_parse,62.0
61.0,80.0,0.25,4880.0,8.492900498847193,1.3114754098360657,True,False,mixed_media,paper,mixed_media__paper,False,True,19856,"acrylic, digital, other, pastel",종이,사진/디지털,rule_based_material_parse,rule_material_parse,26.0
76.0,54.0,0.1,4104.0,8.319717386850606,1.4074074074074074,True,False,mixed_media,paper,mixed_media__paper,False,True,19873,"watercolor, ink",종이,수채,rule_based_material_parse,rule_material_parse,19.0
54.0,39.0,0.1,2106.0,7.652545692693921,1.3846153846153846,True,False,mixed_media,paper,mixed_media__paper,False,True,19874,"watercolor, ink",종이,수채,rule_based_material_parse,rule_material_parse,19.0
54.0,39.0,0.1,2106.0,7.652545692693921,1.3846153846153846,True,False,mixed_media,paper,mixed_media__paper,False,True,19875,"watercolor, ink",종이,수채,rule_based_material_parse,rule_material_parse,19.0
