candidate_label,scenario_count,validation_avg_delta_MdAPE_vs_current_pp258,validation_avg_delta_MAPE_vs_current_pp258,validation_avg_delta_p95_vs_current_pp258,validation_avg_MdAPE_win_rate,validation_avg_MAPE_win_rate,validation_avg_p95_win_rate,validation_avg_all3_win_rate,validation_avg_stability_score,fixed_validation_MdAPE,fixed_validation_MAPE,fixed_validation_p95_APE,fixed_validation_RMSE_log,fixed_validation_delta_MdAPE_vs_current_pp258,fixed_validation_delta_MAPE_vs_current_pp258,fixed_validation_delta_p95_vs_current_pp258,fixed_test_MdAPE,fixed_test_MAPE,fixed_test_p95_APE,fixed_test_RMSE_log,fixed_test_delta_MdAPE_vs_current_pp258,fixed_test_delta_MAPE_vs_current_pp258,fixed_test_delta_p95_vs_current_pp258,validation_replacement_score,fixed_confirmation_score,is_reference_baseline,passes_validation_gate,passes_fixed_confirmation
min1_route_w775_risk_q70_altlower_gap005,6,-0.024955254610589603,-0.031065876296475625,-0.09316393933375823,0.9955128205128205,0.9974358974358974,0.9814102564102565,0.975,-0.031065876296475625,0.09819631660739556,0.1765837537440175,0.5712913918014471,0.2969948926265807,-0.02451099795731239,-0.029044806235624054,-0.0665967182926156,0.1056244418332164,0.2374825540278473,0.7394162014152162,0.3762578263677554,-0.03535195879331143,-0.032405641751298564,-0.0679085058762301,-0.029044806235624054,-0.032405641751298564,False,True,True
min1_route_w850_risk_q60_altgap_ge020,6,-0.029251733282028097,-0.03101921180460486,-0.0866912936517823,1.0,0.9967948717948718,0.9653846153846154,0.9628205128205128,-0.03101921180460486,0.09440661499063376,0.17658556503369335,0.5772661746139477,0.2976320226202786,-0.02830069957407419,-0.029042994945948197,-0.06062193548011496,0.10214893786813835,0.241395374267102,0.7740983466158026,0.37955101452200435,-0.03882746275838948,-0.028492821512043853,-0.033226360675643773,-0.029042994945948197,-0.028492821512043853,False,True,True
min1_route_w775_risk_q50_altlower_gap005,6,-0.02664783863622322,-0.031015054508732296,-0.094163385436855,0.9948717948717949,0.9974358974358974,0.9820512820512821,0.975,-0.031015054508732296,0.09529566095434584,0.17661459563722026,0.5712913918014471,0.2972450974493095,-0.027411653610362102,-0.02901396434242129,-0.0665967182926156,0.1056244418332164,0.23738639850631188,0.7394162014152162,0.3769571968967227,-0.03535195879331143,-0.03250179727283398,-0.0679085058762301,-0.02901396434242129,-0.03250179727283398,False,True,True
min1_route_w800_low_confidence,6,-0.028197669090171348,-0.03098988225344076,-0.08846835951440145,0.9967948717948718,0.9974358974358974,0.9673076923076923,0.9628205128205128,-0.03098988225344076,0.09403317473087637,0.17663211373741536,0.5772661746139477,0.2969739455670688,-0.028674139833831574,-0.028996446242226193,-0.06062193548011496,0.1056244418332164,0.23898951840214955,0.7586513952371932,0.3776490413688304,-0.03535195879331143,-0.03089867737699631,-0.04867331205425318,-0.028996446242226193,-0.03089867737699631,False,True,True
min1_route_w775_risk_q60_altlower_gap005,6,-0.026444694444412706,-0.030995910800806437,-0.094163385436855,0.9955128205128205,0.9974358974358974,0.9820512820512821,0.9756410256410257,-0.030995910800806437,0.09529566095434584,0.17663750546421236,0.5712913918014471,0.29723507682016453,-0.027411653610362102,-0.028991054515429188,-0.0665967182926156,0.1056244418332164,0.23747774236012026,0.7394162014152162,0.37629303020364857,-0.03535195879331143,-0.0324104534190256,-0.0679085058762301,-0.028991054515429188,-0.0324104534190256,False,True,True
min1_route_w800_risk_q50_altgap_ge010,6,-0.029730741182686,-0.030782247180348467,-0.08725582100471833,0.9987179487179487,0.9967948717948718,0.966025641025641,0.9621794871794872,-0.030782247180348467,0.09238321517875378,0.1767085962308201,0.5772661746139477,0.2973004170370484,-0.030324099385954165,-0.028919963748821442,-0.06062193548011496,0.10330170558126321,0.24011353480214007,0.7586513952371932,0.37916975072360526,-0.03767469504526462,-0.02977466097700579,-0.04867331205425318,-0.028919963748821442,-0.02977466097700579,False,True,True
min1_route_w800_risk_q70_altgap_ge010,6,-0.027647106803694574,-0.03087715586571245,-0.0873135220717814,0.9987179487179487,0.9974358974358974,0.966025641025641,0.9628205128205128,-0.03087715586571245,0.09529566095434584,0.17672232917507272,0.5772661746139477,0.29701489817188226,-0.027411653610362102,-0.028906230804568833,-0.06062193548011496,0.1056244418332164,0.23906884396720335,0.7586513952371932,0.3776861077270885,-0.03535195879331143,-0.030819351811942508,-0.04867331205425318,-0.028906230804568833,-0.030819351811942508,False,True,True
min1_route_w775_risk_q70_altlower_gap010,6,-0.024826019092748498,-0.03089516581501559,-0.0930019074077491,0.9955128205128205,0.9974358974358974,0.9807692307692308,0.9743589743589743,-0.03089516581501559,0.09819631660739556,0.17672361822859992,0.5712913918014471,0.2969603465722493,-0.02451099795731239,-0.028904941751041635,-0.0665967182926156,0.10654696791845651,0.23770300995052307,0.7394162014152162,0.3762822246439284,-0.03442943270807132,-0.03218518582862279,-0.0679085058762301,-0.028904941751041635,-0.03218518582862279,False,True,True
min1_route_w850_qwidth_ge120,6,-0.031381963832682484,-0.031114937378765223,-0.08337199438723082,1.0,0.9967948717948718,0.9570512820512821,0.9544871794871795,-0.031114937378765223,0.09238321517875378,0.17673376087309356,0.5786835981503664,0.2998448032154822,-0.030324099385954165,-0.02889479910654799,-0.05920451194369625,0.10214893786813835,0.24071734004593384,0.7782541461510122,0.38054274381607,-0.03882746275838948,-0.029170855733212014,-0.02907056114043416,-0.02889479910654799,-0.029170855733212014,False,True,True
min1_route_w850_spread_ge060,6,-0.032207234805964886,-0.031013966611759366,-0.08898173418618137,0.9993589743589744,0.9967948717948718,0.9615384615384616,0.9583333333333334,-0.031013966611759366,0.09076732209208287,0.176754660154335,0.5728224865097898,0.298566403307497,-0.03193999247262508,-0.028873899825306554,-0.06506562358427281,0.10186493463626753,0.24162135141311816,0.7740983466158026,0.38003557966731416,-0.0391114659902603,-0.028266844366027694,-0.033226360675643773,-0.028873899825306554,-0.028266844366027694,False,True,True
min1_route_w850_risk_q80_altlower_gap005,6,-0.025214015793837474,-0.030839961418655238,-0.09225828504181689,0.9961538461538462,0.9974358974358974,0.9807692307692308,0.975,-0.030839961418655238,0.09819631660739556,0.1767683411959834,0.5712913918014471,0.29781621031325006,-0.02451099795731239,-0.02886021878365816,-0.0665967182926156,0.10432612122375012,0.23613024750835102,0.7394162014152162,0.37582675112939223,-0.03665027940277771,-0.03375794827079484,-0.0679085058762301,-0.02886021878365816,-0.03375794827079484,False,True,True
min1_route_w800_risk_q60,6,-0.029792380267020937,-0.030811101048630374,-0.08758122665330359,0.9987179487179487,0.9967948717948718,0.9666666666666667,0.9628205128205128,-0.030811101048630374,0.0917642538304383,0.17676893632170404,0.5772661746139477,0.2973648386892481,-0.03094306073426964,-0.02885962365793751,-0.06062193548011496,0.10330170558126321,0.24022194319438725,0.7586513952371932,0.3784112547357334,-0.03767469504526462,-0.029666252584758607,-0.04867331205425318,-0.02885962365793751,-0.029666252584758607,False,True,True
min1_route_w800_risk_q60_altlower_gap020,6,-0.024901114184079448,-0.03082801201215322,-0.0930649518005718,0.9935897435897436,0.9974358974358974,0.9807692307692308,0.9724358974358974,-0.03082801201215322,0.09819631660739556,0.17677132800033096,0.5712913918014471,0.2971890630656734,-0.02451099795731239,-0.028857231979310588,-0.0665967182926156,0.1056244418332164,0.2373276572734495,0.7394162014152162,0.376202635455787,-0.03535195879331143,-0.032560538505696346,-0.0679085058762301,-0.028857231979310588,-0.032560538505696346,False,True,True
min1_route_w850_risk_q80_altlower_gap010,6,-0.025163522424818716,-0.030799973015672277,-0.09225828504181689,0.9961538461538462,0.9974358974358974,0.9807692307692308,0.975,-0.030799973015672277,0.09819631660739556,0.17680144991353003,0.5712913918014471,0.29780791633027354,-0.02451099795731239,-0.028827110066111522,-0.0665967182926156,0.1056244418332164,0.23623631797674627,0.7394162014152162,0.3758024032307414,-0.03535195879331143,-0.03365187780239959,-0.0679085058762301,-0.028827110066111522,-0.03365187780239959,False,True,True
min1_route_w850_risk_q80_altlower_gap020,6,-0.025164293909733876,-0.0307906848808248,-0.09225288628201267,0.9961538461538462,0.9974358974358974,0.9807692307692308,0.975,-0.0307906848808248,0.09819631660739556,0.17680743413745886,0.5712913918014471,0.2977811717775769,-0.02451099795731239,-0.028821125842182688,-0.0665967182926156,0.10654696791845651,0.23635801717110047,0.7394162014152162,0.3757785648910174,-0.03442943270807132,-0.033530178608045386,-0.0679085058762301,-0.028821125842182688,-0.033530178608045386,False,True,True
min1_route_w800_risk_q60_altgap_ge005,6,-0.02981849327181277,-0.030760281660687214,-0.08752751324553475,0.9987179487179487,0.9967948717948718,0.9666666666666667,0.9628205128205128,-0.030760281660687214,0.0917642538304383,0.17680923275693258,0.5772661746139477,0.29740783614257665,-0.03094306073426964,-0.028819327222708968,-0.06062193548011496,0.10345108947495675,0.240235175945723,0.7586513952371932,0.37836897426962446,-0.03752531115157108,-0.02965301983342286,-0.04867331205425318,-0.028819327222708968,-0.02965301983342286,False,True,True
min1_route_w800_risk_q50_altlower_gap020,6,-0.024901114184079448,-0.03079560762461639,-0.0930649518005718,0.9935897435897436,0.9974358974358974,0.9807692307692308,0.9724358974358974,-0.03079560762461639,0.09819631660739556,0.17680974197764449,0.5712913918014471,0.2972337966191971,-0.02451099795731239,-0.028818818001997065,-0.0665967182926156,0.1056244418332164,0.23717238888262612,0.7394162014152162,0.3769836902433563,-0.03535195879331143,-0.032715806896519734,-0.0679085058762301,-0.028818818001997065,-0.032715806896519734,False,True,True
