candidate_label,eval_split,n,MdAPE,MAPE,p95_APE,RMSE_log,delta_vs_current_pp258_MdAPE,delta_vs_current_pp258_MAPE,delta_vs_current_pp258_p95_APE,delta_vs_current_pp258_RMSE_log
min1_route_w775_risk_q50_altlower_gap020,test,607,0.10654696791845651,0.23762219285566463,0.7394162014152162,0.37693088515699885,-0.03442943270807132,-0.032266002923481224,-0.0679085058762301,-0.020522944394271547
min1_route_w650_risk_q60_altlower_gap010,test,607,0.10705866019596119,0.2376392552230848,0.7791959634055454,0.37574310449997406,-0.03391774043056664,-0.03224894055606106,-0.02812874388590092,-0.021710725051296342
min1_route_w650_risk_q60_altlower_gap005,test,607,0.10705866019596119,0.2376494627289514,0.7791959634055454,0.37577467772274503,-0.03391774043056664,-0.03223873305019445,-0.02812874388590092,-0.021679151828525367
min1_route_w775_risk_q50_altlower_gap010,test,607,0.10654696791845651,0.23765101573594213,0.7394162014152162,0.37697522723316257,-0.03442943270807132,-0.03223718004320372,-0.0679085058762301,-0.02047860231810783
min1_route_w850_risk_q90_altlower_gap020,test,607,0.10654696791845651,0.2376599295857016,0.7791959634055454,0.37662746003966135,-0.03442943270807132,-0.032228266193444266,-0.02812874388590092,-0.020826369511609044
min1_route_w775_risk_q80_altlower_gap010,test,607,0.10654696791845651,0.2376736967282715,0.7394162014152162,0.37614532371490056,-0.03442943270807132,-0.03221449905087437,-0.0679085058762301,-0.02130850583636984
min1_route_w850_spread_ge180,test,607,0.10300157501389953,0.23769296233008883,0.739095824880282,0.3771182687868522,-0.0379748256126283,-0.03219523344905703,-0.06822888241116432,-0.020335560764418226
min1_route_w775_risk_q70_altlower_gap010,test,607,0.10654696791845651,0.23770300995052307,0.7394162014152162,0.3762822246439284,-0.03442943270807132,-0.03218518582862279,-0.0679085058762301,-0.02117160490734199
min1_route_w650_risk_q60_altlower_gap020,test,607,0.10705866019596119,0.2377296763514408,0.7791959634055454,0.37592053850521384,-0.03391774043056664,-0.03215851942770506,-0.02812874388590092,-0.021533291046056557
min1_route_w650_risk_q50_altlower_gap010,test,607,0.10705866019596119,0.2377334110083777,0.7791959634055454,0.3758073269403533,-0.03391774043056664,-0.03215478477076816,-0.02812874388590092,-0.021646502610917107
min1_route_w775_risk_q60_altlower_gap010,test,607,0.10654696791845651,0.2377343003142299,0.7394162014152162,0.3763188887592555,-0.03442943270807132,-0.032153895464915955,-0.0679085058762301,-0.02113494079201489
min1_route_w775_risk_q60_altlower_gap020,test,607,0.10654696791845651,0.2377464332876509,0.7394162014152162,0.37627535017804037,-0.03442943270807132,-0.032141762491494946,-0.0679085058762301,-0.02117847937323003
min1_route_w650_risk_q50_altlower_gap005,test,607,0.10705866019596119,0.23777057171362123,0.7791959634055454,0.37584089663604975,-0.03391774043056664,-0.032117624065524625,-0.02812874388590092,-0.02161293291522065
min1_route_w775_risk_q70_altlower_gap020,test,607,0.10654696791845651,0.23778491429478027,0.7394162014152162,0.3762884914401807,-0.03442943270807132,-0.03210328148436559,-0.0679085058762301,-0.021165338111089727
min1_route_w775_risk_q80_altlower_gap020,test,607,0.10654696791845651,0.23780971742719617,0.7394162014152162,0.37624880302296776,-0.03442943270807132,-0.032078478351949685,-0.0679085058762301,-0.02120502652830264
min1_route_w650_risk_q50_altlower_gap020,test,607,0.10705866019596119,0.23782383213673372,0.7791959634055454,0.37598473063786125,-0.03391774043056664,-0.032064363642412136,-0.02812874388590092,-0.021469098913409146
min1_route_w775_spread_ge140,test,607,0.10345108947495675,0.2378350215619008,0.7392567396123477,0.3767460796874748,-0.03752531115157108,-0.032053174217245045,-0.06806796767909862,-0.020707749863795588
min1_route_w625_risk_q70_altlower_gap005,test,607,0.10705866019596119,0.23793617495962358,0.7791959634055454,0.37603310836870874,-0.03391774043056664,-0.03195202081952228,-0.02812874388590092,-0.021420721182561664
min1_route_w625_risk_q70_altlower_gap020,test,607,0.10705866019596119,0.2379510167115214,0.7791959634055454,0.3759069103379963,-0.03391774043056664,-0.031937179067624444,-0.02812874388590092,-0.02154691921327412
min1_route_w625_risk_q70_altlower_gap010,test,607,0.10705866019596119,0.23795889570505205,0.7791959634055454,0.37595497051472904,-0.03391774043056664,-0.03192930007409381,-0.02812874388590092,-0.021498859036541362
min1_route_w800_spread_ge180,test,607,0.10386129904256679,0.23796945516250945,0.7392027820637449,0.37683839387568147,-0.037115101583961044,-0.03191874061663641,-0.06812192522770144,-0.020615435675588933
min1_route_w800_risk_q90_altlower_gap005,test,607,0.10432612122375012,0.23801036331614187,0.7791959634055454,0.3765938825320585,-0.03665027940277771,-0.03187783246300399,-0.02812874388590092,-0.0208599470192119
min1_route_w750_risk_q50_altlower_gap005,test,607,0.1056244418332164,0.23802703853894117,0.7434159536351241,0.37686516229656786,-0.03535195879331143,-0.03186115724020469,-0.0639087536563222,-0.020588667254702542
min1_route_w850_risk_q90,test,607,0.1056244418332164,0.2380671932763247,0.7908014426386205,0.37705338683570233,-0.03535195879331143,-0.03182100250282116,-0.01652326465282583,-0.020400442715568068
min1_route_w850_risk_q90_altgap_ge005,test,607,0.1056244418332164,0.23809230487906496,0.791362101574755,0.3771117620181667,-0.03535195879331143,-0.03179589090008089,-0.01596260571669139,-0.02034206753310369
min1_route_w650_very_high_price,test,607,0.10705866019596119,0.23809256076210217,0.7791959634055454,0.3760467693460532,-0.03391774043056664,-0.03179563501704369,-0.02812874388590092,-0.02140706020521721
min1_route_w750_risk_q60_altlower_gap005,test,607,0.1056244418332164,0.2381003479758788,0.7434159536351241,0.376440925013069,-0.03535195879331143,-0.031787847803267044,-0.0639087536563222,-0.02101290453820137
min1_route_w750_risk_q70_altlower_gap005,test,607,0.1056244418332164,0.23810225830197382,0.7434159536351241,0.3764227927385965,-0.03535195879331143,-0.03178593747717204,-0.0639087536563222,-0.021031036812673876
min1_route_w800_risk_q90_altlower_gap010,test,607,0.1056244418332164,0.23813517091814412,0.7791959634055454,0.3766378494043696,-0.03535195879331143,-0.03175302486100173,-0.02812874388590092,-0.02081598014690078
min1_route_w750_risk_q50_altlower_gap010,test,607,0.10573512980995432,0.2381555272035217,0.7434159536351241,0.3768741001334758,-0.03524127081657351,-0.03173266857562415,-0.0639087536563222,-0.020579729417794623
min1_route_w775_spread_ge180,test,607,0.10631555453141896,0.23815600852535979,0.7392567396123477,0.37673294199876034,-0.034660846095108874,-0.03173218725378607,-0.06806796767909862,-0.02072088755251006
min1_route_w750_risk_q80_altlower_gap005,test,607,0.1056244418332164,0.23816002032004538,0.7434159536351241,0.3763417709974607,-0.03535195879331143,-0.03172817545910048,-0.0639087536563222,-0.02111205855380971
min1_route_w750_spread_ge140,test,607,0.1049644954893312,0.238160710904637,0.7434159536351241,0.37670035785957506,-0.036011905137196626,-0.031727484874508854,-0.0639087536563222,-0.020753471691695335
min1_route_w850_risk_q90_altgap_ge010,test,607,0.10654696791845651,0.238173262109163,0.791362101574755,0.37707019689496496,-0.03442943270807132,-0.03171493366998285,-0.01596260571669139,-0.02038363265630544
min1_route_w800_risk_q90_altlower_gap020,test,607,0.10573512980995432,0.23821133054114685,0.7791959634055454,0.37672657693164807,-0.03524127081657351,-0.03167686523799901,-0.02812874388590092,-0.020727252619622327
min1_route_w750_risk_q60_altlower_gap010,test,607,0.10573512980995432,0.23821836466576854,0.7434159536351241,0.3764488101273441,-0.03524127081657351,-0.03166983111337732,-0.0639087536563222,-0.021005019423926297
min1_route_w850_qwidth_ge160,test,607,0.10557553392649052,0.2382281185034656,0.7740983466158026,0.3772178443134604,-0.03540086670003731,-0.031660077275680265,-0.033226360675643773,-0.020235985237810006
min1_route_w750_risk_q80_altlower_gap010,test,607,0.10654696791845651,0.23823337367487568,0.7434159536351241,0.3763975195625779,-0.03442943270807132,-0.031654822104270175,-0.0639087536563222,-0.021056309988692512
min1_route_w625_risk_q80_altlower_gap005,test,607,0.10705866019596119,0.2382368739627959,0.7791959634055454,0.37615751470868125,-0.03391774043056664,-0.03165132181634997,-0.02812874388590092,-0.021296314842589148
min1_route_w750_risk_q70_altlower_gap010,test,607,0.10654696791845651,0.2382374390314521,0.7434159536351241,0.37645031069874046,-0.03442943270807132,-0.03165075674769377,-0.0639087536563222,-0.021003518852529934
min1_route_w850_risk_q90_altgap_ge020,test,607,0.10659775415481275,0.2382649363091608,0.791362101574755,0.37712366327487623,-0.03437864647171508,-0.031623259469985066,-0.01596260571669139,-0.020330166276394168
min1_route_w625_risk_q80_altlower_gap010,test,607,0.10705866019596119,0.23828873701931824,0.7791959634055454,0.37616249653078226,-0.03391774043056664,-0.031599458759827614,-0.02812874388590092,-0.021291333020488135
min1_route_w775_risk_q90_altlower_gap005,test,607,0.1056244418332164,0.2383327760205192,0.7791959634055454,0.37663826151269797,-0.03535195879331143,-0.03155541975862666,-0.02812874388590092,-0.02081556803857243
min1_route_w750_risk_q50_altlower_gap020,test,607,0.10654696791845651,0.23833715069848482,0.7434159536351241,0.37696753887477674,-0.03442943270807132,-0.03155104508066103,-0.0639087536563222,-0.020486290676493657
min1_route_w800_gap_ge015,test,607,0.1051779972895374,0.238348596994248,0.7843684956902741,0.378339222177749,-0.03579840333699043,-0.03153959878489784,-0.022956211601172227,-0.019114607373521386
min1_route_w625_risk_q80_altlower_gap020,test,607,0.10705866019596119,0.23835596519464472,0.7791959634055454,0.37620461878958317,-0.03391774043056664,-0.031532230584501136,-0.02812874388590092,-0.02124921076168723
min1_route_w800_risk_q90,test,607,0.1056244418332164,0.23838489273684974,0.7843684956902741,0.376897098926687,-0.03535195879331143,-0.03150330304229612,-0.022956211601172227,-0.020556730624583408
min1_route_w850_gap_ge015,test,607,0.10380442828756714,0.23838692081460255,0.7908014426386205,0.3792245054373582,-0.03717197233896069,-0.0315012749645433,-0.01652326465282583,-0.018229324113912204
min1_route_w750_risk_q60_altlower_gap020,test,607,0.10654696791845651,0.23839542658573257,0.7434159536351241,0.37652936690945255,-0.03442943270807132,-0.03149276919341329,-0.0639087536563222,-0.020924462641817854
min1_route_w750_risk_q70_altlower_gap020,test,607,0.10654696791845651,0.23839542658573257,0.7434159536351241,0.37652936690945255,-0.03442943270807132,-0.03149276919341329,-0.0639087536563222,-0.020924462641817854
min1_route_w800_risk_q90_altgap_ge005,test,607,0.1056244418332164,0.23840276270511201,0.7847419795553487,0.3768774849740046,-0.03535195879331143,-0.03148543307403384,-0.022582727736097596,-0.020576344577265815
min1_route_w650_risk_q70_altlower_gap005,test,607,0.10705866019596119,0.2384087476081938,0.7791959634055454,0.37625848077819934,-0.03391774043056664,-0.03147944817095205,-0.02812874388590092,-0.021195348773071054
min1_route_w675_risk_q60_altlower_gap005,test,607,0.10659775415481275,0.2384130485506206,0.7791959634055454,0.37628041737537277,-0.03437864647171508,-0.03147514722852526,-0.02812874388590092,-0.021173412175897632
min1_route_w775_risk_q90_altlower_gap010,test,607,0.10654696791845651,0.23841870164071985,0.7791959634055454,0.3766658419872605,-0.03442943270807132,-0.03146949413842601,-0.02812874388590092,-0.020787987564009902
min1_route_w850_risk_q80,test,607,0.10432612122375012,0.2384274286842241,0.7740983466158026,0.3773509036418459,-0.03665027940277771,-0.031460767094921765,-0.033226360675643773,-0.020102925909424474
min1_route_w750_spread_ge180,test,607,0.1056244418332164,0.23843015601049372,0.7434159536351241,0.37670936209881584,-0.03535195879331143,-0.031458039768652135,-0.0639087536563222,-0.020744467452454562
min1_route_w650_risk_q70_altlower_gap010,test,607,0.10705866019596119,0.23843240924632256,0.7791959634055454,0.37625447514742016,-0.03391774043056664,-0.0314557865328233,-0.02812874388590092,-0.021199354403850235
min1_route_w800_qwidth_ge160,test,607,0.1056244418332164,0.23843261516166736,0.7586513952371932,0.3769635370124165,-0.03535195879331143,-0.031455580617478496,-0.04867331205425318,-0.02049029253885387
min1_route_w625_high_plus_price,test,607,0.109336009590081,0.23843778626581788,0.7794760841091758,0.3750808629172976,-0.031640391036446835,-0.031450409513327976,-0.02784862318227055,-0.022372966633972813
min1_route_w775_gap_ge015,test,607,0.10586534764936822,0.23844392172438603,0.7811835925921947,0.37796223288358,-0.03511105297715961,-0.03144427405475983,-0.026141114699251622,-0.019491596667690403
min1_route_w850_risk_q80_altgap_ge005,test,607,0.10432612122375012,0.23846049020228716,0.7740983466158026,0.377405238654539,-0.03665027940277771,-0.0314277055768587,-0.033226360675643773,-0.02004859089673139
min1_route_w675_risk_q50_altlower_gap005,test,607,0.10659775415481275,0.2384605344145139,0.7791959634055454,0.3763111411188464,-0.03437864647171508,-0.03142766136463196,-0.02812874388590092,-0.021142688432424006
min1_route_w650_risk_q70_altlower_gap020,test,607,0.10705866019596119,0.23847826535825653,0.7791959634055454,0.3763919537236862,-0.03391774043056664,-0.031409930420889326,-0.02812874388590092,-0.021061875827584176
min1_route_w800_risk_q90_altgap_ge010,test,607,0.10654696791845651,0.23848766408031952,0.7847419795553487,0.3768970503270566,-0.03442943270807132,-0.03140053169882634,-0.022582727736097596,-0.020556779224213784
min1_route_w775_risk_q90_altlower_gap020,test,607,0.10654696791845651,0.2384942396552967,0.7791959634055454,0.37674168457383267,-0.03442943270807132,-0.031393956123849154,-0.02812874388590092,-0.02071214497743773
min1_route_w675_risk_q60_altlower_gap010,test,607,0.10659775415481275,0.23850605568058045,0.7791959634055454,0.37638925581091687,-0.03437864647171508,-0.03138214009856541,-0.02812874388590092,-0.02106457374035353
min1_route_w850_risk_q80_altgap_ge010,test,607,0.1056244418332164,0.23853723698946305,0.7740983466158026,0.37735660490708994,-0.03535195879331143,-0.031350958789682803,-0.033226360675643773,-0.020097224644180456
min1_route_w800_risk_q80,test,607,0.10432612122375012,0.23853783121959385,0.7586513952371932,0.3770560816383126,-0.03665027940277771,-0.03135036455955201,-0.04867331205425318,-0.020397747912957787
min1_route_w625_risk_q60_altgap_ge020,test,607,0.10792057110835995,0.2385517031890849,0.7791959634055454,0.3759291570927777,-0.03305582951816788,-0.031336492590060966,-0.02812874388590092,-0.02152467245849271
min1_route_w675_risk_q50_altlower_gap010,test,607,0.10659775415481275,0.23855354154447375,0.7791959634055454,0.3764199706708976,-0.03437864647171508,-0.031334654234672105,-0.02812874388590092,-0.02103385888037279
min1_route_w800_risk_q80_altgap_ge005,test,607,0.10432612122375012,0.2385582090262585,0.7586513952371932,0.37702916467776715,-0.03665027940277771,-0.03132998675288737,-0.04867331205425318,-0.02042466487350325
min1_route_w750_gap_ge015,test,607,0.10570259455244937,0.238574236028332,0.7803904108804025,0.3775127542238632,-0.035273806074078456,-0.03131395975081386,-0.026934296411043834,-0.019941075327407187
min1_route_w800_risk_q90_altgap_ge020,test,607,0.10654696791845651,0.23858285289377695,0.7847419795553487,0.3770403598284226,-0.03442943270807132,-0.0313053428853689,-0.022582727736097596,-0.0204134697228478
min1_route_w775_risk_q90,test,607,0.1056244418332164,0.23858784401830277,0.7811835925921947,0.3768521902542319,-0.03535195879331143,-0.03130035176084309,-0.026141114699251622,-0.02060163929703851
min1_route_w650_risk_q80_altlower_gap005,test,607,0.10705866019596119,0.2385960569727907,0.7791959634055454,0.37638897373637636,-0.03391774043056664,-0.031292138806355146,-0.02812874388590092,-0.021064855814894035
min1_route_w850_risk_q80_altgap_ge020,test,607,0.10654696791845651,0.23861313808097595,0.7740983466158026,0.3773857081443968,-0.03442943270807132,-0.031275057698169906,-0.033226360675643773,-0.020068121406873585
min1_route_w775_qwidth_ge160,test,607,0.10631811202323586,0.23861317635916887,0.7509996280182155,0.37688274464124955,-0.03465828860329197,-0.031275019419976985,-0.05632507927323083,-0.020571084910020854
min1_route_w650_high_plus_price,test,607,0.10813440602746102,0.23861470098839732,0.7793830079017572,0.3756378487468582,-0.03284199459906681,-0.031273494790748535,-0.027941699389689156,-0.021815980804412216
min1_route_w775_risk_q90_altgap_ge005,test,607,0.10631555453141896,0.23862357780688276,0.7814626507472144,0.37684349814679086,-0.034660846095108874,-0.0312646179722631,-0.025862056544231904,-0.020610331404479543
min1_route_w675_risk_q50_altgap_ge020,test,607,0.10659775415481275,0.23863540713905015,0.7791959634055454,0.37610862465784534,-0.03437864647171508,-0.0312527886400957,-0.02812874388590092,-0.021345204893425063
min1_route_w800_risk_q80_altgap_ge010,test,607,0.1056244418332164,0.23863883782452783,0.7586513952371932,0.37701319151381263,-0.03535195879331143,-0.03124935795461803,-0.04867331205425318,-0.02044063803745777
min1_route_w675_risk_q60_altgap_ge020,test,607,0.10659775415481275,0.23863897530622577,0.7791959634055454,0.37635365112381947,-0.03437864647171508,-0.031249220472920086,-0.02812874388590092,-0.021100178427450933
min1_route_w650_risk_q80_altlower_gap010,test,607,0.10705866019596119,0.23864485036218874,0.7791959634055454,0.37640461875461195,-0.03391774043056664,-0.031243345416957113,-0.02812874388590092,-0.021049210796658446
min1_route_w775_risk_q90_altgap_ge020,test,607,0.10654696791845651,0.23864897399722637,0.7791959634055454,0.376913496516797,-0.03442943270807132,-0.031239221781919485,-0.02812874388590092,-0.02054033303447339
min1_route_w775_risk_q80,test,607,0.1056244418332164,0.23865405086825395,0.7509996280182155,0.37695156162459625,-0.03535195879331143,-0.03123414491089191,-0.05632507927323083,-0.020502267926674145
min1_route_w675_very_high_price,test,607,0.10705866019596119,0.23865431033593093,0.7791959634055454,0.3764488792388081,-0.03391774043056664,-0.031233885443214926,-0.02812874388590092,-0.0210049503124623
min1_route_w650_risk_q80_altlower_gap020,test,607,0.10705866019596119,0.23869004295036095,0.7791959634055454,0.37652964867365085,-0.03391774043056664,-0.03119815282878491,-0.02812874388590092,-0.020924180877619547
min1_route_w775_risk_q80_altgap_ge005,test,607,0.10631555453141896,0.238691668820419,0.7509996280182155,0.37693741592962354,-0.034660846095108874,-0.03119652695872685,-0.05632507927323083,-0.020516413621646856
min1_route_w775_risk_q90_altgap_ge010,test,607,0.10659775415481275,0.2387044153164023,0.7814626507472144,0.3768910274703956,-0.03437864647171508,-0.03118378046274356,-0.025862056544231904,-0.020562802080874798
min1_route_w750_risk_q90_altlower_gap005,test,607,0.1056244418332164,0.23870521531513014,0.7791959634055454,0.3767226050753719,-0.03535195879331143,-0.031182980464015714,-0.02812874388590092,-0.02073122447589848
min1_route_w750_risk_q90_altgap_ge020,test,607,0.10654696791845651,0.23872941886438132,0.7791959634055454,0.3767734865488019,-0.03442943270807132,-0.03115877691476454,-0.02812874388590092,-0.020680343002468515
min1_route_w750_risk_q90_altlower_gap010,test,607,0.10654696791845651,0.2387341216991538,0.7791959634055454,0.3767684088343474,-0.03442943270807132,-0.031154074079992045,-0.02812874388590092,-0.020685420716922975
min1_route_w650_risk_q60_altgap_ge020,test,607,0.10705866019596119,0.23875886633310367,0.7791959634055454,0.3764347033715221,-0.03391774043056664,-0.031129329446042187,-0.02812874388590092,-0.021019126179748326
min1_route_w800_risk_q80_altgap_ge020,test,607,0.10654696791845651,0.23877079412435911,0.7586513952371932,0.37709906875200283,-0.03442943270807132,-0.03111740165478674,-0.04867331205425318,-0.02035476079926757
min1_route_w775_risk_q80_altgap_ge010,test,607,0.10659775415481275,0.23878413209716737,0.7509996280182155,0.37698219067426453,-0.03437864647171508,-0.03110406368197849,-0.05632507927323083,-0.02047163887700587
min1_route_w775_risk_q80_altgap_ge020,test,607,0.10654696791845651,0.2387977299468095,0.7394162014152162,0.3770048984652891,-0.03442943270807132,-0.03109046583233635,-0.0679085058762301,-0.02044893108598128
min1_route_w750_risk_q90,test,607,0.1049644954893312,0.23880587182299928,0.7790096902641584,0.37682946113420224,-0.036011905137196626,-0.031082323956146574,-0.028315017027287892,-0.020624368417068162
min1_route_w650_risk_q60_altgap_ge010,test,607,0.10705866019596119,0.23881740143009175,0.7791959634055454,0.3762453836048071,-0.03391774043056664,-0.031070794349054104,-0.02812874388590092,-0.021208445946463317
min1_route_w675_risk_q70_altlower_gap005,test,607,0.10659775415481275,0.23882316310592933,0.7791959634055454,0.3765404383074679,-0.03437864647171508,-0.03106503267321653,-0.02812874388590092,-0.02091339124380248
min1_route_w750_risk_q80,test,607,0.1049644954893312,0.23885737305032573,0.7447183683820254,0.37692337643115054,-0.036011905137196626,-0.03103082272882013,-0.06260633890942091,-0.020530453120119863
min1_route_w750_qwidth_ge160,test,607,0.1056244418332164,0.23886904930607386,0.7447183683820254,0.37687299399233504,-0.03535195879331143,-0.031019146473071996,-0.06260633890942091,-0.020580835558935362
min1_route_w750_risk_q90_altgap_ge005,test,607,0.10654696791845651,0.23887046236077777,0.7791959634055454,0.37683563739004367,-0.03442943270807132,-0.031017733418368082,-0.02812874388590092,-0.020618192161226734
min1_route_w625_risk_q50_altgap_ge020,test,607,0.10792057110835995,0.23887714013528327,0.7791959634055454,0.375425873131586,-0.03305582951816788,-0.031011055643862584,-0.02812874388590092,-0.022027956419684414
min1_route_w675_risk_q70_altlower_gap010,test,607,0.10659775415481275,0.2388852568958775,0.7791959634055454,0.37662679822971074,-0.03437864647171508,-0.031002938883268355,-0.02812874388590092,-0.020827031321559664
min1_route_w675_high_plus_price,test,607,0.10792057110835995,0.2388882043385974,0.7792899285944661,0.3762331973269621,-0.03305582951816788,-0.030999991440548463,-0.028034778696980234,-0.02122063222430831
min1_route_w650_risk_q50_altgap_ge020,test,607,0.10705866019596119,0.2389165903034535,0.7791959634055454,0.37607771974056703,-0.03391774043056664,-0.03097160547569236,-0.02812874388590092,-0.02137610981070337
min1_route_w750_risk_q80_altgap_ge005,test,607,0.10654696791845651,0.2389211370649682,0.7447183683820254,0.3769083848183282,-0.03442943270807132,-0.030967058714177653,-0.06260633890942091,-0.020545444732942175
min1_route_w775_risk_q70,test,607,0.10631811202323586,0.23892247833911842,0.7509996280182155,0.37732813626177997,-0.03465828860329197,-0.030965717440027435,-0.05632507927323083,-0.02012569328949043
min1_route_w625_spread_ge060,test,607,0.11067038261028223,0.23892248868020627,0.7794760841091758,0.3758387675290131,-0.030306018016245606,-0.030965707098939588,-0.02784862318227055,-0.021615062022257325
min1_route_w750_risk_q90_altgap_ge010,test,607,0.10659775415481275,0.2389249552119447,0.7791959634055454,0.376911734922313,-0.03437864647171508,-0.03096324056720115,-0.02812874388590092,-0.020542094628957397
min1_route_w675_risk_q80_altlower_gap005,test,607,0.10659775415481275,0.2389373258671051,0.7791959634055454,0.37662236163368873,-0.03437864647171508,-0.030950869912040768,-0.02812874388590092,-0.02083146791758167
min1_route_w800_risk_q70,test,607,0.1056244418332164,0.2389376904546278,0.7586513952371932,0.3776012200943436,-0.03535195879331143,-0.03095050532451807,-0.04867331205425318,-0.019852609456926795
min1_route_w650_spread_ge060,test,607,0.10925017283667386,0.2389427062246619,0.7793830079017572,0.3761377794209802,-0.03172622778985397,-0.03094548955448395,-0.027941699389689156,-0.0213160501302902
min1_route_w750_risk_q80_altgap_ge020,test,607,0.10654696791845651,0.23895075409421573,0.7434159536351241,0.3769435219542799,-0.03442943270807132,-0.030937441684930123,-0.0639087536563222,-0.020510307596990518
min1_route_w625_risk_q60_altgap_ge010,test,607,0.10813440602746102,0.23895381289071413,0.7791959634055454,0.3760836305176562,-0.03284199459906681,-0.030934382888431727,-0.02812874388590092,-0.0213701990336142
min1_route_w675_risk_q60_altgap_ge010,test,607,0.10659775415481275,0.23895751666921186,0.7791959634055454,0.37660098632307915,-0.03437864647171508,-0.030930679109933995,-0.02812874388590092,-0.020852843228191253
min1_route_w775_low_confidence,test,607,0.10631811202323586,0.23896149631779914,0.7509996280182155,0.37736282182643655,-0.03465828860329197,-0.030926699461346713,-0.05632507927323083,-0.020091007724833854
min1_route_w675_risk_q60_altgap_ge005,test,607,0.10705866019596119,0.2389683416652593,0.7791959634055454,0.37651215660955234,-0.03391774043056664,-0.030919854113886563,-0.02812874388590092,-0.02094167294171806
min1_route_w800_risk_q70_altgap_ge005,test,607,0.1056244418332164,0.238972746857004,0.7586513952371932,0.3775814469592096,-0.03535195879331143,-0.030915448922141847,-0.04867331205425318,-0.01987238259206081
min1_route_w775_risk_q70_altgap_ge005,test,607,0.10654696791845651,0.238973904175601,0.7509996280182155,0.37733282196092466,-0.03442943270807132,-0.030914291603544863,-0.05632507927323083,-0.02012100759034574
min1_route_w800_low_confidence,test,607,0.1056244418332164,0.23898951840214955,0.7586513952371932,0.3776490413688304,-0.03535195879331143,-0.03089867737699631,-0.04867331205425318,-0.019804788182440025
min1_route_w675_risk_q80_altlower_gap010,test,607,0.10659775415481275,0.2389926485710126,0.7791959634055454,0.376701593634793,-0.03437864647171508,-0.030895547208133256,-0.02812874388590092,-0.0207522359164774
min1_route_w750_risk_q80_altgap_ge010,test,607,0.10659775415481275,0.23899337927328362,0.7447183683820254,0.3769573581181637,-0.03437864647171508,-0.030894816505862233,-0.06260633890942091,-0.020496471433106678
min1_route_w750_risk_q70,test,607,0.1056244418332164,0.23900476184632174,0.7447183683820254,0.377145050840038,-0.03535195879331143,-0.03088343393282411,-0.06260633890942091,-0.020308778711232378
min1_route_w750_low_confidence,test,607,0.1056244418332164,0.23903091190334588,0.7447183683820254,0.37716737450734317,-0.03535195879331143,-0.030857283875799973,-0.06260633890942091,-0.020286455043927232
min1_route_w675_risk_q50_altgap_ge010,test,607,0.10659775415481275,0.23903542160893293,0.7791959634055454,0.3764192391223446,-0.03437864647171508,-0.030852774170212927,-0.02812874388590092,-0.021034590428925803
min1_route_w650_risk_q60_altgap_ge005,test,607,0.10792057110835995,0.23904191523182117,0.7791959634055454,0.3763025210347932,-0.03305582951816788,-0.03084628054732469,-0.02812874388590092,-0.021151308516477174
min1_route_w675_spread_ge060,test,607,0.1081938752275394,0.23905246331724309,0.7792899285944661,0.3764755114765669,-0.03278252539898843,-0.03083573246190277,-0.028034778696980234,-0.020978318074703517
min1_route_w650_risk_q50_altgap_ge010,test,607,0.10705866019596119,0.2390546409479195,0.7791959634055454,0.3759040932915364,-0.03391774043056664,-0.03083355483122635,-0.02812874388590092,-0.021549736259733998
min1_route_w675_risk_q70_altgap_ge020,test,607,0.10659775415481275,0.2390561600702197,0.7791959634055454,0.37660435482698446,-0.03437864647171508,-0.030832035708926148,-0.02812874388590092,-0.020849474724285944
min1_route_w800_risk_q70_altgap_ge010,test,607,0.1056244418332164,0.23906884396720335,0.7586513952371932,0.3776861077270885,-0.03535195879331143,-0.030819351811942508,-0.04867331205425318,-0.019767721824181905
min1_route_w675_risk_q50_altgap_ge005,test,607,0.10705866019596119,0.23908585281600736,0.7791959634055454,0.376337928982119,-0.03391774043056664,-0.030802342963138496,-0.02812874388590092,-0.021115900569151413
min1_route_w750_risk_q70_altgap_ge005,test,607,0.10659775415481275,0.23908714340460333,0.7447183683820254,0.37719530922675304,-0.03437864647171508,-0.03080105237454253,-0.06260633890942091,-0.02025852032451736
min1_route_w650_risk_q60,test,607,0.10792057110835995,0.23910501381952792,0.7793830079017572,0.37634495678063884,-0.03305582951816788,-0.030783181959617933,-0.027941699389689156,-0.02110887277063156
min1_route_w625_risk_q90_altlower_gap005,test,607,0.10659775415481275,0.2391076875965349,0.7791959634055454,0.3767596834428922,-0.03437864647171508,-0.030780508182610966,-0.02812874388590092,-0.02069414610837822
min1_route_w850_risk_q70,test,607,0.103393186957145,0.2391139380813549,0.7740983466158026,0.37827154283476594,-0.03758321366938283,-0.030774257697790963,-0.033226360675643773,-0.01918228671650446
min1_route_w650_spread_ge100,test,607,0.10792057110835995,0.23911632726993737,0.7793830079017572,0.3762317475654943,-0.03305582951816788,-0.03077186850920849,-0.027941699389689156,-0.021222081985776076
min1_route_w675_risk_q60,test,607,0.10792057110835995,0.23911952916687138,0.7792899285944661,0.37657387378484497,-0.03305582951816788,-0.03076866661227448,-0.028034778696980234,-0.02087995576642543
min1_route_w625_risk_q60_altgap_ge005,test,607,0.10925017283667386,0.23912624585851872,0.7791959634055454,0.3761885629132759,-0.03172622778985397,-0.03076194992062714,-0.02812874388590092,-0.021265266637994495
