candidate_label,eval_split,n,MdAPE,MAPE,p95_APE,RMSE_log,delta_vs_current_pp258_MdAPE,delta_vs_current_pp258_MAPE,delta_vs_current_pp258_p95_APE,delta_vs_current_pp258_RMSE_log
min1_route_w850_spread_ge140,test,607,0.10214893786813835,0.2373187178849849,0.739095824880282,0.37725591552517107,-0.03882746275838948,-0.03256947789416095,-0.06822888241116432,-0.02019791402609933
min1_route_w800_risk_q60_altlower_gap020,test,607,0.1056244418332164,0.2373276572734495,0.7394162014152162,0.376202635455787,-0.03535195879331143,-0.032560538505696346,-0.0679085058762301,-0.021251194095483372
min1_route_w800_risk_q70_altlower_gap020,test,607,0.10573512980995432,0.2373590726808728,0.7394162014152162,0.37620184308341637,-0.03524127081657351,-0.03252912309827305,-0.0679085058762301,-0.021251986467854034
min1_route_w800_risk_q80_altlower_gap020,test,607,0.10573512980995432,0.23737606246123186,0.7394162014152162,0.37611516970956327,-0.03524127081657351,-0.032512133317914,-0.0679085058762301,-0.02133865984170713
min1_route_w775_risk_q50_altlower_gap005,test,607,0.1056244418332164,0.23738639850631188,0.7394162014152162,0.3769571968967227,-0.03535195879331143,-0.03250179727283398,-0.0679085058762301,-0.02049663265454771
min1_route_w850_risk_q90_altlower_gap005,test,607,0.10432612122375012,0.23745189686404938,0.7791959634055454,0.37663443954196996,-0.03665027940277771,-0.03243629891509647,-0.02812874388590092,-0.020819390009300442
min1_route_w775_risk_q60_altlower_gap005,test,607,0.1056244418332164,0.23747774236012026,0.7394162014152162,0.37629303020364857,-0.03535195879331143,-0.0324104534190256,-0.0679085058762301,-0.021160799347621828
min1_route_w775_risk_q70_altlower_gap005,test,607,0.1056244418332164,0.2374825540278473,0.7394162014152162,0.3762578263677554,-0.03535195879331143,-0.032405641751298564,-0.0679085058762301,-0.021196003183515
min1_route_w850_risk_q90_altlower_gap010,test,607,0.1056244418332164,0.2375579673324447,0.7791959634055454,0.37661014386049196,-0.03535195879331143,-0.032330228446701165,-0.02812874388590092,-0.020843685690778435
min1_route_w775_risk_q80_altlower_gap005,test,607,0.1056244418332164,0.23755845903679046,0.7394162014152162,0.3761293872977296,-0.03535195879331143,-0.0323297367423554,-0.0679085058762301,-0.0213244422535408
min1_route_w625_very_high_price,test,607,0.10792057110835995,0.2375903647549089,0.7791959634055454,0.375668885452472,-0.03305582951816788,-0.032297831024236945,-0.02812874388590092,-0.021784944098798387
min1_route_w800_spread_ge140,test,607,0.10330170558126321,0.237611318508883,0.7392027820637449,0.3768823404218839,-0.03767469504526462,-0.03227687727026285,-0.06812192522770144,-0.0205714891293865
