candidate_label,alt_candidate,gate_name,gate_kind,threshold,gap,validation_route_share,test_route_share,validation_n,validation_MdAPE,validation_MAPE,validation_p95_APE,validation_RMSE_log
min1_route_w625_risk_q50,min1_w625_huber_refit_partial,risk_q50,risk_ge,0.25341658691002833,,0.5009633911368016,0.5107084019769358,519,0.10235372023341942,0.18059106360857022,0.5831711512476516,0.2989032304135353
min1_route_w625_risk_q50_altgap_ge005,min1_w625_huber_refit_partial,risk_q50_altgap_ge005,risk_ge_altgap_ge,0.25341658691002833,0.005,0.33911368015414256,0.342668863261944,519,0.10235372023341942,0.18055453603271462,0.5831711512476516,0.2989023124484648
min1_route_w625_risk_q50_altlower_gap005,min1_w625_huber_refit_partial,risk_q50_altlower_gap005,risk_ge_altlower_gap,0.25341658691002833,0.005,0.16184971098265896,0.18616144975288304,519,0.10220447973690917,0.17826975162524378,0.5772661746139477,0.29807228794040214
min1_route_w625_risk_q50_althigher_gap005,min1_w625_huber_refit_partial,risk_q50_althigher_gap005,risk_ge_althigher_gap,0.25341658691002833,0.005,0.17726396917148363,0.15650741350906094,519,0.10220447973690917,0.18069181978113663,0.5831711512476516,0.29814979078715526
min1_route_w625_risk_q50_altgap_ge010,min1_w625_huber_refit_partial,risk_q50_altgap_ge010,risk_ge_altgap_ge,0.25341658691002833,0.01,0.20809248554913296,0.23064250411861614,519,0.10181673880917225,0.18022259804591478,0.5831711512476516,0.2989070486725316
min1_route_w625_risk_q50_altlower_gap010,min1_w625_huber_refit_partial,risk_q50_altlower_gap010,risk_ge_altlower_gap,0.25341658691002833,0.01,0.09441233140655106,0.12191103789126853,519,0.10220447973690917,0.17820147565367195,0.5772661746139477,0.2980904403375629
min1_route_w625_risk_q50_althigher_gap010,min1_w625_huber_refit_partial,risk_q50_althigher_gap010,risk_ge_althigher_gap,0.25341658691002833,0.01,0.11368015414258188,0.10873146622734761,519,0.10127685511430415,0.18042815776590868,0.5831711512476516,0.29813639047069007
min1_route_w625_risk_q50_altgap_ge020,min1_w625_huber_refit_partial,risk_q50_altgap_ge020,risk_ge_altgap_ge,0.25341658691002833,0.02,0.12909441233140656,0.11532125205930807,519,0.10181673880917225,0.17997802543737373,0.5831711512476516,0.2989420816722178
min1_route_w625_risk_q50_altlower_gap020,min1_w625_huber_refit_partial,risk_q50_altlower_gap020,risk_ge_altlower_gap,0.25341658691002833,0.02,0.05394990366088632,0.05930807248764415,519,0.10220447973690917,0.1782900049200175,0.5772661746139477,0.2981432280177482
min1_route_w625_risk_q50_althigher_gap020,min1_w625_huber_refit_partial,risk_q50_althigher_gap020,risk_ge_althigher_gap,0.25341658691002833,0.02,0.07514450867052024,0.05601317957166392,519,0.1006250857220497,0.18009505589102204,0.5831711512476516,0.29811873134556094
min1_route_w625_risk_q60,min1_w625_huber_refit_partial,risk_q60,risk_ge,0.3062512709471214,,0.4007707129094412,0.43986820428336076,519,0.10235372023341942,0.18041181873562928,0.5831711512476516,0.2987257225082108
min1_route_w625_risk_q60_altgap_ge005,min1_w625_huber_refit_partial,risk_q60_altgap_ge005,risk_ge_altgap_ge,0.3062512709471214,0.005,0.28516377649325625,0.29983525535420097,519,0.10235372023341942,0.1803839758296357,0.5831711512476516,0.2987169789169373
min1_route_w625_risk_q60_altlower_gap005,min1_w625_huber_refit_partial,risk_q60_altlower_gap005,risk_ge_altlower_gap,0.3062512709471214,0.005,0.1329479768786127,0.1630971993410214,519,0.10220447973690917,0.17810232493465403,0.5772661746139477,0.29789239464526507
