model,features,median_ape,mape,p90_ape,p95_ape,within_30,within_50,rmse_log
structure_plus_artist_key,"['width_cm', 'height_cm', 'depth_cm', 'area_cm2', 'log_area', 'aspect_ratio', 'has_depth', 'is_3d_candidate', 'medium_category', 'support_category', 'medium_support_bucket', 'is_extreme_aspect_ratio', 'artist_key']",0.27374548574084234,0.4021920563089898,0.8942836140610823,1.1970798660966118,0.5239005736137667,0.7304015296367112,0.6249406914817428
structure_plus_artist_key_history,"['width_cm', 'height_cm', 'depth_cm', 'area_cm2', 'log_area', 'aspect_ratio', 'has_depth', 'is_3d_candidate', 'medium_category', 'support_category', 'medium_support_bucket', 'is_extreme_aspect_ratio', 'artist_key', 'artist_works_log', 'artist_works_count_train']",0.28346989926788085,0.3940490267886436,0.8616558357128191,1.1677598934943683,0.5315487571701721,0.7323135755258127,0.6106284530115075
structure_plus_history,"['width_cm', 'height_cm', 'depth_cm', 'area_cm2', 'log_area', 'aspect_ratio', 'has_depth', 'is_3d_candidate', 'medium_category', 'support_category', 'medium_support_bucket', 'is_extreme_aspect_ratio', 'artist_works_log', 'artist_works_count_train']",0.40411510020367075,0.6086670620438129,1.3241183099858231,1.643580828946468,0.35372848948374763,0.5869980879541109,0.8260687737035934
structure_only,"['width_cm', 'height_cm', 'depth_cm', 'area_cm2', 'log_area', 'aspect_ratio', 'has_depth', 'is_3d_candidate', 'medium_category', 'support_category', 'medium_support_bucket', 'is_extreme_aspect_ratio']",0.4985801042053014,0.7122409324373495,1.4711750726071384,2.1416752015066853,0.3135755258126195,0.5009560229445507,0.8788564115857224
